epoch,valid_r2,valid_mae,valid_medae,valid_rmse,test_r2,test_mae,test_medae,test_rmse
54,0.9224703907966614,5.037256240844727,3.2675209045410156,7.539364814758301,0.9020969867706299,5.579123020172119,3.826059341430664,8.17173957824707
55,0.9101528525352478,5.587451457977295,4.025667190551758,8.116207122802734,0.8881634473800659,6.006280899047852,4.23785400390625,8.733903884887695
56,0.9137483835220337,5.338485240936279,3.503541946411133,7.9521484375,0.8945766091346741,5.798061847686768,4.023031234741211,8.479789733886719
57,0.9202169179916382,5.144813537597656,3.462580680847168,7.648149490356445,0.9001928567886353,5.554293632507324,3.700516700744629,8.250825881958008
58,0.9156749844551086,5.278639316558838,3.503124237060547,7.862833499908447,0.8973249793052673,5.768787860870361,4.115800857543945,8.368525505065918
59,0.9180351495742798,5.271543502807617,3.6205930709838867,7.752016544342041,0.9014818668365479,5.638119697570801,4.01307487487793,8.197371482849121
60,0.9188326597213745,5.230077743530273,3.664274215698242,7.714211463928223,0.9027225375175476,5.496493816375732,3.650472640991211,8.14559268951416
61,0.9188474416732788,5.145078659057617,3.4849157333374023,7.713510036468506,0.8994033336639404,5.633697509765625,3.976865768432617,8.283393859863281
62,0.9219003915786743,5.067676067352295,3.347005844116211,7.567028045654297,0.8965387344360352,5.7419657707214355,4.093095779418945,8.400506019592285
63,0.9147045612335205,5.443709850311279,3.6649255752563477,7.907946586608887,0.897307813167572,5.674983501434326,3.9105710983276367,8.36922550201416
64,0.9168100357055664,5.291207313537598,3.7295429706573486,7.809736728668213,0.8988422751426697,5.621046543121338,3.8229525089263916,8.306462287902832
65,0.9192577004432678,5.2708024978637695,3.64105224609375,7.693986892700195,0.8893136978149414,6.054825305938721,4.44090461730957,8.688874244689941
66,0.9149690270423889,5.339396953582764,3.656491756439209,7.895678520202637,0.8881475925445557,5.963494300842285,4.192289352416992,8.73452377319336
67,0.9082890152931213,5.570996284484863,3.734172821044922,8.199956893920898,0.8898417353630066,5.910271167755127,4.063163757324219,8.668124198913574
68,0.9215040802955627,5.061054229736328,3.5393800735473633,7.586203575134277,0.9033898115158081,5.501943588256836,3.668384552001953,8.117608070373535
69,0.9113583564758301,5.4592180252075195,3.7494277954101562,8.061573028564453,0.8925319910049438,5.84614896774292,4.196073532104492,8.561624526977539
70,0.9188940525054932,5.252989292144775,3.4715499877929688,7.7112932205200195,0.9011075496673584,5.597778797149658,3.9456539154052734,8.212929725646973
71,0.9197245836257935,5.267213821411133,3.8769519329071045,7.671710014343262,0.8974477052688599,5.704805374145508,4.014244079589844,8.363521575927734
72,0.9032825231552124,5.701502799987793,3.801443099975586,8.420802116394043,0.8646847009658813,6.690606594085693,4.813777923583984,9.607048988342285
73,0.9191308617591858,5.2897772789001465,3.6412620544433594,7.700028419494629,0.8889925479888916,6.055637836456299,4.351343154907227,8.701468467712402
74,0.9123911261558533,5.543091297149658,3.8117687702178955,8.014472961425781,0.8969631791114807,5.762449264526367,4.223844528198242,8.383255958557129
75,0.9199206233024597,5.0864715576171875,3.2713565826416016,7.6623358726501465,0.8989300727844238,5.693301677703857,4.010876655578613,8.302854537963867
76,0.9251819252967834,4.91901159286499,3.189178466796875,7.406350135803223,0.902187705039978,5.512563228607178,3.7186431884765625,8.167954444885254
77,0.9200195074081421,5.084466457366943,3.306931495666504,7.657604217529297,0.900856077671051,5.607254505157471,3.9167251586914062,8.223365783691406
78,0.9153830409049988,5.480228900909424,3.9831013679504395,7.876433372497559,0.893036961555481,5.949217796325684,4.422601699829102,8.541484832763672
79,0.9157763123512268,5.4719319343566895,3.9218273162841797,7.858107566833496,0.8959355354309082,5.814790725708008,4.088576316833496,8.424958229064941
80,0.9230402112007141,5.002469062805176,3.297607421875,7.5116071701049805,0.9027929306030273,5.4688401222229,3.7705860137939453,8.142644882202148
81,0.9193218350410461,5.331948280334473,3.932903289794922,7.690931797027588,0.9023923277854919,5.678157329559326,4.198009490966797,8.159406661987305
82,0.9211217164993286,5.103822708129883,3.4517879486083984,7.604658126831055,0.9004928469657898,5.543581485748291,3.821920394897461,8.238414764404297
83,0.9117889404296875,5.319589138031006,3.5896291732788086,8.041971206665039,0.8958871364593506,5.65875768661499,3.6692237854003906,8.426918983459473
84,0.9204267859458923,5.133421421051025,3.399280548095703,7.638083457946777,0.8927220702171326,5.854129791259766,4.017253875732422,8.554049491882324
85,0.9173732995986938,5.282527446746826,3.538585662841797,7.783252239227295,0.8975067138671875,5.669173717498779,3.8632545471191406,8.361116409301758
86,0.922809362411499,5.090255260467529,3.4704151153564453,7.522864818572998,0.9029752016067505,5.48632287979126,3.71356201171875,8.135007858276367
87,0.9187648296356201,5.221744060516357,3.6688899993896484,7.717432975769043,0.8976141214370728,5.680408000946045,4.000380516052246,8.356735229492188
88,0.8963243961334229,5.812612056732178,3.665472984313965,8.718448638916016,0.8828551173210144,6.084786891937256,4.253484725952148,8.938779830932617
89,0.9209601879119873,5.140749454498291,3.2806262969970703,7.61244010925293,0.8961012363433838,5.747291564941406,3.930356979370117,8.41824722290039
90,0.9158895611763,5.319028854370117,3.7244579792022705,7.852823257446289,0.899644672870636,5.599579811096191,3.8851985931396484,8.273452758789062
91,0.9200507402420044,5.1496758460998535,3.4703311920166016,7.6561079025268555,0.899215579032898,5.743852138519287,4.157833099365234,8.291122436523438
92,0.9221484065055847,5.15920877456665,3.475560188293457,7.555002212524414,0.9037903547286987,5.540174961090088,3.9500370025634766,8.100760459899902
93,0.8634927272796631,7.119649887084961,5.233935832977295,10.004118919372559,0.8197659850120544,8.118916511535645,6.494916915893555,11.087532997131348
94,0.9106656312942505,5.487671375274658,3.8585915565490723,8.093010902404785,0.8899974822998047,5.835831165313721,3.974355697631836,8.661993980407715
95,0.9152777791023254,5.4507575035095215,3.974249839782715,7.881330490112305,0.8967662453651428,5.798260688781738,4.0855865478515625,8.391263961791992
96,0.9199053049087524,5.2150139808654785,3.5779647827148438,7.6630706787109375,0.9031224250793457,5.52217960357666,3.8636226654052734,8.128833770751953
97,0.9235755205154419,5.076009273529053,3.5826568603515625,7.485435962677002,0.8990132212638855,5.577857494354248,3.8304882049560547,8.299439430236816
98,0.9216839671134949,5.132732391357422,3.4914817810058594,7.577505588531494,0.9039978384971619,5.457273006439209,3.643178939819336,8.092021942138672
99,0.9202948212623596,5.211337089538574,3.7312278747558594,7.644413471221924,0.8998350501060486,5.602327823638916,3.887451171875,8.265602111816406
100,0.9116328358650208,5.629126071929932,4.133457183837891,8.049081802368164,0.8942731022834778,5.852968215942383,4.222780704498291,8.491986274719238
101,0.9155670404434204,5.374502182006836,3.927093505859375,7.867866039276123,0.8951540589332581,5.726983547210693,3.9706249237060547,8.456533432006836
102,0.9206193089485168,5.07741117477417,3.3390331268310547,7.628836631774902,0.8957645893096924,5.74827241897583,4.059462547302246,8.431875228881836
103,0.9252123832702637,5.045682430267334,3.465341567993164,7.404842853546143,0.9072611927986145,5.398433208465576,3.7013282775878906,7.953299522399902
104,0.924686849117279,5.081966876983643,3.4907073974609375,7.430811405181885,0.9029549956321716,5.548585414886475,3.8454208374023438,8.13585376739502
105,0.923844039440155,5.064988613128662,3.34415340423584,7.472275257110596,0.9031793475151062,5.5472025871276855,3.888115882873535,8.126444816589355
106,0.9152262210845947,5.264764308929443,3.5445871353149414,7.88372802734375,0.8905462622642517,5.843717575073242,3.8597726821899414,8.640358924865723
107,0.9148811101913452,5.486729621887207,3.8924503326416016,7.8997602462768555,0.8989041447639465,5.676349639892578,3.9154834747314453,8.303922653198242
108,0.9120029807090759,5.659694194793701,4.2057952880859375,8.032205581665039,0.8925325870513916,6.012210369110107,4.414492607116699,8.561599731445312
109,0.9266100525856018,4.982257843017578,3.4606246948242188,7.335321426391602,0.9066606760025024,5.445896625518799,3.9089717864990234,7.979007720947266
110,0.9186527729034424,5.222760200500488,3.475497245788574,7.7227559089660645,0.9029412865638733,5.555337905883789,4.024587631225586,8.136428833007812
111,0.9245650768280029,4.988285541534424,3.368379831314087,7.436817169189453,0.9013628363609314,5.4872212409973145,3.710468292236328,8.202322959899902
112,0.9158902168273926,5.485681056976318,4.011230945587158,7.852794170379639,0.8946660757064819,5.812293529510498,4.108049392700195,8.476190567016602
113,0.9181503653526306,5.2384490966796875,3.7317676544189453,7.746565818786621,0.8984396457672119,5.641617298126221,3.8675994873046875,8.322975158691406
114,0.9212189316749573,5.076704978942871,3.312403917312622,7.599969387054443,0.900367796421051,5.525477886199951,3.6931838989257812,8.243590354919434
115,0.9227285981178284,5.091884613037109,3.369013786315918,7.526798725128174,0.8961631059646606,5.60552453994751,3.6936445236206055,8.415740966796875
116,0.9166024327278137,5.43772554397583,4.084259033203125,7.819473743438721,0.8852907419204712,6.083597660064697,4.323814392089844,8.845366477966309
117,0.9257287979125977,4.93505334854126,3.282731056213379,7.379230976104736,0.9053893685340881,5.504725933074951,3.933157444000244,8.033162117004395
118,0.9241153001785278,5.051389694213867,3.437352180480957,7.458957195281982,0.9071512818336487,5.3379621505737305,3.550739288330078,7.958010673522949
119,0.907406747341156,5.5678391456604,3.725663185119629,8.239303588867188,0.9003170132637024,5.608815670013428,3.8914527893066406,8.24569034576416
120,0.9184380769729614,5.3630690574646,3.8310279846191406,7.732939720153809,0.9023021459579468,5.523172855377197,3.853282928466797,8.16317367553711
121,0.8983052372932434,5.930849075317383,4.098865509033203,8.634759902954102,0.8945717215538025,5.823922634124756,4.2414093017578125,8.479986190795898
122,0.9150567054748535,5.333866119384766,3.4942073822021484,7.891605377197266,0.8995090126991272,5.598132610321045,3.916088104248047,8.27904224395752
123,0.8946518898010254,5.9870147705078125,4.0301513671875,8.78848934173584,0.859171450138092,6.857189655303955,5.077789306640625,9.800808906555176
124,0.9194204211235046,5.16029167175293,3.517446279525757,7.686229228973389,0.9022608995437622,5.499601364135742,3.788278579711914,8.164896965026855
125,0.9180976152420044,5.287337303161621,3.750189781188965,7.749061584472656,0.9029439091682434,5.548973560333252,3.9089488983154297,8.13631820678711
126,0.9024242162704468,5.974587440490723,4.177890777587891,8.458083152770996,0.8585660457611084,7.079230308532715,5.537336349487305,9.82185173034668
127,0.9159775376319885,5.437447547912598,3.9205703735351562,7.848716735839844,0.9032939672470093,5.5189385414123535,3.8151512145996094,8.121631622314453
128,0.9138625860214233,5.505124568939209,3.919313430786133,7.946882247924805,0.8865227103233337,6.181236743927002,4.479103088378906,8.797739028930664
129,0.9167255759239197,5.410147190093994,3.9497451782226562,7.813701152801514,0.8888385891914368,6.09043550491333,4.473697662353516,8.707501411437988
130,0.9226087331771851,5.196403503417969,3.720954418182373,7.532633304595947,0.8989711999893188,5.696541786193848,4.095075607299805,8.301167488098145
131,0.922821044921875,5.160865306854248,3.5697174072265625,7.522294521331787,0.8991941213607788,5.596492290496826,3.8612594604492188,8.292004585266113
132,0.9239135384559631,4.999055862426758,3.325235366821289,7.468865394592285,0.9045572876930237,5.423640251159668,3.618175506591797,8.068408966064453
133,0.9207281470298767,5.220536231994629,3.601675033569336,7.623604774475098,0.8999892473220825,5.613083839416504,3.8934097290039062,8.259235382080078
134,0.9176624417304993,5.334790229797363,3.7878990173339844,7.769623279571533,0.8956576585769653,5.838903427124023,4.224565505981445,8.436200141906738
135,0.9260284304618835,4.924585819244385,3.332275390625,7.36433219909668,0.8998706936836243,5.576704025268555,3.7346653938293457,8.264129638671875
136,0.9154410362243652,5.401064872741699,3.802610397338867,7.873733043670654,0.9005832672119141,5.607077121734619,3.904177665710449,8.234671592712402
137,0.9124475121498108,5.448268890380859,3.793638229370117,8.011893272399902,0.8957207798957825,5.775158405303955,4.198265075683594,8.433648109436035
138,0.9064498543739319,5.5878400802612305,3.7634620666503906,8.281769752502441,0.8924124240875244,5.722792148590088,3.7085533142089844,8.566386222839355
139,0.915488600730896,5.3068461418151855,3.4946250915527344,7.871520042419434,0.8978558778762817,5.622308254241943,3.6728057861328125,8.34686279296875
140,0.9157205820083618,5.327110290527344,3.5630874633789062,7.860706806182861,0.8976981043815613,5.6057329177856445,3.7901344299316406,8.353306770324707
141,0.9246875047683716,5.049308776855469,3.453580856323242,7.430779457092285,0.9035333395004272,5.423736572265625,3.6448822021484375,8.111574172973633
142,0.9087397456169128,5.567506790161133,3.816408157348633,8.179780960083008,0.8870790600776672,5.995800971984863,4.073801040649414,8.776144981384277
143,0.921607494354248,5.159283638000488,3.5702219009399414,7.581203937530518,0.8935739994049072,5.786886692047119,3.91390323638916,8.520015716552734
144,0.9231880903244019,5.0978288650512695,3.4943981170654297,7.504384994506836,0.9088612198829651,5.3468708992004395,3.7194347381591797,7.884390354156494
145,0.9244096279144287,4.9620361328125,3.3454651832580566,7.444474697113037,0.9012385606765747,5.631469249725342,4.083255767822266,8.207487106323242
146,0.9062121510505676,5.783150672912598,4.194849014282227,8.292283058166504,0.8938092589378357,5.831809997558594,3.9973678588867188,8.51059341430664
147,0.9231778979301453,5.027373313903809,3.408702850341797,7.504884719848633,0.9053318500518799,5.474070072174072,3.8221092224121094,8.035603523254395
148,0.9211504459381104,5.144191265106201,3.4916839599609375,7.603271961212158,0.9041823148727417,5.436255931854248,3.6313791275024414,8.084244728088379
149,0.9168985486030579,5.317626953125,3.6158008575439453,7.805581092834473,0.8885923027992249,6.026511192321777,4.320152282714844,8.717141151428223
150,0.9265112280845642,4.931483268737793,3.2846899032592773,7.340258598327637,0.9025146961212158,5.523474216461182,3.888326644897461,8.154289245605469
151,0.9286363124847412,4.922017574310303,3.3665714263916016,7.233351707458496,0.9078225493431091,5.313051223754883,3.42987060546875,7.929190635681152
152,0.919600784778595,5.097027778625488,3.356779098510742,7.677622318267822,0.8974164724349976,5.692953109741211,3.983038902282715,8.36479663848877
153,0.9210470914840698,5.068482398986816,3.300013542175293,7.608254909515381,0.9013445973396301,5.533682823181152,3.6739635467529297,8.203081130981445
154,0.9221323728561401,5.066140651702881,3.3730316162109375,7.555779933929443,0.9039494395256042,5.476928234100342,3.6769237518310547,8.094061851501465
155,0.9221683144569397,5.01690149307251,3.3551130294799805,7.5540361404418945,0.9078333973884583,5.375363826751709,3.7267684936523438,7.928725719451904
156,0.9212957620620728,5.114240646362305,3.3143911361694336,7.5962629318237305,0.9034339785575867,5.552392959594727,3.886593818664551,8.115750312805176
157,0.9164963960647583,5.254728317260742,3.508635997772217,7.824445724487305,0.8982689380645752,5.627152442932129,3.896068572998047,8.329968452453613
158,0.9195518493652344,5.205991268157959,3.6320533752441406,7.679959297180176,0.9010525345802307,5.6441850662231445,4.112796783447266,8.215214729309082
159,0.922310471534729,5.006596088409424,3.344839096069336,7.547135353088379,0.9036913514137268,5.512332439422607,3.8697052001953125,8.104927062988281
160,0.9101508855819702,5.533356666564941,3.785940170288086,8.116293907165527,0.8914895057678223,5.903862953186035,4.128013610839844,8.603050231933594
161,0.9195597171783447,5.137362957000732,3.4239940643310547,7.679584980010986,0.8976784944534302,5.689450740814209,3.817983627319336,8.354107856750488
162,0.9247329235076904,4.940826892852783,3.224771499633789,7.428540229797363,0.9030834436416626,5.4450364112854,3.6150407791137695,8.13046646118164
163,0.9214797616004944,5.086856365203857,3.358367919921875,7.587378025054932,0.8938290476799011,5.781448841094971,4.0280327796936035,8.509800910949707
164,0.923588216304779,5.060555934906006,3.529585838317871,7.484816074371338,0.9046356678009033,5.517825126647949,3.9402828216552734,8.065096855163574
165,0.8912716507911682,6.07454776763916,4.065258979797363,8.92837142944336,0.897526741027832,5.709061145782471,3.965057373046875,8.360300064086914
166,0.9170557856559753,5.334085464477539,3.655273914337158,7.798192501068115,0.8957761526107788,5.668013095855713,3.8415756225585938,8.431407928466797
167,0.9224327802658081,4.948862075805664,3.332277297973633,7.54119348526001,0.9018752574920654,5.519419193267822,3.749481201171875,8.180988311767578
168,0.9233288764953613,4.97664737701416,3.183352470397949,7.497506618499756,0.9023976922035217,5.5127787590026855,3.686260223388672,8.15918254852295
169,0.9234446287155151,4.980775833129883,3.200094223022461,7.491844654083252,0.9030284285545349,5.524752140045166,3.75811767578125,8.13277530670166
170,0.9196385741233826,5.103975772857666,3.384322166442871,7.6758198738098145,0.9007636904716492,5.582077980041504,3.8029022216796875,8.227195739746094
171,0.9251556396484375,5.040384769439697,3.477935791015625,7.40764856338501,0.9063111543655396,5.393158912658691,3.7636051177978516,7.99393367767334
172,0.9268643856048584,4.898677825927734,3.275482177734375,7.322600841522217,0.9059145450592041,5.429454803466797,3.846405029296875,8.010833740234375
173,0.9203575253486633,5.2351975440979,3.706308364868164,7.6414055824279785,0.902948796749115,5.539214134216309,3.8219165802001953,8.136114120483398
174,0.9217995405197144,5.089176177978516,3.494731903076172,7.571910858154297,0.903946042060852,5.492888450622559,3.7065093517303467,8.094205856323242
175,0.924336314201355,4.957189559936523,3.249460220336914,7.448084831237793,0.901650071144104,5.616481304168701,4.042024612426758,8.190370559692383
176,0.9212989807128906,5.111095905303955,3.4438209533691406,7.596105575561523,0.9017766118049622,5.62458610534668,3.9882850646972656,8.185099601745605
177,0.9199930429458618,5.241212844848633,3.531543731689453,7.658871173858643,0.9011799097061157,5.642491817474365,4.047796249389648,8.209924697875977
178,0.9158474206924438,5.337042808532715,3.6939773559570312,7.854790210723877,0.9056001901626587,5.471945285797119,3.757598876953125,8.024206161499023
179,0.9159314036369324,5.296984672546387,3.5970535278320312,7.850869655609131,0.8868761658668518,6.016272068023682,4.214351654052734,8.784026145935059
180,0.9177142381668091,5.296361446380615,3.677281141281128,7.767179012298584,0.9015496969223022,5.61573600769043,3.8730297088623047,8.194550514221191
181,0.925334632396698,5.011697292327881,3.399700164794922,7.398786544799805,0.9100327491760254,5.279159069061279,3.6344451904296875,7.833552837371826
182,0.9214798808097839,5.043483734130859,3.2559814453125,7.587371826171875,0.9032264351844788,5.430171966552734,3.4745407104492188,8.124467849731445
183,0.9160361886024475,5.429553985595703,3.9380760192871094,7.845977306365967,0.8930752277374268,6.002850532531738,4.416242599487305,8.539958000183105
184,0.9143867492675781,5.3672308921813965,3.6273441314697266,7.922667503356934,0.887775182723999,5.969695568084717,4.094633102416992,8.749052047729492
185,0.9185259938240051,5.243976593017578,3.497206687927246,7.7287702560424805,0.8987267017364502,5.7579498291015625,4.258445739746094,8.311205863952637
186,0.9169988036155701,5.264754295349121,3.50362491607666,7.800870895385742,0.8952750563621521,5.897712707519531,4.404273986816406,8.451652526855469
187,0.9226241111755371,5.012341022491455,3.4222030639648438,7.531884670257568,0.9046024084091187,5.440488815307617,3.6527204513549805,8.066502571105957
188,0.9251717329025269,4.937178611755371,3.3383617401123047,7.406852722167969,0.9040319323539734,5.448948860168457,3.754897117614746,8.090585708618164
189,0.9189645648002625,5.086625099182129,3.317056655883789,7.707940578460693,0.9023361206054688,5.521432399749756,3.739126205444336,8.161755561828613
190,0.9222884178161621,5.072515487670898,3.4543676376342773,7.548205375671387,0.9058295488357544,5.4092183113098145,3.6992435455322266,8.01445198059082
191,0.9228003025054932,4.980773448944092,3.4479331970214844,7.523306369781494,0.9049139022827148,5.420866012573242,3.7149391174316406,8.053321838378906
192,0.9236515164375305,5.027623176574707,3.447871208190918,7.481714248657227,0.9041091203689575,5.51063346862793,3.643505096435547,8.08733081817627
193,0.9214559197425842,5.173710823059082,3.6577224731445312,7.588528633117676,0.8976227641105652,5.849615573883057,4.31997013092041,8.356380462646484
194,0.9222915768623352,4.9694061279296875,3.2772302627563477,7.548052787780762,0.9069932103157043,5.411360740661621,3.6005191802978516,7.964782238006592
195,0.9179006814956665,5.271049976348877,3.5137863159179688,7.758372783660889,0.8996865153312683,5.737257957458496,4.204930305480957,8.271727561950684
196,0.9135041236877441,5.508594036102295,3.8270626068115234,7.963400363922119,0.8881374001502991,6.16537618637085,4.630094528198242,8.734922409057617
197,0.9222828149795532,5.039931774139404,3.282313346862793,7.548480033874512,0.9043830633163452,5.4942851066589355,3.730602264404297,8.075769424438477
198,0.9190356731414795,5.194092750549316,3.5772275924682617,7.704556941986084,0.8997896909713745,5.616268634796143,3.8788833618164062,8.267471313476562
199,0.9234331250190735,4.9518842697143555,3.1923084259033203,7.492407321929932,0.9048090577125549,5.3721184730529785,3.509439468383789,8.057761192321777
200,0.9242443442344666,5.036630153656006,3.308274269104004,7.452610015869141,0.906987190246582,5.439357757568359,3.8864784240722656,7.965040683746338
201,0.9198506474494934,5.24297571182251,3.8441543579101562,7.665683269500732,0.9014121294021606,5.520688056945801,3.7990341186523438,8.200271606445312
