run_id,run_name,state,hidden_size,num_layers,params_M,val_pcc,val_loss,train_pcc,train_loss,epoch,runtime_h,pcc_gap
wko8ybvh,smoke-full-k49156-44386994,crashed,,,,,,,,,0.0,
y7nlg7gz,smoke-full-k49156-44386998,crashed,,,,0.8325222730636597,0.03156580030918121,0.8329536318778992,0.031635697931051254,6.0,1.9233333333333333,0.00043135881423950195
y6ij0cat,smoke-small-k49156-44387304,finished,,,,0.8765568733215332,0.023612799122929573,0.8779300451278687,0.0234389491379261,20.0,1.0455555555555556,0.0013731718063354492
1aqca7np,smoke-small-k49156-44393480,finished,,,,0.8865013718605042,0.02192213386297226,0.90103942155838,0.01916591078042984,60.0,2.513333333333333,0.014538049697875866
qcrxmo1n,smoke-small-k49156-44393479,finished,,,,0.886544406414032,0.021895818412303925,0.9020783305168152,0.018977127969264984,60.0,2.0947222222222224,0.015533924102783203
