epoch,train_loss,val_loss,val_mae,val_medae,val_r2,lr_pg3,lr_pg4,run
0,0.1424526870250702,0.13556577265262604,22.036190032958984,19.34375,0.010663509368896484,,,run1
1,0.12352386116981506,0.10521547496318817,17.618087768554688,16.75,0.3883954882621765,,,run1
2,0.08413916826248169,0.06416331231594086,11.524779319763184,8.934894561767578,0.6690817475318909,,,run1
3,0.06441166251897812,0.05196407437324524,9.632081985473633,6.71875,0.7409270405769348,,,run1
4,0.05768295004963875,0.04725862294435501,8.967976570129395,6.006000518798828,0.7701268196105957,,,run1
5,0.05434130132198334,0.0456467941403389,8.733932495117188,5.881000518798828,0.7879427671432495,,,run1
6,0.05276070535182953,0.043198730796575546,8.28594970703125,5.4375,0.7988776564598083,,,run1
7,0.051546860486269,0.043181080371141434,8.269922256469727,5.375,0.8050308227539062,,,run1
8,0.049844883382320404,0.041319720447063446,7.992544651031494,5.21875,0.8168069124221802,,,run1
9,0.04837149754166603,0.04292289912700653,8.2487211227417,5.53125,0.8103210926055908,,,run1
10,0.049148526042699814,0.04110381752252579,7.9310455322265625,5.53125,0.8202207088470459,,,run1
11,0.04691021889448166,0.040365103632211685,7.871397495269775,5.4237518310546875,0.8251603245735168,,,run1
12,0.04443911090493202,0.038862165063619614,7.628462791442871,5.15625,0.8311228156089783,,,run1
13,0.04331080615520477,0.0383567176759243,7.538947582244873,5.1796875,0.837455689907074,,,run1
14,0.041468728333711624,0.03622428700327873,7.222100257873535,4.852500915527344,0.847135066986084,,,run1
15,0.04137793183326721,0.038145098835229874,7.426146507263184,5.046875,0.8350325226783752,,,run1
16,0.03990933299064636,0.03497224673628807,6.977880954742432,4.589000701904297,0.8520467281341553,,,run1
17,0.04074709117412567,0.03502460941672325,6.925766944885254,4.609748840332031,0.8532052636146545,,,run1
18,0.039225440472364426,0.03348083049058914,6.739764213562012,4.487998962402344,0.8609732389450073,,,run1
19,0.0385519303381443,0.03369498997926712,6.769725322723389,4.5592498779296875,0.8586804270744324,,,run1
20,0.038618020713329315,0.03549987077713013,7.1142964363098145,4.8125,0.8505153059959412,,,run1
21,0.037505656480789185,0.03374756872653961,6.721972465515137,4.548427581787109,0.8609040379524231,,,run1
22,0.036922793835401535,0.03432155027985573,6.884634017944336,4.53125,0.8584620952606201,,,run1
23,0.03666400536894798,0.03305439278483391,6.672610282897949,4.5,0.8664558529853821,,,run1
24,0.0358198806643486,0.03183552622795105,6.424031734466553,4.2637481689453125,0.8707765936851501,,,run1
25,0.03525003418326378,0.035593729466199875,7.007198810577393,4.585426330566406,0.8493818044662476,,,run1
26,0.03473135083913803,0.032460618764162064,6.651587009429932,4.265625,0.8661397099494934,,,run1
27,0.035368412733078,0.03304686024785042,6.644426345825195,4.287250518798828,0.8646719455718994,,,run1
28,0.03437412157654762,0.03286167234182358,6.586133003234863,4.46875,0.8632723093032837,,,run1
29,0.03467045724391937,0.03635341674089432,7.308907508850098,4.84375,0.8482233285903931,,,run1
30,0.03417101129889488,0.0318424329161644,6.539226055145264,4.34375,0.8728430271148682,,,run1
31,0.0333365835249424,0.030936745926737785,6.338498592376709,4.253749847412109,0.87462317943573,,,run1
32,0.03256026282906532,0.031306102871894836,6.367108345031738,4.15625,0.8762534856796265,,,run1
33,0.03308078274130821,0.031485892832279205,6.413341045379639,4.0,0.8747515082359314,,,run1
34,0.032662276178598404,0.03147818148136139,6.388287544250488,4.199748992919922,0.8749484419822693,,,run1
35,0.03225294500589371,0.031154636293649673,6.442343711853027,4.265750885009766,0.8756498098373413,,,run1
36,0.03187165781855583,0.030725974589586258,6.289078712463379,4.125,0.8792370557785034,,,run1
37,0.03274070844054222,0.0318656750023365,6.489218235015869,4.28125,0.8747618198394775,,,run1
38,0.03177478909492493,0.03007897548377514,6.18093204498291,3.96875,0.8832101821899414,,,run1
39,0.03217504918575287,0.02961701899766922,6.16565465927124,4.03125,0.8858186602592468,,,run1
40,0.03157595917582512,0.03042891062796116,6.22335958480835,4.0625,0.8803194761276245,,,run1
41,0.03114367090165615,0.02948240004479885,6.074494361877441,3.9832763671875,0.8837406039237976,,,run1
42,0.03180776908993721,0.02925112470984459,6.030905246734619,4.03125,0.8857976794242859,,,run1
43,0.030413063243031502,0.03013486973941326,6.178191661834717,4.0078125,0.8810967803001404,,,run1
44,0.03048095293343067,0.029913850128650665,6.12494421005249,3.90625,0.8831489682197571,,,run1
45,0.030201958492398262,0.029202977195382118,6.04546594619751,3.984375,0.8867081999778748,,,run1
46,0.030175402760505676,0.029647134244441986,6.091414928436279,4.125,0.8854210376739502,,,run1
47,0.030229642987251282,0.029100706800818443,6.064393043518066,3.9107208251953125,0.884654700756073,,,run1
48,0.02976238541305065,0.029301386326551437,6.05083703994751,4.015625,0.8861095905303955,,,run1
49,0.029589813202619553,0.03152463212609291,6.380225658416748,4.09375,0.8740984201431274,,,run1
50,0.02998519130051136,0.029678640887141228,6.143046855926514,4.296875,0.886545717716217,,,run1
51,0.028874516487121582,0.029299059882760048,6.091928482055664,4.005001068115234,0.8862950205802917,,,run1
52,0.029574008658528328,0.028828199952840805,6.0393571853637695,3.8125,0.888957679271698,,,run1
53,0.029031869024038315,0.0285484679043293,5.925799369812012,3.8255233764648438,0.8904372453689575,,,run1
54,0.028965437784790993,0.03399214148521423,6.780040740966797,4.5,0.8630974292755127,,,run1
55,0.028611160814762115,0.029136624187231064,6.027092933654785,4.0625,0.8867613673210144,,,run1
56,0.028365233913064003,0.028745923191308975,6.002752304077148,3.875,0.890465259552002,,,run1
57,0.0285054761916399,0.028664635494351387,6.0257248878479,4.09375,0.8912608623504639,,,run1
58,0.027506111189723015,0.028428373858332634,5.891254901885986,3.78125,0.8908088803291321,,,run1
59,0.02807823196053505,0.02848071977496147,5.955117702484131,3.9375,0.8914127349853516,,,run1
60,0.02823820523917675,0.029509607702493668,6.0845770835876465,4.09375,0.8874624371528625,,,run1
61,0.027860527858138084,0.028366941958665848,5.911596298217773,4.0,0.8927946090698242,,,run1
62,0.027669910341501236,0.028111962601542473,5.891057014465332,4.0,0.8943040370941162,,,run1
63,0.027417881414294243,0.02796253375709057,5.868658065795898,4.09375,0.8954921960830688,,,run1
64,0.027166573330760002,0.028109710663557053,5.866749286651611,3.78125,0.8943019509315491,,,run1
65,0.027231061831116676,0.027665700763463974,5.7886247634887695,3.796875,0.8964672088623047,,,run1
66,0.027558494359254837,0.02794610895216465,5.838128566741943,3.9724998474121094,0.8951753973960876,,,run1
67,0.027357079088687897,0.027894871309399605,5.850154399871826,3.7970008850097656,0.8965018391609192,,,run1
68,0.0269644595682621,0.029658494517207146,6.100738048553467,4.03125,0.8868647217750549,,,run1
69,0.027392283082008362,0.028696978464722633,5.949151039123535,3.90625,0.8917902708053589,,,run1
70,0.026739493012428284,0.027877826243638992,5.8529887199401855,4.0390625,0.8961265087127686,,,run1
71,0.026754939928650856,0.0282434094697237,5.883769512176514,4.0,0.8954142332077026,,,run1
72,0.026774099096655846,0.027841737493872643,5.818500518798828,3.90625,0.896145224571228,,,run1
73,0.026144439354538918,0.028072873130440712,5.9038987159729,3.961456298828125,0.8953741788864136,,,run1
74,0.026948045939207077,0.02933846041560173,6.065811634063721,4.125,0.8893598318099976,,,run1
75,0.026517311111092567,0.02743828482925892,5.839698791503906,3.625,0.8977462649345398,,,run1
76,0.02582733705639839,0.02815919928252697,5.908077716827393,3.9375,0.8941441774368286,,,run1
77,0.02532721310853958,0.027969500049948692,5.8365325927734375,3.8125,0.895657479763031,,,run1
78,0.02560327760875225,0.027791842818260193,5.805324554443359,3.75,0.8947963714599609,,,run1
79,0.025834275409579277,0.0275562796741724,5.863205909729004,3.984375,0.897977888584137,,,run1
80,0.026036877185106277,0.02735164575278759,5.7689924240112305,3.8470001220703125,0.8989906311035156,,,run1
81,0.025795215740799904,0.027531789615750313,5.769606590270996,3.7729263305664062,0.897649884223938,,,run1
82,0.025592828169465065,0.02777799218893051,5.877232074737549,4.0,0.8967660665512085,,,run1
83,0.025161609053611755,0.02788621559739113,5.874821662902832,3.9375,0.8960965275764465,,,run1
84,0.024721000343561172,0.02823672816157341,5.897719383239746,3.84375,0.8927319049835205,,,run1
85,0.02504107728600502,0.027612363919615746,5.829541206359863,4.096466064453125,0.8973751068115234,,,run1
86,0.025243369862437248,0.026669858023524284,5.657482624053955,3.903644561767578,0.9016257524490356,,,run1
87,0.025277409702539444,0.027028100565075874,5.741784572601318,3.833984375,0.9001757502555847,,,run1
88,0.02507113106548786,0.027934273704886436,5.865410327911377,3.875,0.895108163356781,,,run1
89,0.024893399327993393,0.027467915788292885,5.7488555908203125,3.8470001220703125,0.8981021642684937,,,run1
90,0.02421944960951805,0.02733757719397545,5.769612789154053,3.8245010375976562,0.8993957042694092,,,run1
91,0.02450241893529892,0.026539238169789314,5.630677700042725,3.65625,0.9018099904060364,,,run1
92,0.024748364463448524,0.028445085510611534,5.920652866363525,4.0,0.8918792009353638,,,run1
93,0.024720748886466026,0.027574041858315468,5.7933831214904785,3.9375,0.8972111344337463,,,run1
94,0.024852899834513664,0.028246451169252396,5.905619144439697,4.130208969116211,0.8961105346679688,,,run1
95,0.02429358847439289,0.028472701087594032,6.008579254150391,4.0234375,0.8949007987976074,,,run1
96,0.023907514289021492,0.027466166764497757,5.813328266143799,3.9442367553710938,0.8994281888008118,,,run1
97,0.02407069131731987,0.02695191092789173,5.719052791595459,3.84375,0.9011403918266296,,,run1
98,0.02380981855094433,0.026789791882038116,5.660319805145264,3.875,0.9023674726486206,,,run1
99,0.023837735876441002,0.026774542406201363,5.715612888336182,3.828125,0.9027489423751831,,,run1
100,0.024104265496134758,0.02725186012685299,5.727232456207275,3.875,0.8992862701416016,,,run1
101,0.023600604385137558,0.02709454670548439,5.71890115737915,3.90625,0.8994996547698975,,,run1
102,0.024060769006609917,0.027309833094477654,5.764421463012695,3.9185028076171875,0.9005500078201294,,,run1
103,0.02381790801882744,0.027044689282774925,5.731773376464844,3.875,0.8997913599014282,,,run1
104,0.02339647151529789,0.027089301496744156,5.715649604797363,4.03125,0.9014119505882263,,,run1
105,0.023123038932681084,0.026633530855178833,5.61860466003418,3.71875,0.9031864404678345,,,run1
106,0.023787280544638634,0.026738781481981277,5.714198589324951,3.9237518310546875,0.9017037153244019,,,run1
107,0.02329406701028347,0.027460839599370956,5.7793450355529785,3.8125,0.8977041840553284,,,run1
108,0.022958215326070786,0.02640227973461151,5.645940780639648,3.706249237060547,0.9041757583618164,,,run1
109,0.02323068492114544,0.025997906923294067,5.583028793334961,3.6796875,0.9058318734169006,,,run1
110,0.02332598902285099,0.02672429569065571,5.6391282081604,3.6720008850097656,0.9014438986778259,,,run1
111,0.023305557668209076,0.027463113889098167,5.786349296569824,3.78125,0.8985153436660767,,,run1
112,0.023272771388292313,0.026041926816105843,5.588754177093506,3.846660614013672,0.9067080020904541,,,run1
113,0.022685451433062553,0.0275347251445055,5.792020797729492,3.798553466796875,0.8987179398536682,,,run1
114,0.023215921595692635,0.026604697108268738,5.629941463470459,3.671875,0.9022306203842163,,,run1
115,0.022730538621544838,0.026485642418265343,5.616354465484619,3.828125,0.9036935567855835,,,run1
116,0.023059850558638573,0.026839058846235275,5.704335689544678,3.796875,0.9007954597473145,,,run1
117,0.022602465003728867,0.026840034872293472,5.667509078979492,3.765625,0.9013589024543762,,,run1
118,0.022460998967289925,0.02636636793613434,5.636692047119141,3.9375,0.9046179056167603,,,run1
119,0.022660503163933754,0.026449119672179222,5.622084617614746,3.796875,0.904323935508728,,,run1
120,0.022583985701203346,0.026061445474624634,5.566893100738525,3.7109375,0.9055379033088684,,,run1
121,0.022173691540956497,0.026300447061657906,5.603002548217773,3.8125,0.904740571975708,,,run1
122,0.022355208173394203,0.026553845033049583,5.665775299072266,3.71875,0.9032666087150574,,,run1
123,0.022345619276165962,0.026335641741752625,5.569662570953369,3.7972488403320312,0.9037914276123047,,,run1
124,0.022154856473207474,0.02677689865231514,5.67373514175415,3.71875,0.9014668464660645,,,run1
125,0.02167998068034649,0.026684395968914032,5.676298141479492,3.78125,0.9033877849578857,,,run1
126,0.02200731821358204,0.027424843981862068,5.794598579406738,3.9375,0.9003483057022095,,,run1
127,0.022000480443239212,0.02614441327750683,5.568141937255859,3.5625,0.9048840999603271,,,run1
128,0.02188776805996895,0.02689415216445923,5.729839324951172,3.811748504638672,0.9036967158317566,,,run1
129,0.021899783983826637,0.02625899948179722,5.584799766540527,3.90625,0.9055720567703247,,,run1
130,0.021990656852722168,0.026166008785367012,5.585071086883545,3.8125,0.905924379825592,,,run1
131,0.021986987441778183,0.02576523832976818,5.486514568328857,3.734375,0.9069680571556091,,,run1
132,0.021732624620199203,0.02698448672890663,5.701246738433838,3.921875,0.9031067490577698,,,run1
133,0.021391091868281364,0.02682853490114212,5.682696342468262,3.9532508850097656,0.9033378958702087,,,run1
134,0.02171759493649006,0.026312343776226044,5.599318027496338,3.8125,0.904068112373352,,,run1
135,0.021536145359277725,0.026292724534869194,5.602952003479004,3.8133544921875,0.9044643640518188,,,run1
136,0.021600596606731415,0.025599297136068344,5.511335849761963,3.7900009155273438,0.9095250368118286,,,run1
137,0.02116166427731514,0.025455987080931664,5.4613471031188965,3.65625,0.9083676338195801,,,run1
138,0.021445682272315025,0.025959588587284088,5.5796380043029785,3.740234375,0.9065099954605103,,,run1
139,0.021210597828030586,0.02577635832130909,5.503633975982666,3.71875,0.9078090786933899,,,run1
140,0.021035505458712578,0.026089347898960114,5.559377670288086,3.6875,0.9061854481697083,,,run1
141,0.021037884056568146,0.025388173758983612,5.454160213470459,3.6370010375976562,0.9093970060348511,,,run1
142,0.021354075521230698,0.02706862986087799,5.709673881530762,3.8300018310546875,0.9024496078491211,,,run1
143,0.021095428615808487,0.025798384100198746,5.517139434814453,3.75,0.9078242182731628,,,run1
144,0.02124663256108761,0.025521500036120415,5.475558280944824,3.6370010375976562,0.9089648723602295,,,run1
145,0.021199416369199753,0.02637818455696106,5.624989986419678,3.765625,0.9017428755760193,,,run1
146,0.021269014105200768,0.02583956904709339,5.507240295410156,3.7787513732910156,0.907605767250061,,,run1
147,0.02105497382581234,0.026793217286467552,5.668361186981201,3.9375,0.9038255214691162,,,run1
148,0.02066648192703724,0.025687383487820625,5.487329483032227,3.6875,0.906455934047699,,,run1
149,0.02095188945531845,0.025832654908299446,5.5389204025268555,3.78125,0.9079065322875977,,,run1
150,0.020953858271241188,0.025831302627921104,5.504508018493652,3.756000518798828,0.9072906970977783,,,run1
151,0.020639613270759583,0.02610800787806511,5.602234363555908,3.75,0.9057422876358032,,,run1
152,0.020615454763174057,0.025613529607653618,5.473053455352783,3.736980438232422,0.9091750383377075,,,run1
153,0.020721539855003357,0.025893988087773323,5.5253376960754395,3.625,0.9064986705780029,,,run1
154,0.02058013156056404,0.02611483819782734,5.580023288726807,3.921875,0.9070827960968018,,,run1
155,0.02019457146525383,0.02669711969792843,5.646317481994629,3.7567367553710938,0.9040457010269165,,,run1
156,0.02043580263853073,0.025914249941706657,5.54432487487793,3.7675018310546875,0.9079278111457825,,,run1
157,0.02060786448419094,0.02693280577659607,5.6974382400512695,3.8125,0.9025673866271973,,,run1
158,0.02033526450395584,0.02660270780324936,5.629016876220703,3.71875,0.9045898914337158,,,run1
159,0.019762814044952393,0.02571159414947033,5.497412204742432,3.7375030517578125,0.9082840085029602,,,run1
160,0.020466908812522888,0.02594965323805809,5.575271129608154,3.8045005798339844,0.9080446362495422,,,run1
161,0.020155899226665497,0.02546808123588562,5.455090522766113,3.734375,0.9099005460739136,,,run1
162,0.02018887549638748,0.02569008804857731,5.510343551635742,3.888019561767578,0.908806562423706,,,run1
163,0.02012074552476406,0.02625085785984993,5.593672752380371,3.875,0.9072080850601196,,,run1
164,0.019858837127685547,0.025568129494786263,5.489614009857178,3.5712509155273438,0.9088460206985474,,,run1
165,0.020082462579011917,0.025706570595502853,5.493287086486816,3.7890625,0.9087375998497009,,,run1
166,0.019785532727837563,0.025951771065592766,5.534852981567383,3.84375,0.9078797101974487,,,run1
167,0.020090371370315552,0.025994403287768364,5.516450881958008,3.640625,0.9058248996734619,,,run1
168,0.019804898649454117,0.025752980262041092,5.5060272216796875,3.7270736694335938,0.9077876806259155,,,run1
169,0.019922157749533653,0.025942491367459297,5.516149997711182,3.625,0.9058122038841248,,,run1
170,0.01988605596125126,0.025968482717871666,5.5601701736450195,3.65625,0.907700777053833,,,run1
171,0.020097222179174423,0.025321103632450104,5.429477214813232,3.765625,0.9099543690681458,,,run1
172,0.019784605130553246,0.026421766728162766,5.624696731567383,3.671875,0.9020071029663086,,,run1
