lr-AdamW/pg3,_timestamp,trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,epoch,train/loss_step,val/mae_epoch,val/loss,val/mae,val/r2,train/loss_epoch,train/mae,test/r2,test/mae_epoch,test/mae
4.357380270957947e-05,1770721111.2606905,6029,1947,4.357380270957947e-05,0.0004357380270957947,0.0004357380270957947,2008.547094836,,,,,,,,,,,
,1770721111.4054275,6029,1948,,,,2008.689495769,70.0,0.048230599611997604,,,,,,,,,
4.3553091585636144e-05,1770721114.3075125,6039,1949,4.3553091585636144e-05,0.0004355309158563614,0.0004355309158563614,2011.591688086,,,,,,,,,,,
4.3553091585636144e-05,1770721114.4674556,6039,1950,4.3553091585636144e-05,0.0004355309158563614,0.0004355309158563614,2011.751502019,,,,,,,,,,,
,1770721114.6118803,6039,1951,,,,2011.895925188,70.0,0.0667838603258133,,,,,,,,,
4.353235214948654e-05,1770721117.5083845,6049,1952,4.353235214948654e-05,0.0004353235214948654,0.0004353235214948654,2014.792552218,,,,,,,,,,,
4.353235214948654e-05,1770721117.6713436,6049,1953,4.353235214948654e-05,0.0004353235214948654,0.0004353235214948654,2014.955484378,,,,,,,,,,,
,1770721117.8163276,6049,1954,,,,2015.100453469,70.0,0.043604783713817596,,,,,,,,,
4.351158291101456e-05,1770721120.714556,6059,1955,4.351158291101456e-05,0.0004351158291101456,0.0004351158291101456,2017.998742718,,,,,,,,,,,
4.351158291101456e-05,1770721120.8744452,6059,1956,4.351158291101456e-05,0.0004351158291101456,0.0004351158291101456,2018.158498432,,,,,,,,,,,
,1770721121.0188782,6059,1957,,,,2018.302868711,70.0,0.05117440223693848,,,,,,,,,
4.3490788340568544e-05,1770721123.9603555,6069,1958,4.3490788340568544e-05,0.0004349078834056854,0.0004349078834056854,2021.24453772,,,,,,,,,,,
4.3490788340568544e-05,1770721124.1203904,6069,1959,4.3490788340568544e-05,0.0004349078834056854,0.0004349078834056854,2021.404453085,,,,,,,,,,,
,1770721124.2653658,6069,1960,,,,2021.549429136,70.0,0.02988968975841999,,,,,,,,,
4.346996396780014e-05,1770721127.1991258,6079,1961,4.346996396780014e-05,0.0004346996396780014,0.0004346996396780014,2024.483286694,,,,,,,,,,,
4.346996396780014e-05,1770721127.3587465,6079,1962,4.346996396780014e-05,0.0004346996396780014,0.0004346996396780014,2024.642799462,,,,,,,,,,,
,1770721127.503904,6079,1963,,,,2024.787962464,70.0,0.044416919350624084,,,,,,,,,
4.3449111282825474e-05,1770721130.42765,6089,1964,4.3449111282825474e-05,0.0004344911128282547,0.0004344911128282547,2027.711844691,,,,,,,,,,,
4.3449111282825474e-05,1770721130.5873895,6089,1965,4.3449111282825474e-05,0.0004344911128282547,0.0004344911128282547,2027.871455967,,,,,,,,,,,
,1770721130.7322156,6089,1966,,,,2028.016294681,70.0,0.05699094384908676,,,,,,,,,
4.3428230285644535e-05,1770721133.6820657,6099,1967,4.3428230285644535e-05,0.0004342823028564453,0.0004342823028564453,2030.969123236,,,,,,,,,,,
4.3428230285644535e-05,1770721133.8419578,6099,1968,4.3428230285644535e-05,0.0004342823028564453,0.0004342823028564453,2031.129076017,,,,,,,,,,,
,1770721133.9865267,6099,1969,,,,2031.270529191,70.0,0.05092421546578407,,,,,,,,,
,1770721137.2481449,6105,1970,,,,2034.532444294,70.0,,5.269399642944336,0.08402016013860703,5.269399642944336,0.916688859462738,,,,,
,1770721137.2496397,6105,1971,,,,2034.53354345,70.0,,,,,,0.047252293676137924,4.315697193145752,,,
4.3407320976257325e-05,1770721138.2266655,6109,1972,4.3407320976257325e-05,0.00043407320976257324,0.00043407320976257324,2035.510835996,,,,,,,,,,,
4.3407320976257325e-05,1770721138.3858917,6109,1973,4.3407320976257325e-05,0.00043407320976257324,0.00043407320976257324,2035.669956432,,,,,,,,,,,
,1770721138.5304177,6109,1974,,,,2035.814427702,71.0,0.06353835761547089,,,,,,,,,
4.338638335466385e-05,1770721141.4283984,6119,1975,4.338638335466385e-05,0.0004338638335466385,0.0004338638335466385,2038.715149426,,,,,,,,,,,
4.338638335466385e-05,1770721141.5883296,6119,1976,4.338638335466385e-05,0.0004338638335466385,0.0004338638335466385,2038.875067815,,,,,,,,,,,
,1770721141.7326543,6119,1977,,,,2039.016689582,71.0,0.03538829833269119,,,,,,,,,
4.3365417420864105e-05,1770721144.6372075,6129,1978,4.3365417420864105e-05,0.00043365417420864106,0.00043365417420864106,2041.924117003,,,,,,,,,,,
4.3365417420864105e-05,1770721144.7970762,6129,1979,4.3365417420864105e-05,0.00043365417420864106,0.00043365417420864106,2042.084058986,,,,,,,,,,,
,1770721144.9413245,6129,1980,,,,2042.225388794,71.0,0.03285931050777435,,,,,,,,,
4.334442466497422e-05,1770721148.0971892,6139,1981,4.334442466497422e-05,0.00043344424664974214,0.00043344424664974214,2045.384139482,,,,,,,,,,,
4.334442466497422e-05,1770721148.2567604,6139,1982,4.334442466497422e-05,0.00043344424664974214,0.00043344424664974214,2045.543069471,,,,,,,,,,,
,1770721148.4011836,6139,1983,,,,2045.685165021,71.0,0.04910571873188019,,,,,,,,,
4.332340359687805e-05,1770721151.2994134,6149,1984,4.332340359687805e-05,0.00043323403596878053,0.00043323403596878053,2048.586119052,,,,,,,,,,,
4.332340359687805e-05,1770721151.4589298,6149,1985,4.332340359687805e-05,0.00043323403596878053,0.00043323403596878053,2048.746055997,,,,,,,,,,,
,1770721151.6032505,6149,1986,,,,2048.887315328,71.0,0.08776997774839401,,,,,,,,,
4.3302352726459504e-05,1770721154.503771,6159,1987,4.3302352726459504e-05,0.00043302352726459504,0.00043302352726459504,2051.787962121,,,,,,,,,,,
4.3302352726459504e-05,1770721154.662942,6159,1988,4.3302352726459504e-05,0.00043302352726459504,0.00043302352726459504,2051.94699855,,,,,,,,,,,
,1770721154.8076491,6159,1989,,,,2052.091761578,71.0,0.03777644410729408,,,,,,,,,
4.328127503395081e-05,1770721157.7063043,6169,1990,4.328127503395081e-05,0.00043281275033950806,0.00043281275033950806,2054.993152888,,,,,,,,,,,
4.328127503395081e-05,1770721157.8670967,6169,1991,4.328127503395081e-05,0.00043281275033950806,0.00043281275033950806,2055.15407718,,,,,,,,,,,
,1770721158.0116956,6169,1992,,,,2055.295693689,71.0,0.0527949221432209,,,,,,,,,
4.3260170519351964e-05,1770721160.9129777,6179,1993,4.3260170519351964e-05,0.0004326017051935196,0.0004326017051935196,2058.200228479,,,,,,,,,,,
4.3260170519351964e-05,1770721161.0757203,6179,1994,4.3260170519351964e-05,0.0004326017051935196,0.0004326017051935196,2058.362071635,,,,,,,,,,,
,1770721161.2199886,6179,1995,,,,2058.504062557,71.0,0.034200459718704224,,,,,,,,,
4.3239036202430726e-05,1770721164.425607,6189,1996,4.3239036202430726e-05,0.0004323903620243073,0.0004323903620243073,2061.712167855,,,,,,,,,,,
4.3239036202430726e-05,1770721164.586823,6189,1997,4.3239036202430726e-05,0.0004323903620243073,0.0004323903620243073,2061.870938372,,,,,,,,,,,
,1770721164.7314463,6189,1998,,,,2062.015553046,71.0,0.054077230393886566,,,,,,,,,
,1770721166.7154982,6191,1999,,,,2063.999719891,71.0,,5.814388275146484,0.1038796454668045,5.81438684463501,0.8969619274139404,,,,,
,1770721166.716949,6191,2000,,,,2064.000828932,71.0,,,,,,0.0484103225171566,4.368758201599121,,,
4.3217875063419346e-05,1770721168.978592,6199,2001,4.3217875063419346e-05,0.00043217875063419344,0.00043217875063419344,2066.262783548,,,,,,,,,,,
4.3217875063419346e-05,1770721169.138587,6199,2002,4.3217875063419346e-05,0.00043217875063419344,0.00043217875063419344,2066.422647662,,,,,,,,,,,
,1770721169.2826264,6199,2003,,,,2066.566621781,72.0,0.058655910193920135,,,,,,,,,
4.3196685612201694e-05,1770721172.1851463,6209,2004,4.3196685612201694e-05,0.0004319668561220169,0.0004319668561220169,2069.469337657,,,,,,,,,,,
4.3196685612201694e-05,1770721172.3451104,6209,2005,4.3196685612201694e-05,0.0004319668561220169,0.0004319668561220169,2069.632106496,,,,,,,,,,,
,1770721172.4896538,6209,2006,,,,2069.773659808,72.0,0.029547888785600662,,,,,,,,,
4.317546933889389e-05,1770721175.4098701,6219,2007,4.317546933889389e-05,0.0004317546933889389,0.0004317546933889389,2072.694071715,,,,,,,,,,,
4.317546933889389e-05,1770721175.569958,6219,2008,4.317546933889389e-05,0.0004317546933889389,0.0004317546933889389,2072.857099094,,,,,,,,,,,
,1770721175.7145875,6219,2009,,,,2072.998631354,72.0,0.05858982354402542,,,,,,,,,
4.3154223263263705e-05,1770721178.6080334,6229,2010,4.3154223263263705e-05,0.00043154223263263704,0.00043154223263263704,2075.892235766,,,,,,,,,,,
4.3154223263263705e-05,1770721178.7679892,6229,2011,4.3154223263263705e-05,0.00043154223263263704,0.00043154223263263704,2076.055109463,,,,,,,,,,,
,1770721178.9124331,6229,2012,,,,2076.19643423,72.0,0.054091814905405045,,,,,,,,,
4.313295036554337e-05,1770721181.8147595,6239,2013,4.313295036554337e-05,0.00043132950365543365,0.00043132950365543365,2079.098970161,,,,,,,,,,,
4.313295036554337e-05,1770721181.9746711,6239,2014,4.313295036554337e-05,0.00043132950365543365,0.00043132950365543365,2079.258737028,,,,,,,,,,,
,1770721182.118854,6239,2015,,,,2079.402858468,72.0,0.06942930817604065,,,,,,,,,
4.311165064573288e-05,1770721185.325883,6249,2016,4.311165064573288e-05,0.0004311165064573288,0.0004311165064573288,2082.610089266,,,,,,,,,,,
4.311165064573288e-05,1770721185.4889565,6249,2017,4.311165064573288e-05,0.0004311165064573288,0.0004311165064573288,2082.776132296,,,,,,,,,,,
,1770721185.6332006,6249,2018,,,,2082.917354369,72.0,0.029817704111337662,,,,,,,,,
4.3090322613716126e-05,1770721189.217556,6259,2019,4.3090322613716126e-05,0.00043090322613716125,0.00043090322613716125,2086.501723143,,,,,,,,,,,
4.3090322613716126e-05,1770721189.376904,6259,2020,4.3090322613716126e-05,0.00043090322613716125,0.00043090322613716125,2086.660961733,,,,,,,,,,,
,1770721189.5214205,6259,2021,,,,2086.80540617,72.0,0.05819910764694214,,,,,,,,,
4.306896775960923e-05,1770721192.4199848,6269,2022,4.306896775960923e-05,0.00043068967759609224,0.00043068967759609224,2089.704180199,,,,,,,,,,,
4.306896775960923e-05,1770721192.5795698,6269,2023,4.306896775960923e-05,0.00043068967759609224,0.00043068967759609224,2089.866149893,,,,,,,,,,,
,1770721192.7241163,6269,2024,,,,2090.008233894,72.0,0.038135915994644165,,,,,,,,,
,1770721196.712585,6277,2025,,,,2093.996768788,72.0,,5.408719062805176,0.08844711631536484,5.408719062805176,0.9122726917266846,,,,,
,1770721196.7140222,6277,2026,,,,2093.997973142,72.0,,,,,,0.04443707317113876,4.178156852722168,,,
4.3047583103179934e-05,1770721197.0543523,6279,2027,4.3047583103179934e-05,0.00043047583103179935,0.00043047583103179935,2094.338507297,,,,,,,,,,,
4.3047583103179934e-05,1770721197.2142396,6279,2028,4.3047583103179934e-05,0.00043047583103179935,0.00043047583103179935,2094.49829277,,,,,,,,,,,
,1770721197.359265,6279,2029,,,,2094.643308006,73.0,0.023755043745040894,,,,,,,,,
4.302617162466049e-05,1770721200.2583377,6289,2030,4.302617162466049e-05,0.0004302617162466049,0.0004302617162466049,2097.542506794,,,,,,,,,,,
4.302617162466049e-05,1770721200.4180129,6289,2031,4.302617162466049e-05,0.0004302617162466049,0.0004302617162466049,2097.702090885,,,,,,,,,,,
,1770721200.5627089,6289,2032,,,,2097.846702181,73.0,0.05303243547677994,,,,,,,,,
4.300473332405091e-05,1770721203.4669085,6299,2033,4.300473332405091e-05,0.00043004733324050905,0.00043004733324050905,2100.751113888,,,,,,,,,,,
4.300473332405091e-05,1770721203.6273518,6299,2034,4.300473332405091e-05,0.00043004733324050905,0.00043004733324050905,2100.914084559,,,,,,,,,,,
,1770721203.7719803,6299,2035,,,,2101.056054347,73.0,0.07375477999448776,,,,,,,,,
4.2983266711235046e-05,1770721206.6698308,6309,2036,4.2983266711235046e-05,0.0004298326671123505,0.0004298326671123505,2103.954056845,,,,,,,,,,,
4.2983266711235046e-05,1770721206.8290439,6309,2037,4.2983266711235046e-05,0.0004298326671123505,0.0004298326671123505,2104.116072487,,,,,,,,,,,
,1770721206.9732528,6309,2038,,,,2104.257250121,73.0,0.04135595262050629,,,,,,,,,
4.2961774766445163e-05,1770721209.8607156,6319,2039,4.2961774766445163e-05,0.0004296177476644516,0.0004296177476644516,2107.144910256,,,,,,,,,,,
4.2961774766445163e-05,1770721210.0201035,6319,2040,4.2961774766445163e-05,0.0004296177476644516,0.0004296177476644516,2107.304150107,,,,,,,,,,,
,1770721210.1647422,6319,2041,,,,2107.448718649,73.0,0.03787142410874367,,,,,,,,,
4.294025301933289e-05,1770721213.0521357,6329,2042,4.294025301933289e-05,0.00042940253019332886,0.00042940253019332886,2110.336335104,,,,,,,,,,,
4.294025301933289e-05,1770721213.2110124,6329,2043,4.294025301933289e-05,0.00042940253019332886,0.00042940253019332886,2110.495068382,,,,,,,,,,,
,1770721213.3555577,6329,2044,,,,2110.639529181,73.0,0.05048296973109245,,,,,,,,,
4.291870445013046e-05,1770721216.2440572,6339,2045,4.291870445013046e-05,0.00042918704450130464,0.00042918704450130464,2113.531122942,,,,,,,,,,,
4.291870445013046e-05,1770721216.4034598,6339,2046,4.291870445013046e-05,0.00042918704450130464,0.00042918704450130464,2113.687493961,,,,,,,,,,,
,1770721216.5477748,6339,2047,,,,2113.831738635,73.0,0.031402960419654846,,,,,,,,,
4.2897127568721773e-05,1770721219.4346337,6349,2048,4.2897127568721773e-05,0.00042897127568721773,0.00042897127568721773,2116.721095533,,,,,,,,,,,
4.2897127568721773e-05,1770721219.5936637,6349,2049,4.2897127568721773e-05,0.00042897127568721773,0.00042897127568721773,2116.880055471,,,,,,,,,,,
,1770721219.7375724,6349,2050,,,,2117.02161525,73.0,0.030976206064224243,,,,,,,,,
4.2875523865222935e-05,1770721222.6261175,6359,2051,4.2875523865222935e-05,0.00042875523865222934,0.00042875523865222934,2119.910291809,,,,,,,,,,,
4.2875523865222935e-05,1770721222.7854955,6359,2052,4.2875523865222935e-05,0.00042875523865222934,0.00042875523865222934,2120.072086798,,,,,,,,,,,
,1770721222.9294603,6359,2053,,,,2120.213485484,73.0,0.04436103254556656,,,,,,,,,
,1770721225.5497642,6363,2054,,,,2122.834001504,73.0,,5.3196282386779785,0.08486573398113251,5.319626808166504,0.91587233543396,,,,,
,1770721225.551463,6363,2055,,,,2122.835375203,73.0,,,,,,0.04913484677672386,4.342387676239014,,,
4.285389333963394e-05,1770721227.1625907,6369,2056,4.285389333963394e-05,0.00042853893339633945,0.00042853893339633945,2124.446764134,,,,,,,,,,,
4.285389333963394e-05,1770721227.3221107,6369,2057,4.285389333963394e-05,0.00042853893339633945,0.00042853893339633945,2124.606157715,,,,,,,,,,,
,1770721227.4663372,6369,2058,,,,2124.750314535,74.0,0.08192078024148941,,,,,,,,,
4.2832235991954805e-05,1770721230.352693,6379,2059,4.2832235991954805e-05,0.000428322359919548,0.000428322359919548,2127.636882848,,,,,,,,,,,
4.2832235991954805e-05,1770721230.5121007,6379,2060,4.2832235991954805e-05,0.000428322359919548,0.000428322359919548,2127.796142277,,,,,,,,,,,
,1770721230.6567376,6379,2061,,,,2127.940709976,74.0,0.04723434895277023,,,,,,,,,
4.28105503320694e-05,1770721233.5425906,6389,2062,4.28105503320694e-05,0.00042810550332069396,0.00042810550332069396,2130.826778932,,,,,,,,,,,
4.28105503320694e-05,1770721233.7020354,6389,2063,4.28105503320694e-05,0.00042810550332069396,0.00042810550332069396,2130.986086554,,,,,,,,,,,
,1770721233.846147,6389,2064,,,,2131.130121049,74.0,0.04064321145415306,,,,,,,,,
4.278883785009384e-05,1770721236.7333837,6399,2065,4.278883785009384e-05,0.0004278883785009384,0.0004278883785009384,2134.02008588,,,,,,,,,,,
4.278883785009384e-05,1770721236.892584,6399,2066,4.278883785009384e-05,0.0004278883785009384,0.0004278883785009384,2134.179053068,,,,,,,,,,,
,1770721237.0366428,6399,2067,,,,2134.320691104,74.0,0.06738302856683731,,,,,,,,,
4.276709854602814e-05,1770721239.9235764,6409,2068,4.276709854602814e-05,0.00042767098546028136,0.00042767098546028136,2137.207775471,,,,,,,,,,,
4.276709854602814e-05,1770721240.082444,6409,2069,4.276709854602814e-05,0.00042767098546028136,0.00042767098546028136,2137.36649093,,,,,,,,,,,
,1770721240.2262502,6409,2070,,,,2137.510220215,74.0,0.04062134772539139,,,,,,,,,
4.2745330929756164e-05,1770721243.1123822,6419,2071,4.2745330929756164e-05,0.00042745330929756163,0.00042745330929756163,2140.396572616,,,,,,,,,,,
4.2745330929756164e-05,1770721243.2721336,6419,2072,4.2745330929756164e-05,0.00042745330929756163,0.00042745330929756163,2140.557101235,,,,,,,,,,,
,1770721243.4163876,6419,2073,,,,2140.700363357,74.0,0.04600688815116882,,,,,,,,,
4.2723536491394045e-05,1770721246.3024852,6429,2074,4.2723536491394045e-05,0.0004272353649139404,0.0004272353649139404,2143.586641381,,,,,,,,,,,
4.2723536491394045e-05,1770721246.462096,6429,2075,4.2723536491394045e-05,0.0004272353649139404,0.0004272353649139404,2143.746142402,,,,,,,,,,,
,1770721246.6064396,6429,2076,,,,2143.890416268,74.0,0.03746015951037407,,,,,,,,,
4.270171523094178e-05,1770721249.4933097,6439,2077,4.270171523094178e-05,0.00042701715230941776,0.00042701715230941776,2146.780098245,,,,,,,,,,,
4.270171523094178e-05,1770721249.65208,6439,2078,4.270171523094178e-05,0.00042701715230941776,0.00042701715230941776,2146.93906412,,,,,,,,,,,
,1770721249.7961292,6439,2079,,,,2147.080179608,74.0,0.04788801819086075,,,,,,,,,
4.2679868638515476e-05,1770721252.682628,6449,2080,4.2679868638515476e-05,0.00042679868638515476,0.00042679868638515476,2149.966831056,,,,,,,,,,,
4.2679868638515476e-05,1770721252.8315518,6449,2081,4.2679868638515476e-05,0.00042679868638515476,0.00042679868638515476,2150.11555257,,,,,,,,,,,
,1770721252.8885636,6449,2082,,,,2150.172504294,74.0,0.05284950137138367,,,,,,,,,
,1770721254.32956,6449,2083,,,,2151.613763534,74.0,,5.484371662139893,0.09067679941654205,5.484371662139893,0.9100784063339233,,,,,
,1770721254.3312142,6449,2084,,,,2151.615129752,74.0,,,,,,0.0441761277616024,4.2022175788879395,,,
4.265799224376679e-05,1770721257.2167704,6459,2085,4.265799224376679e-05,0.00042657992243766787,0.00042657992243766787,2154.503108082,,,,,,,,,,,
4.265799224376679e-05,1770721257.375774,6459,2086,4.265799224376679e-05,0.00042657992243766787,0.00042657992243766787,2154.662056901,,,,,,,,,,,
,1770721257.519919,6459,2087,,,,2154.803959795,75.0,0.0460527241230011,,,,,,,,,
4.263609051704407e-05,1770721260.4068346,6469,2088,4.263609051704407e-05,0.0004263609051704407,0.0004263609051704407,2157.694104875,,,,,,,,,,,
4.263609051704407e-05,1770721260.5663223,6469,2089,4.263609051704407e-05,0.0004263609051704407,0.0004263609051704407,2157.85305839,,,,,,,,,,,
,1770721260.7105727,6469,2090,,,,2157.99462013,75.0,0.028758535161614418,,,,,,,,,
4.2614160478115086e-05,1770721263.5990915,6479,2091,4.2614160478115086e-05,0.00042614160478115083,0.00042614160478115083,2160.886070802,,,,,,,,,,,
4.2614160478115086e-05,1770721263.7582295,6479,2092,4.2614160478115086e-05,0.00042614160478115083,0.00042614160478115083,2161.045063346,,,,,,,,,,,
,1770721263.9020593,6479,2093,,,,2161.186133154,75.0,0.06411150842905045,,,,,,,,,
4.259220361709595e-05,1770721266.7899399,6489,2094,4.259220361709595e-05,0.0004259220361709595,0.0004259220361709595,2164.077080043,,,,,,,,,,,
4.259220361709595e-05,1770721266.9490473,6489,2095,4.259220361709595e-05,0.0004259220361709595,0.0004259220361709595,2164.2330471,,,,,,,,,,,
,1770721267.0931735,6489,2096,,,,2164.377224338,75.0,0.04526136815547943,,,,,,,,,
4.2570219933986666e-05,1770721269.980567,6499,2097,4.2570219933986666e-05,0.00042570219933986663,0.00042570219933986663,2167.264764702,,,,,,,,,,,
4.2570219933986666e-05,1770721270.1401157,6499,2098,4.2570219933986666e-05,0.00042570219933986663,0.00042570219933986663,2167.424164169,,,,,,,,,,,
,1770721270.2849076,6499,2099,,,,2167.568889002,75.0,0.0290860403329134,,,,,,,,,
4.2548210918903355e-05,1770721273.17201,6509,2100,4.2548210918903355e-05,0.0004254821091890335,0.0004254821091890335,2170.456203521,,,,,,,,,,,
4.2548210918903355e-05,1770721273.3311818,6509,2101,4.2548210918903355e-05,0.0004254821091890335,0.0004254821091890335,2170.615238599,,,,,,,,,,,
,1770721273.4757762,6509,2102,,,,2170.759751943,75.0,0.06713324785232544,,,,,,,,,
4.252617359161377e-05,1770721276.3626297,6519,2103,4.252617359161377e-05,0.00042526173591613773,0.00042526173591613773,2173.646797292,,,,,,,,,,,
4.252617359161377e-05,1770721276.5218356,6519,2104,4.252617359161377e-05,0.00042526173591613773,0.00042526173591613773,2173.80587903,,,,,,,,,,,
,1770721276.6665323,6519,2105,,,,2173.950508519,75.0,0.03884599357843399,,,,,,,,,
4.2504110932350164e-05,1770721279.5538125,6529,2106,4.2504110932350164e-05,0.0004250411093235016,0.0004250411093235016,2176.838013837,,,,,,,,,,,
4.2504110932350164e-05,1770721279.7128513,6529,2107,4.2504110932350164e-05,0.0004250411093235016,0.0004250411093235016,2176.996894412,,,,,,,,,,,
,1770721279.8573596,6529,2108,,,,2177.141330349,75.0,0.044333942234516144,,,,,,,,,
,1770721283.1135871,6535,2109,,,,2180.397761749,75.0,,5.404277324676514,0.08663836121559143,5.404276371002197,0.9140977263450623,,,,,
,1770721283.1150575,6535,2110,,,,2180.399159524,75.0,,,,,,0.04318813234567642,4.170944690704346,,,
4.2482019960880284e-05,1770721284.0886302,6539,2111,4.2482019960880284e-05,0.0004248201996088028,0.0004248201996088028,2181.372801775,,,,,,,,,,,
4.2482019960880284e-05,1770721284.2479532,6539,2112,4.2482019960880284e-05,0.0004248201996088028,0.0004248201996088028,2181.531992015,,,,,,,,,,,
,1770721284.3918493,6539,2113,,,,2181.675849851,76.0,0.053060293197631836,,,,,,,,,
4.2459902167320254e-05,1770721287.2800848,6549,2114,4.2459902167320254e-05,0.0004245990216732025,0.0004245990216732025,2184.564261975,,,,,,,,,,,
4.2459902167320254e-05,1770721287.4391687,6549,2115,4.2459902167320254e-05,0.0004245990216732025,0.0004245990216732025,2184.723214878,,,,,,,,,,,
,1770721287.5833864,6549,2116,,,,2184.867353887,76.0,0.04049557447433472,,,,,,,,,
4.2437757551670076e-05,1770721290.4711692,6559,2117,4.2437757551670076e-05,0.00042437757551670074,0.00042437757551670074,2187.758108815,,,,,,,,,,,
4.2437757551670076e-05,1770721290.6302373,6559,2118,4.2437757551670076e-05,0.00042437757551670074,0.00042437757551670074,2187.917072444,,,,,,,,,,,
,1770721290.7743745,6559,2119,,,,2188.058424175,76.0,0.051194898784160614,,,,,,,,,
4.241558760404587e-05,1770721293.6642587,6569,2120,4.241558760404587e-05,0.00042415587604045866,0.00042415587604045866,2190.951075195,,,,,,,,,,,
4.241558760404587e-05,1770721293.8238184,6569,2121,4.241558760404587e-05,0.00042415587604045866,0.00042415587604045866,2191.111058499,,,,,,,,,,,
,1770721293.968036,6569,2122,,,,2191.25215775,76.0,0.03368981182575226,,,,,,,,,
4.239339083433152e-05,1770721296.859798,6579,2123,4.239339083433152e-05,0.00042393390834331515,0.00042393390834331515,2194.146088313,,,,,,,,,,,
4.239339083433152e-05,1770721297.0188818,6579,2124,4.239339083433152e-05,0.00042393390834331515,0.00042393390834331515,2194.306055943,,,,,,,,,,,
,1770721297.1629083,6579,2125,,,,2194.446968652,76.0,0.05695170536637306,,,,,,,,,
4.237116724252701e-05,1770721300.0504909,6589,2126,4.237116724252701e-05,0.0004237116724252701,0.0004237116724252701,2197.33710741,,,,,,,,,,,
4.237116724252701e-05,1770721300.2092404,6589,2127,4.237116724252701e-05,0.0004237116724252701,0.0004237116724252701,2197.496057708,,,,,,,,,,,
,1770721300.3536093,6589,2128,,,,2197.637659244,76.0,0.032924458384513855,,,,,,,,,
4.2348915338516234e-05,1770721303.2426353,6599,2129,4.2348915338516234e-05,0.00042348915338516236,0.00042348915338516236,2200.529101731,,,,,,,,,,,
4.2348915338516234e-05,1770721303.401634,6599,2130,4.2348915338516234e-05,0.00042348915338516236,0.00042348915338516236,2200.688060742,,,,,,,,,,,
,1770721303.5457506,6599,2131,,,,2200.829803241,76.0,0.08094769716262817,,,,,,,,,
4.2326639592647556e-05,1770721306.4324749,6609,2132,4.2326639592647556e-05,0.0004232663959264755,0.0004232663959264755,2203.716618544,,,,,,,,,,,
4.2326639592647556e-05,1770721306.5915294,6609,2133,4.2326639592647556e-05,0.0004232663959264755,0.0004232663959264755,2203.875577785,,,,,,,,,,,
,1770721306.7355857,6609,2134,,,,2204.019563021,76.0,0.052042827010154724,,,,,,,,,
4.2304335534572606e-05,1770721309.6250017,6619,2135,4.2304335534572606e-05,0.000423043355345726,0.000423043355345726,2206.909214001,,,,,,,,,,,
4.2304335534572606e-05,1770721309.7843049,6619,2136,4.2304335534572606e-05,0.000423043355345726,0.000423043355345726,2207.068370259,,,,,,,,,,,
,1770721309.9289463,6619,2137,,,,2207.212919975,76.0,0.06196306645870209,,,,,,,,,
,1770721311.9108093,6621,2138,,,,2209.194975295,76.0,,5.55525016784668,0.09216754138469696,5.5552496910095215,0.9086114764213562,,,,,
,1770721311.912246,6621,2139,,,,2209.196428304,76.0,,,,,,0.0460963249206543,4.26107931137085,,,
4.22820046544075e-05,1770721314.1641808,6629,2140,4.22820046544075e-05,0.00042282004654407504,0.00042282004654407504,2211.448375763,,,,,,,,,,,
4.22820046544075e-05,1770721314.3239527,6629,2141,4.22820046544075e-05,0.00042282004654407504,0.00042282004654407504,2211.611104462,,,,,,,,,,,
,1770721314.468183,6629,2142,,,,2211.752160365,77.0,0.036233652383089066,,,,,,,,,
4.225964993238449e-05,1770721317.3561912,6639,2143,4.225964993238449e-05,0.00042259649932384493,0.00042259649932384493,2214.640372488,,,,,,,,,,,
4.225964993238449e-05,1770721317.5151975,6639,2144,4.225964993238449e-05,0.00042259649932384493,0.00042259649932384493,2214.799244717,,,,,,,,,,,
,1770721317.659748,6639,2145,,,,2214.943720151,77.0,0.053522445261478424,,,,,,,,,
4.223726689815522e-05,1770721320.5466444,6649,2146,4.223726689815522e-05,0.00042237266898155213,0.00042237266898155213,2217.830834095,,,,,,,,,,,
4.223726689815522e-05,1770721320.705945,6649,2147,4.223726689815522e-05,0.00042237266898155213,0.00042237266898155213,2217.989988469,,,,,,,,,,,
,1770721320.8499095,6649,2148,,,,2218.133881185,77.0,0.04394155740737915,,,,,,,,,
4.221485704183579e-05,1770721323.7413077,6659,2149,4.221485704183579e-05,0.00042214857041835785,0.00042214857041835785,2221.025468363,,,,,,,,,,,
4.221485704183579e-05,1770721323.900827,6659,2150,4.221485704183579e-05,0.00042214857041835785,0.00042214857041835785,2221.188117931,,,,,,,,,,,
,1770721324.0453784,6659,2151,,,,2221.329377541,77.0,0.041971996426582336,,,,,,,,,
4.219242185354233e-05,1770721326.9324703,6669,2152,4.219242185354233e-05,0.00042192421853542327,0.00042192421853542327,2224.216624888,,,,,,,,,,,
4.219242185354233e-05,1770721327.091671,6669,2153,4.219242185354233e-05,0.00042192421853542327,0.00042192421853542327,2224.378091203,,,,,,,,,,,
,1770721327.2355988,6669,2154,,,,2224.519633038,77.0,0.06786324083805084,,,,,,,,,
4.2169959843158726e-05,1770721330.1224391,6679,2155,4.2169959843158726e-05,0.0004216995984315872,0.0004216995984315872,2227.406622983,,,,,,,,,,,
