lr-AdamW/pg3,_timestamp,trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,epoch,train/loss_step,val/mae_epoch,val/loss,val/mae,val/r2,train/loss_epoch,train/mae,test/r2,test/mae_epoch,test/mae
,1770722130.3229647,9039,2921,,,,3027.60693887,105.0,0.047624263912439346,,,,,,,,,
3.6186932772398e-05,1770722133.2193244,9049,2922,3.6186932772398e-05,0.00036186932772397997,0.00036186932772397997,3030.50350192,,,,,,,,,,,
3.6186932772398e-05,1770722133.3791344,9049,2923,3.6186932772398e-05,0.00036186932772397997,0.00036186932772397997,3030.664105777,,,,,,,,,,,
,1770722133.523077,9049,2924,,,,3030.807075514,105.0,0.04669143259525299,,,,,,,,,
3.615927025675774e-05,1770722136.4212797,9059,2925,3.615927025675774e-05,0.00036159270256757735,0.00036159270256757735,3033.705418732,,,,,,,,,,,
3.615927025675774e-05,1770722136.581395,9059,2926,3.615927025675774e-05,0.00036159270256757735,0.00036159270256757735,3033.865442635,,,,,,,,,,,
,1770722136.7258687,9059,2927,,,,3034.009846642,105.0,0.02931039407849312,,,,,,,,,
3.613159283995629e-05,1770722139.6208985,9069,2928,3.613159283995629e-05,0.00036131592839956287,0.00036131592839956287,3036.905099511,,,,,,,,,,,
3.613159283995629e-05,1770722139.7808256,9069,2929,3.613159283995629e-05,0.00036131592839956287,0.00036131592839956287,3037.068110963,,,,,,,,,,,
,1770722139.9254286,9069,2930,,,,3037.20943371,105.0,0.028248675167560577,,,,,,,,,
3.610389605164528e-05,1770722142.8210325,9079,2931,3.610389605164528e-05,0.0003610389605164528,0.0003610389605164528,3040.105256384,,,,,,,,,,,
3.610389605164528e-05,1770722142.9810188,9079,2932,3.610389605164528e-05,0.0003610389605164528,0.0003610389605164528,3040.268105701,,,,,,,,,,,
,1770722143.1253119,9079,2933,,,,3040.409287636,105.0,0.03205393999814987,,,,,,,,,
3.607618510723114e-05,1770722146.022534,9089,2934,3.607618510723114e-05,0.0003607618510723114,0.0003607618510723114,3043.306630175,,,,,,,,,,,
3.607618510723114e-05,1770722146.1825933,9089,2935,3.607618510723114e-05,0.0003607618510723114,0.0003607618510723114,3043.466629119,,,,,,,,,,,
,1770722146.3272607,9089,2936,,,,3043.61123488,105.0,0.040331751108169556,,,,,,,,,
3.6048454046249395e-05,1770722149.2310674,9099,2937,3.6048454046249395e-05,0.0003604845404624939,0.0003604845404624939,3046.518079836,,,,,,,,,,,
3.6048454046249395e-05,1770722149.3905504,9099,2938,3.6048454046249395e-05,0.0003604845404624939,0.0003604845404624939,3046.67706261,,,,,,,,,,,
,1770722149.5350304,9099,2939,,,,3046.819075956,105.0,0.015110379084944725,,,,,,,,,
3.6020709574222565e-05,1770722152.4296749,9109,2940,3.6020709574222565e-05,0.00036020709574222565,0.00036020709574222565,3049.713859123,,,,,,,,,,,
3.6020709574222565e-05,1770722152.5890791,9109,2941,3.6020709574222565e-05,0.00036020709574222565,0.00036020709574222565,3049.876080694,,,,,,,,,,,
,1770722152.733206,9109,2942,,,,3050.017222938,105.0,0.027605224400758743,,,,,,,,,
,1770722155.9967642,9115,2943,,,,3053.280927161,105.0,,5.559785842895508,0.09671320766210556,5.559785842895508,0.9040801525115967,,,,,
,1770722155.9984004,9115,2944,,,,3053.282304516,105.0,,,,,,0.03213101997971535,3.614898443222046,,,
3.5992947220802307e-05,1770722156.9754024,9119,2945,3.5992947220802307e-05,0.00035992947220802305,0.00035992947220802305,3054.25956922,,,,,,,,,,,
3.5992947220802307e-05,1770722157.1357563,9119,2946,3.5992947220802307e-05,0.00035992947220802305,0.00035992947220802305,3054.419837769,,,,,,,,,,,
,1770722157.2799911,9119,2947,,,,3054.563977147,106.0,0.02386404760181904,,,,,,,,,
3.596516624093056e-05,1770722160.1742072,9129,2948,3.596516624093056e-05,0.0003596516624093056,0.0003596516624093056,3057.458417678,,,,,,,,,,,
3.596516624093056e-05,1770722160.3342295,9129,2949,3.596516624093056e-05,0.0003596516624093056,0.0003596516624093056,3057.618288719,,,,,,,,,,,
,1770722160.4782584,9129,2950,,,,3057.762235476,106.0,0.051497966051101685,,,,,,,,,
3.5937370359897615e-05,1770722163.3752575,9139,2951,3.5937370359897615e-05,0.00035937370359897614,0.00035937370359897614,3060.659441028,,,,,,,,,,,
3.5937370359897615e-05,1770722163.53547,9139,2952,3.5937370359897615e-05,0.00035937370359897614,0.00035937370359897614,3060.822107168,,,,,,,,,,,
,1770722163.6796896,9139,2953,,,,3060.963690776,106.0,0.03105027973651886,,,,,,,,,
3.590955585241318e-05,1770722166.5881965,9149,2954,3.590955585241318e-05,0.00035909555852413176,0.00035909555852413176,3063.876082275,,,,,,,,,,,
3.590955585241318e-05,1770722166.7507992,9149,2955,3.590955585241318e-05,0.00035909555852413176,0.00035909555852413176,3064.03710494,,,,,,,,,,,
,1770722166.895211,9149,2956,,,,3064.179235202,106.0,0.03726325184106827,,,,,,,,,
3.588172718882561e-05,1770722169.7989376,9159,2957,3.588172718882561e-05,0.0003588172718882561,0.0003588172718882561,3067.083133215,,,,,,,,,,,
3.588172718882561e-05,1770722169.9585812,9159,2958,3.588172718882561e-05,0.0003588172718882561,0.0003588172718882561,3067.245098469,,,,,,,,,,,
,1770722170.1032176,9159,2959,,,,3067.387181629,106.0,0.04532778635621071,,,,,,,,,
3.585388138890267e-05,1770722173.004354,9169,2960,3.585388138890267e-05,0.00035853881388902664,0.00035853881388902664,3070.291115062,,,,,,,,,,,
3.585388138890267e-05,1770722173.1645286,9169,2961,3.585388138890267e-05,0.00035853881388902664,0.00035853881388902664,3070.451067715,,,,,,,,,,,
,1770722173.3095088,9169,2962,,,,3070.593542374,106.0,0.05840323865413666,,,,,,,,,
3.582601696252823e-05,1770722176.2146013,9179,2963,3.582601696252823e-05,0.0003582601696252823,0.0003582601696252823,3073.501214805,,,,,,,,,,,
3.582601696252823e-05,1770722176.3773882,9179,2964,3.582601696252823e-05,0.0003582601696252823,0.0003582601696252823,3073.661425396,,,,,,,,,,,
,1770722176.52198,9179,2965,,,,3073.806069803,106.0,0.02102968841791153,,,,,,,,,
3.57981376349926e-05,1770722179.4258363,9189,2966,3.57981376349926e-05,0.000357981376349926,0.000357981376349926,3076.713258581,,,,,,,,,,,
3.57981376349926e-05,1770722179.588973,9189,2967,3.57981376349926e-05,0.000357981376349926,0.000357981376349926,3076.872959695,,,,,,,,,,,
,1770722179.7335832,9189,2968,,,,3077.017597702,106.0,0.04651094228029251,,,,,,,,,
3.577023968100548e-05,1770722182.6386836,9199,2969,3.577023968100548e-05,0.0003577023968100548,0.0003577023968100548,3079.92286996,,,,,,,,,,,
3.577023968100548e-05,1770722182.7985523,9199,2970,3.577023968100548e-05,0.0003577023968100548,0.0003577023968100548,3080.0826023,,,,,,,,,,,
,1770722182.94314,9199,2971,,,,3080.22720237,106.0,0.035866156220436096,,,,,,,,,
,1770722184.9284868,9201,2972,,,,3082.21270223,106.0,,5.177404403686523,0.08045849204063416,5.177404403686523,0.9202476143836975,,,,,
,1770722184.9299624,9201,2973,,,,3082.213845682,106.0,,,,,,0.03287268802523613,3.627289295196533,,,
3.574232831597328e-05,1770722187.1936803,9209,2974,3.574232831597328e-05,0.0003574232831597328,0.0003574232831597328,3084.481102549,,,,,,,,,,,
3.574232831597328e-05,1770722187.3559582,9209,2975,3.574232831597328e-05,0.0003574232831597328,0.0003574232831597328,3084.643054062,,,,,,,,,,,
,1770722187.50056,9209,2976,,,,3084.784544278,107.0,0.023564796894788742,,,,,,,,,
3.571439757943153e-05,1770722190.3940947,9219,2977,3.571439757943153e-05,0.00035714397579431534,0.00035714397579431534,3087.68207051,,,,,,,,,,,
3.571439757943153e-05,1770722190.5567455,9219,2978,3.571439757943153e-05,0.00035714397579431534,0.00035714397579431534,3087.843054195,,,,,,,,,,,
,1770722190.7008488,9219,2979,,,,3087.984854027,107.0,0.03612661361694336,,,,,,,,,
3.568645268678665e-05,1770722193.601991,9229,2980,3.568645268678665e-05,0.00035686452686786653,0.00035686452686786653,3090.889206255,,,,,,,,,,,
3.568645268678665e-05,1770722193.7646308,9229,2981,3.568645268678665e-05,0.00035686452686786653,0.00035686452686786653,3091.048629239,,,,,,,,,,,
,1770722193.9087815,9229,2982,,,,3091.192878811,107.0,0.04516521096229553,,,,,,,,,
3.5658492147922516e-05,1770722196.8070083,9239,2983,3.5658492147922516e-05,0.0003565849214792252,0.0003565849214792252,3094.094166941,,,,,,,,,,,
3.5658492147922516e-05,1770722196.9696264,9239,2984,3.5658492147922516e-05,0.0003565849214792252,0.0003565849214792252,3094.256065173,,,,,,,,,,,
,1770722197.114144,9239,2985,,,,3094.398222813,107.0,0.03666553646326065,,,,,,,,,
3.563051223754883e-05,1770722200.014672,9249,2986,3.563051223754883e-05,0.0003563051223754883,0.0003563051223754883,3097.301144099,,,,,,,,,,,
3.563051223754883e-05,1770722200.1745224,9249,2987,3.563051223754883e-05,0.0003563051223754883,0.0003563051223754883,3097.461079925,,,,,,,,,,,
,1770722200.319058,9249,2988,,,,3097.60306136,107.0,0.02527102269232273,,,,,,,,,
3.5602518916130066e-05,1770722203.2145662,9259,2989,3.5602518916130066e-05,0.00035602518916130066,0.00035602518916130066,3100.498778092,,,,,,,,,,,
3.5602518916130066e-05,1770722203.377477,9259,2990,3.5602518916130066e-05,0.00035602518916130066,0.00035602518916130066,3100.661598421,,,,,,,,,,,
,1770722203.5221684,9259,2991,,,,3100.806268486,107.0,0.0339774563908577,,,,,,,,,
3.557450622320175e-05,1770722206.4485567,9269,2992,3.557450622320175e-05,0.00035574506223201753,0.00035574506223201753,3103.735234309,,,,,,,,,,,
3.557450622320175e-05,1770722206.611129,9269,2993,3.557450622320175e-05,0.00035574506223201753,0.00035574506223201753,3103.895143484,,,,,,,,,,,
,1770722206.7558005,9269,2994,,,,3104.039852327,107.0,0.01493755728006363,,,,,,,,,
3.554648086428643e-05,1770722209.6533694,9279,2995,3.554648086428643e-05,0.00035546480864286426,0.00035546480864286426,3106.940184662,,,,,,,,,,,
3.554648086428643e-05,1770722209.8185067,9279,2996,3.554648086428643e-05,0.00035546480864286426,0.00035546480864286426,3107.102529235,,,,,,,,,,,
,1770722209.9631722,9279,2997,,,,3107.247263235,107.0,0.030847033485770226,,,,,,,,,
,1770722213.8701365,9287,2998,,,,3111.154371323,107.0,,5.241390228271484,0.08807126432657242,5.24138879776001,0.912683367729187,,,,,
,1770722213.8716145,9287,2999,,,,3111.155527474,107.0,,,,,,0.033208247274160385,3.677269458770752,,,
3.5518436133861543e-05,1770722214.2090895,9289,3000,3.5518436133861543e-05,0.0003551843613386154,0.0003551843613386154,3111.49319775,,,,,,,,,,,
3.5518436133861543e-05,1770722214.3690224,9289,3001,3.5518436133861543e-05,0.0003551843613386154,0.0003551843613386154,3111.656099231,,,,,,,,,,,
,1770722214.5135708,9289,3002,,,,3111.797549516,108.0,0.03901129961013794,,,,,,,,,
3.5490377992391586e-05,1770722217.4161577,9299,3003,3.5490377992391586e-05,0.00035490377992391587,0.00035490377992391587,3114.703181994,,,,,,,,,,,
3.5490377992391586e-05,1770722217.5787988,9299,3004,3.5490377992391586e-05,0.00035490377992391587,0.00035490377992391587,3114.862823826,,,,,,,,,,,
,1770722217.7234526,9299,3005,,,,3115.007509383,108.0,0.02507595904171467,,,,,,,,,
3.5462304204702376e-05,1770722220.624771,9309,3006,3.5462304204702376e-05,0.0003546230420470238,0.0003546230420470238,3117.911082436,,,,,,,,,,,
3.5462304204702376e-05,1770722220.7846162,9309,3007,3.5462304204702376e-05,0.0003546230420470238,0.0003546230420470238,3118.071059112,,,,,,,,,,,
,1770722220.9292881,9309,3008,,,,3118.213350572,108.0,0.021166283637285233,,,,,,,,,
3.543421104550362e-05,1770722223.950467,9319,3009,3.543421104550362e-05,0.0003543421104550362,0.0003543421104550362,3121.23709606,,,,,,,,,,,
3.543421104550362e-05,1770722224.1099157,9319,3010,3.543421104550362e-05,0.0003543421104550362,0.0003543421104550362,3121.397056851,,,,,,,,,,,
,1770722224.2542756,9319,3011,,,,3121.538328195,108.0,0.019061362370848656,,,,,,,,,
3.5406105220317844e-05,1770722227.149887,9329,3012,3.5406105220317844e-05,0.00035406105220317844,0.00035406105220317844,3124.434074443,,,,,,,,,,,
3.5406105220317844e-05,1770722227.3097668,9329,3013,3.5406105220317844e-05,0.00035406105220317844,0.00035406105220317844,3124.593798839,,,,,,,,,,,
,1770722227.4537506,9329,3014,,,,3124.737726824,108.0,0.029695816338062286,,,,,,,,,
3.5377980768680574e-05,1770722230.3551397,9339,3015,3.5377980768680574e-05,0.00035377980768680576,0.00035377980768680576,3127.642105519,,,,,,,,,,,
3.5377980768680574e-05,1770722230.5146213,9339,3016,3.5377980768680574e-05,0.00035377980768680576,0.00035377980768680576,3127.801060946,,,,,,,,,,,
,1770722230.6589887,9339,3017,,,,3127.943046685,108.0,0.03777192905545235,,,,,,,,,
3.534984290599823e-05,1770722233.5502105,9349,3018,3.534984290599823e-05,0.0003534984290599823,0.0003534984290599823,3130.834408462,,,,,,,,,,,
3.534984290599823e-05,1770722233.7097442,9349,3019,3.534984290599823e-05,0.0003534984290599823,0.0003534984290599823,3130.993791904,,,,,,,,,,,
,1770722233.8540354,9349,3020,,,,3131.138006741,108.0,0.06152908504009247,,,,,,,,,
3.5321688652038575e-05,1770722236.7463005,9359,3021,3.5321688652038575e-05,0.00035321688652038575,0.00035321688652038575,3134.032179207,,,,,,,,,,,
3.5321688652038575e-05,1770722236.9053886,9359,3022,3.5321688652038575e-05,0.00035321688652038575,0.00035321688652038575,3134.192082651,,,,,,,,,,,
,1770722237.0497496,9359,3023,,,,3134.333736831,108.0,0.03984075412154198,,,,,,,,,
3.529351651668549e-05,1770722239.9418123,9369,3024,3.529351651668549e-05,0.0003529351651668549,0.0003529351651668549,3137.22600792,,,,,,,,,,,
3.529351651668549e-05,1770722240.1018221,9369,3025,3.529351651668549e-05,0.0003529351651668549,0.0003529351651668549,3137.385854769,,,,,,,,,,,
,1770722240.246561,9369,3026,,,,3137.530529568,108.0,0.02199871465563774,,,,,,,,,
,1770722242.8672178,9373,3027,,,,3140.151453738,108.0,,5.673171043395996,0.09455152601003647,5.673171043395996,0.906222939491272,,,,,
,1770722242.8687115,9373,3028,,,,3140.15265037,108.0,,,,,,0.03279361501336098,3.6067006587982178,,,
3.5265331715345386e-05,1770722244.4829812,9379,3029,3.5265331715345386e-05,0.0003526533171534538,0.0003526533171534538,3141.76718769,,,,,,,,,,,
3.5265331715345386e-05,1770722244.642793,9379,3030,3.5265331715345386e-05,0.0003526533171534538,0.0003526533171534538,3141.926835929,,,,,,,,,,,
,1770722244.7868292,9379,3031,,,,3142.070799377,109.0,0.030064133927226067,,,,,,,,,
3.5237128287553786e-05,1770722247.6776714,9389,3032,3.5237128287553786e-05,0.00035237128287553786,0.00035237128287553786,3144.964072946,,,,,,,,,,,
3.5237128287553786e-05,1770722247.8367577,9389,3033,3.5237128287553786e-05,0.00035237128287553786,0.00035237128287553786,3145.123057136,,,,,,,,,,,
,1770722247.9807677,9389,3034,,,,3145.26482777,109.0,0.02566143497824669,,,,,,,,,
3.520891144871712e-05,1770722250.8733163,9399,3035,3.520891144871712e-05,0.0003520891144871712,0.0003520891144871712,3148.157516996,,,,,,,,,,,
3.520891144871712e-05,1770722251.0334094,9399,3036,3.520891144871712e-05,0.0003520891144871712,0.0003520891144871712,3148.317464556,,,,,,,,,,,
,1770722251.1775265,9399,3037,,,,3148.461502415,109.0,0.027367068454623222,,,,,,,,,
3.5180676728487015e-05,1770722254.0712042,9409,3038,3.5180676728487015e-05,0.00035180676728487016,0.00035180676728487016,3151.355379596,,,,,,,,,,,
3.5180676728487015e-05,1770722254.2311049,9409,3039,3.5180676728487015e-05,0.00035180676728487016,0.00035180676728487016,3151.518100473,,,,,,,,,,,
,1770722254.3751564,9409,3040,,,,3151.659135609,109.0,0.033827126026153564,,,,,,,,,
3.515242859721184e-05,1770722257.268026,9419,3041,3.515242859721184e-05,0.00035152428597211836,0.00035152428597211836,3154.55221816,,,,,,,,,,,
3.515242859721184e-05,1770722257.428111,9419,3042,3.515242859721184e-05,0.00035152428597211836,0.00035152428597211836,3154.71510087,,,,,,,,,,,
,1770722257.5721686,9419,3043,,,,3154.856148285,109.0,0.04754634201526642,,,,,,,,,
3.512416556477547e-05,1770722260.4649916,9429,3044,3.512416556477547e-05,0.0003512416556477547,0.0003512416556477547,3157.749176019,,,,,,,,,,,
3.512416556477547e-05,1770722260.6250465,9429,3045,3.512416556477547e-05,0.0003512416556477547,0.0003512416556477547,3157.912098569,,,,,,,,,,,
,1770722260.7694678,9429,3046,,,,3158.053467598,109.0,0.029517341405153275,,,,,,,,,
3.5095883905887606e-05,1770722263.662886,9439,3047,3.5095883905887606e-05,0.00035095883905887605,0.00035095883905887605,3160.947119358,,,,,,,,,,,
3.5095883905887606e-05,1770722263.8228724,9439,3048,3.5095883905887606e-05,0.00035095883905887605,0.00035095883905887605,3161.110095288,,,,,,,,,,,
,1770722263.9668138,9439,3049,,,,3161.250829361,109.0,0.022387465462088585,,,,,,,,,
3.506758958101273e-05,1770722266.8596437,9449,3050,3.506758958101273e-05,0.00035067589581012725,0.00035067589581012725,3164.146080236,,,,,,,,,,,
3.506758958101273e-05,1770722267.0189228,9449,3051,3.506758958101273e-05,0.00035067589581012725,0.00035067589581012725,3164.306058862,,,,,,,,,,,
,1770722267.1633236,9449,3052,,,,3164.447371946,109.0,0.05189792066812515,,,,,,,,,
3.503927737474442e-05,1770722270.0554335,9459,3053,3.503927737474442e-05,0.00035039277374744414,0.00035039277374744414,3167.339674577,,,,,,,,,,,
3.503927737474442e-05,1770722270.2041633,9459,3054,3.503927737474442e-05,0.00035039277374744414,0.00035039277374744414,3167.488168997,,,,,,,,,,,
,1770722270.2610042,9459,3055,,,,3167.544940588,109.0,0.02264377474784851,,,,,,,,,
,1770722271.7025788,9459,3056,,,,3168.986669021,109.0,,5.55296516418457,0.096638984978199,5.5529656410217285,0.9041669964790344,,,,,
,1770722271.7039373,9459,3057,,,,3168.987881056,109.0,,,,,,0.030656026676297188,3.521981954574585,,,
3.501095250248909e-05,1770722274.651541,9469,3058,3.501095250248909e-05,0.0003501095250248909,0.0003501095250248909,3171.93583822,,,,,,,,,,,
3.501095250248909e-05,1770722274.810857,9469,3059,3.501095250248909e-05,0.0003501095250248909,0.0003501095250248909,3172.094895027,,,,,,,,,,,
,1770722274.9551795,9469,3060,,,,3172.239156101,110.0,0.013679979369044304,,,,,,,,,
3.4982611984014515e-05,1770722277.8470764,9479,3061,3.4982611984014515e-05,0.0003498261198401451,0.0003498261198401451,3175.134136225,,,,,,,,,,,
3.4982611984014515e-05,1770722278.0066378,9479,3062,3.4982611984014515e-05,0.0003498261198401451,0.0003498261198401451,3175.290665625,,,,,,,,,,,
,1770722278.1511512,9479,3063,,,,3175.435129194,110.0,0.03943239524960518,,,,,,,,,
3.4954253584146504e-05,1770722281.041989,9489,3064,3.4954253584146504e-05,0.000349542535841465,0.000349542535841465,3178.326255751,,,,,,,,,,,
3.4954253584146504e-05,1770722281.2015064,9489,3065,3.4954253584146504e-05,0.000349542535841465,0.000349542535841465,3178.48555346,,,,,,,,,,,
,1770722281.3458774,9489,3066,,,,3178.629852852,110.0,0.022148456424474716,,,,,,,,,
3.492588251829147e-05,1770722284.239094,9499,3067,3.492588251829147e-05,0.00034925882518291475,0.00034925882518291475,3181.523286509,,,,,,,,,,,
3.492588251829147e-05,1770722284.3990464,9499,3068,3.492588251829147e-05,0.00034925882518291475,0.00034925882518291475,3181.686103709,,,,,,,,,,,
,1770722284.5429106,9499,3069,,,,3181.826874125,110.0,0.04307679459452629,,,,,,,,,
3.4897494316101074e-05,1770722287.482161,9509,3070,3.4897494316101074e-05,0.00034897494316101077,0.00034897494316101077,3184.766346635,,,,,,,,,,,
3.4897494316101074e-05,1770722287.6421769,9509,3071,3.4897494316101074e-05,0.00034897494316101077,0.00034897494316101077,3184.926226411,,,,,,,,,,,
,1770722287.7866595,9509,3072,,,,3185.070633194,110.0,0.047845445573329926,,,,,,,,,
3.48690927028656e-05,1770722290.6817136,9519,3073,3.48690927028656e-05,0.000348690927028656,0.000348690927028656,3187.965891482,,,,,,,,,,,
3.48690927028656e-05,1770722290.841863,9519,3074,3.48690927028656e-05,0.000348690927028656,0.000348690927028656,3188.125924888,,,,,,,,,,,
,1770722290.9860585,9519,3075,,,,3188.270064188,110.0,0.05782075226306915,,,,,,,,,
3.4840673953294755e-05,1770722293.8819838,9529,3076,3.4840673953294755e-05,0.0003484067395329476,0.0003484067395329476,3191.166186393,,,,,,,,,,,
3.4840673953294755e-05,1770722294.0421102,9529,3077,3.4840673953294755e-05,0.0003484067395329476,0.0003484067395329476,3191.329104685,,,,,,,,,,,
,1770722294.1863983,9529,3078,,,,3191.470377127,110.0,0.024245861917734146,,,,,,,,,
3.4812242537736895e-05,1770722297.0805185,9539,3079,3.4812242537736895e-05,0.00034812242537736893,0.00034812242537736893,3194.364686368,,,,,,,,,,,
3.4812242537736895e-05,1770722297.240617,9539,3080,3.4812242537736895e-05,0.00034812242537736893,0.00034812242537736893,3194.524672353,,,,,,,,,,,
,1770722297.3844793,9539,3081,,,,3194.668463548,110.0,0.01971946842968464,,,,,,,,,
,1770722300.6452649,9545,3082,,,,3197.929524647,110.0,,5.10282039642334,0.07973282039165497,5.102819919586182,0.9209556579589844,,,,,
,1770722302.2137778,9545,3083,,,,3199.497989462,110.0,,,,,,0.033305417746305466,3.6606364250183105,,,
3.478379622101784e-05,1770722303.2053814,9549,3084,3.478379622101784e-05,0.0003478379622101784,0.0003478379622101784,3200.492070383,,,,,,,,,,,
3.478379622101784e-05,1770722303.365818,9549,3085,3.478379622101784e-05,0.0003478379622101784,0.0003478379622101784,3200.653054551,,,,,,,,,,,
,1770722303.5107167,9549,3086,,,,3200.79477728,111.0,0.03319917619228363,,,,,,,,,
3.4755332767963414e-05,1770722306.4229138,9559,3087,3.4755332767963414e-05,0.0003475533276796341,0.0003475533276796341,3203.706961311,,,,,,,,,,,
3.4755332767963414e-05,1770722306.5826538,9559,3088,3.4755332767963414e-05,0.0003475533276796341,0.0003475533276796341,3203.869053978,,,,,,,,,,,
,1770722306.7272806,9559,3089,,,,3204.01132954,111.0,0.02275317907333374,,,,,,,,,
3.472685664892197e-05,1770722309.6220841,9569,3090,3.472685664892197e-05,0.00034726856648921965,0.00034726856648921965,3206.906264128,,,,,,,,,,,
3.472685664892197e-05,1770722309.7819395,9569,3091,3.472685664892197e-05,0.00034726856648921965,0.00034726856648921965,3207.065975499,,,,,,,,,,,
,1770722309.9259355,9569,3092,,,,3207.209914716,111.0,0.013298256322741508,,,,,,,,,
3.469836264848709e-05,1770722312.8217509,9579,3093,3.469836264848709e-05,0.0003469836264848709,0.0003469836264848709,3210.105883879,,,,,,,,,,,
3.469836264848709e-05,1770722312.9816496,9579,3094,3.469836264848709e-05,0.0003469836264848709,0.0003469836264848709,3210.265700187,,,,,,,,,,,
,1770722313.1260662,9579,3095,,,,3210.410050553,111.0,0.023427072912454605,,,,,,,,,
3.466985672712326e-05,1770722316.021846,9589,3096,3.466985672712326e-05,0.00034669856727123264,0.00034669856727123264,3213.305991039,,,,,,,,,,,
3.466985672712326e-05,1770722316.1816304,9589,3097,3.466985672712326e-05,0.00034669856727123264,0.00034669856727123264,3213.466135101,,,,,,,,,,,
,1770722316.3260908,9589,3098,,,,3213.61008268,111.0,0.026386477053165436,,,,,,,,,
3.4641332924366e-05,1770722319.2200155,9599,3099,3.4641332924366e-05,0.00034641332924365996,0.00034641332924365996,3216.507140255,,,,,,,,,,,
3.4641332924366e-05,1770722319.3795607,9599,3100,3.4641332924366e-05,0.00034641332924365996,0.00034641332924365996,3216.666058931,,,,,,,,,,,
,1770722319.5248005,9599,3101,,,,3216.808859563,111.0,0.04283642768859863,,,,,,,,,
3.461279794573784e-05,1770722322.4190803,9609,3102,3.461279794573784e-05,0.0003461279794573784,0.0003461279794573784,3219.703283698,,,,,,,,,,,
3.461279794573784e-05,1770722322.5785968,9609,3103,3.461279794573784e-05,0.0003461279794573784,0.0003461279794573784,3219.862650699,,,,,,,,,,,
,1770722322.7229342,9609,3104,,,,3220.006912101,111.0,0.02672276645898819,,,,,,,,,
3.4584248065948486e-05,1770722325.6159458,9619,3105,3.4584248065948486e-05,0.0003458424806594849,0.0003458424806594849,3222.900147291,,,,,,,,,,,
3.4584248065948486e-05,1770722325.7758555,9619,3106,3.4584248065948486e-05,0.0003458424806594849,0.0003458424806594849,3223.059841415,,,,,,,,,,,
,1770722325.9204934,9619,3107,,,,3223.204506304,111.0,0.034364886581897736,,,,,,,,,
3.4555680304765704e-05,1770722328.8148396,9629,3108,3.4555680304765704e-05,0.00034555680304765703,0.00034555680304765703,3226.102087005,,,,,,,,,,,
3.4555680304765704e-05,1770722328.9746206,9629,3109,3.4555680304765704e-05,0.00034555680304765703,0.00034555680304765703,3226.261055276,,,,,,,,,,,
,1770722329.1185925,9629,3110,,,,3226.402626886,111.0,0.03559661656618118,,,,,,,,,
,1770722331.102016,9631,3111,,,,3228.386128548,111.0,,5.303394794464111,0.08647607266902924,5.303394317626953,0.9142534136772156,,,,,
,1770722331.103446,9631,3112,,,,3228.387406173,111.0,,,,,,0.03728147968649864,3.7438430786132812,,,
3.4527100622653964e-05,1770722333.3563178,9639,3113,3.4527100622653964e-05,0.0003452710062265396,0.0003452710062265396,3230.640521698,,,,,,,,,,,
3.4527100622653964e-05,1770722333.5157585,9639,3114,3.4527100622653964e-05,0.0003452710062265396,0.0003452710062265396,3230.799820216,,,,,,,,,,,
,1770722333.66015,9639,3115,,,,3230.944128567,112.0,0.02208659239113331,,,,,,,,,
3.449850380420685e-05,1770722336.5514498,9649,3116,3.449850380420685e-05,0.0003449850380420685,0.0003449850380420685,3233.835602473,,,,,,,,,,,
3.449850380420685e-05,1770722336.7108185,9649,3117,3.449850380420685e-05,0.0003449850380420685,0.0003449850380420685,3233.994879678,,,,,,,,,,,
,1770722336.855156,9649,3118,,,,3234.139145876,112.0,0.03162768855690956,,,,,,,,,
3.4469895809888845e-05,1770722339.7470279,9659,3119,3.4469895809888845e-05,0.0003446989580988884,0.0003446989580988884,3237.031229386,,,,,,,,,,,
3.4469895809888845e-05,1770722339.9060986,9659,3120,3.4469895809888845e-05,0.0003446989580988884,0.0003446989580988884,3237.190155712,,,,,,,,,,,
,1770722340.0503085,9659,3121,,,,3237.334285024,112.0,0.03859032317996025,,,,,,,,,
3.444127216935158e-05,1770722342.957236,9669,3122,3.444127216935158e-05,0.00034441272169351576,0.00034441272169351576,3240.244078101,,,,,,,,,,,
3.444127216935158e-05,1770722343.1162767,9669,3123,3.444127216935158e-05,0.00034441272169351576,0.00034441272169351576,3240.403051458,,,,,,,,,,,
,1770722343.2600956,9669,3124,,,,3240.54416667,112.0,0.028021132573485374,,,,,,,,,
3.4412632137537006e-05,1770722346.205923,9679,3125,3.4412632137537006e-05,0.00034412632137537005,0.00034412632137537005,3243.4901058,,,,,,,,,,,
3.4412632137537006e-05,1770722346.3655038,9679,3126,3.4412632137537006e-05,0.00034412632137537005,0.00034412632137537005,3243.652072445,,,,,,,,,,,
,1770722346.5097976,9679,3127,,,,3243.793804255,112.0,0.03975605592131615,,,,,,,,,
3.438398018479347e-05,1770722349.402938,9689,3128,3.438398018479347e-05,0.00034383980184793476,0.00034383980184793476,3246.690089472,,,,,,,,,,,
3.438398018479347e-05,1770722349.5625772,9689,3129,3.438398018479347e-05,0.00034383980184793476,0.00034383980184793476,3246.849060315,,,,,,,,,,,
,1770722349.7064555,9689,3130,,,,3246.99050976,112.0,0.05457622557878494,,,,,,,,,
