run_id,run_name,seed,state,test_mae,test_r2,val_mae_best,val_r2_best,train_mae_final,epochs,best_epoch
gs1rgoka,finetune-seed40-44067721,40,finished,4.880612850189209,0.9259670376777648,4.959049701690674,0.9173688292503356,2.323014736175537,217,116
qt937hv3,finetune-seed41-44067722,41,finished,4.974635601043701,0.9207957983016968,4.987378120422363,0.9049146771430968,2.554658889770508,186,85
2jqzog69,finetune-seed42-44067723,42,finished,4.7633562088012695,0.9276685118675232,4.972037315368652,0.916562557220459,2.1792752742767334,300,214
t0cyrtba,finetune-seed43-44067724,43,finished,4.669369697570801,0.9305573105812072,4.9795708656311035,0.9135980606079102,2.3402602672576904,219,118
llznkqvj,finetune-seed44-44067725,44,finished,4.640602111816406,0.9315588474273682,4.852838516235352,0.9186267256736756,2.3079538345336914,226,125
