split,label_age,model_mse,b1_mse,b3_mse,b4_mse
unknown,58.542999267578125,0.0039711758,0.10257585,0.0044300077,0.014478944
unknown,43.86600112915039,0.0031838329,0.10468583,0.0033228355,0.021962205
unknown,44.56100082397461,0.0032500648,0.10389219,0.0027488086,0.0069671725
unknown,61.20500183105469,0.0031466023,0.105302356,0.0021299412,0.01303249
unknown,56.119998931884766,0.0026945693,0.105249844,0.0027742286,0.030338295
unknown,62.96799850463867,0.0036839424,0.10219032,0.004124062,0.027909022
unknown,60.56100082397461,0.0032765358,0.103482194,0.002833751,0.032414544
unknown,64.74500274658203,0.0030587947,0.10186069,0.002835034,0.023608012
unknown,63.391998291015625,0.0026972373,0.10539647,0.003999217,0.03654152
unknown,56.215999603271484,0.0030620957,0.10496487,0.0030987214,0.02585223
unknown,52.17499923706055,0.0030862738,0.1047469,0.0023073175,0.027108097
unknown,53.31399917602539,0.0030457566,0.10472202,0.0036824723,0.023001531
unknown,39.85200119018555,0.0030568005,0.10456116,0.0029734296,0.021136656
unknown,63.20600128173828,0.00245226,0.10570814,0.0028940844,0.012566259
unknown,61.00199890136719,0.0037132027,0.10488027,0.004036018,0.011874099
unknown,57.90800094604492,0.003489485,0.10320706,0.0040977173,0.017582323
unknown,56.422000885009766,0.0036243706,0.10295238,0.005586022,0.024563096
unknown,45.86199951171875,0.002579112,0.10744658,0.003507668,0.0222514
unknown,65.96299743652344,0.0035395357,0.10393974,0.0031117664,0.013677964
unknown,59.51499938964844,0.0038546612,0.10280046,0.0034272978,0.01849163
unknown,48.54199981689453,0.0028527833,0.10736997,0.004361973,0.012839797
unknown,44.999000549316406,0.0028219866,0.10403185,0.0023507476,0.016854089
unknown,47.33700180053711,0.0028182515,0.10484316,0.003466733,0.011964594
unknown,53.21799850463867,0.0031130635,0.10496242,0.0025370878,0.029929906
unknown,50.20100021362305,0.003399043,0.101104625,0.0027953638,0.032711238
unknown,62.16600036621094,0.0028870173,0.10619101,0.0029669201,0.010712572
unknown,56.62699890136719,0.0037428436,0.10540373,0.002940653,0.025993038
unknown,49.03499984741211,0.003084545,0.10394592,0.004367904,0.020283006
unknown,64.71199798583984,0.0034061698,0.10379343,0.0038424246,0.027827686
unknown,58.83399963378906,0.0033629155,0.103909455,0.0028618213,0.014489992
unknown,53.09000015258789,0.003388654,0.10246215,0.0032780077,0.022666695
unknown,72.0469970703125,0.0034684937,0.10389865,0.0027830044,0.040581033
unknown,64.68399810791016,0.0049230373,0.10177214,0.00387081,0.01715238
unknown,54.15700149536133,0.0032400487,0.10407076,0.0051543564,0.023344712
unknown,43.21099853515625,0.0027688998,0.10394788,0.0037562668,0.031975236
unknown,61.191001892089844,0.0027876259,0.10806495,0.0035892213,0.010874964
unknown,59.236000061035156,0.0027182037,0.10536345,0.0026446397,0.020965636
unknown,47.915000915527344,0.0025728105,0.10579552,0.0021697017,0.01511525
unknown,51.67399978637695,0.0028887459,0.10537694,0.0026457945,0.024330027
unknown,49.36600112915039,0.0028606965,0.10726114,0.0031704886,0.018052747
unknown,58.60100173950195,0.0032794368,0.10431044,0.00357879,0.02605778
unknown,65.83399963378906,0.003846478,0.10297898,0.004565795,0.018774314
unknown,64.37000274658203,0.00283088,0.10624525,0.0025835466,0.02917247
unknown,52.79100036621094,0.003374317,0.103955016,0.0038360967,0.012118676
unknown,54.70000076293945,0.0028322875,0.106885284,0.0033699824,0.015350298
unknown,39.62200164794922,0.0031773595,0.10635869,0.0031925307,0.014306525
unknown,63.82500076293945,0.0034051102,0.10328321,0.0033910002,0.022219297
unknown,64.6760025024414,0.0031453662,0.10426665,0.0028870837,0.018776301
unknown,52.99700164794922,0.0033453284,0.10436423,0.002567457,0.028607197
unknown,57.16899871826172,0.0028696698,0.10395789,0.002234134,0.011280487
unknown,42.185001373291016,0.002606067,0.10709984,0.002273371,0.03612775
unknown,38.808998107910156,0.0030861155,0.104894,0.0023464684,0.022452788
unknown,62.14899826049805,0.002712484,0.105922095,0.003395114,0.032155015
unknown,53.59600067138672,0.003298382,0.10336304,0.002724938,0.02249753
unknown,43.50199890136719,0.0025064284,0.107056886,0.0024839453,0.008161622
unknown,59.691001892089844,0.0028948968,0.106715485,0.0029597597,0.031183816
unknown,54.61199951171875,0.003034636,0.10541129,0.003963739,0.028117068
unknown,34.58700180053711,0.0030657423,0.10644672,0.003281279,0.013455903
unknown,54.8120002746582,0.0028376437,0.10775899,0.004550725,0.023113895
unknown,59.8380012512207,0.0032555126,0.10293217,0.003049607,0.019504733
unknown,43.369998931884766,0.0031069566,0.1039499,0.0025451167,0.016700119
unknown,54.250999450683594,0.0027603942,0.10487372,0.0034115918,0.013174912
unknown,51.79499816894531,0.002875117,0.106823675,0.0040015075,0.022694262
unknown,54.49399948120117,0.0036721874,0.10451537,0.0026554128,0.013946387
unknown,38.926998138427734,0.0033846656,0.103336826,0.0027333538,0.017750211
unknown,64.37200164794922,0.0030436297,0.10333288,0.0036663124,0.018446177
unknown,56.512001037597656,0.0032209777,0.10440544,0.00333577,0.015283806
unknown,50.49700164794922,0.0026343332,0.10537721,0.0029380042,0.018894091
unknown,63.347999572753906,0.002772698,0.10525031,0.0018957948,0.013179299
unknown,47.40599822998047,0.0028918993,0.10337556,0.0034119813,0.02103962
unknown,58.448001861572266,0.004043526,0.09896406,0.0038598662,0.0141599635
unknown,63.012001037597656,0.0031382423,0.10398235,0.002385659,0.007724508
unknown,58.09199905395508,0.0031428654,0.10574768,0.0046338867,0.046764106
unknown,52.04399871826172,0.0030315933,0.10463741,0.0031047983,0.030032229
unknown,54.12200164794922,0.0034935118,0.104828626,0.0023925237,0.017215166
unknown,49.571998596191406,0.0029983432,0.10612865,0.004727884,0.022838961
unknown,65.01799774169922,0.0032534879,0.10412114,0.003166667,0.031973895
unknown,61.435001373291016,0.0027482847,0.10574547,0.0030560053,0.010555506
unknown,61.00199890136719,0.003230905,0.10413542,0.0039164247,0.03992381
unknown,63.862998962402344,0.003340371,0.104947545,0.0043418338,0.020605693
unknown,48.65399932861328,0.0036922044,0.103686534,0.0044107884,0.018762605
unknown,57.67300033569336,0.0029348286,0.10460553,0.0023145457,0.016937422
unknown,56.67399978637695,0.0031836696,0.10493755,0.0029889934,0.025128651
unknown,49.42900085449219,0.0031799055,0.10501045,0.0030348536,0.024564272
unknown,43.90399932861328,0.0032256204,0.10453328,0.002459729,0.01413898
unknown,60.24100112915039,0.002911429,0.10571558,0.0030925947,0.019582832
unknown,53.979000091552734,0.0035793758,0.10427782,0.0046535744,0.017054446
unknown,47.96200180053711,0.0028841093,0.10376845,0.0025107209,0.020901754
unknown,58.845001220703125,0.0034633155,0.10525711,0.0031716602,0.035506316
unknown,51.97800064086914,0.0030608664,0.1039927,0.002702696,0.02640637
unknown,48.75,0.0033342612,0.10344222,0.0038795443,0.023937356
unknown,47.61399841308594,0.0024687438,0.10650212,0.002440782,0.011955924
unknown,44.624000549316406,0.0027591088,0.10423417,0.0039907047,0.02335747
unknown,36.172000885009766,0.002681211,0.10747539,0.0025974938,0.024282072
unknown,61.88100051879883,0.011028596,0.09841891,0.01279569,0.02830412
unknown,53.42599868774414,0.0032816436,0.10318014,0.0042238785,0.018966623
unknown,46.452999114990234,0.0029507703,0.103883274,0.003644321,0.021626974
unknown,56.569000244140625,0.0031918904,0.10507011,0.0031474694,0.012639376
unknown,57.284000396728516,0.0035542108,0.10533947,0.0038249437,0.017624792
unknown,44.14799880981445,0.0036797493,0.1034432,0.0053927135,0.018394507
unknown,61.52199935913086,0.0032472913,0.10548552,0.003992242,0.018328337
unknown,49.03499984741211,0.0027346709,0.10744464,0.003020831,0.035142004
unknown,52.930999755859375,0.0028012933,0.10493405,0.0024679836,0.0113696065
unknown,57.119998931884766,0.003124766,0.10587606,0.0037565504,0.010861347
unknown,52.63199996948242,0.0029223904,0.10616173,0.0026320722,0.020886853
unknown,52.500999450683594,0.0034154537,0.10422751,0.0025550546,0.014345366
unknown,49.55799865722656,0.0031423848,0.103710376,0.0027949584,0.045051973
unknown,59.310001373291016,0.003321811,0.10470663,0.0030737475,0.022328423
unknown,65.85399627685547,0.0035258627,0.10341459,0.0043170312,0.029624363
unknown,57.237998962402344,0.0029324451,0.106512874,0.0037571706,0.019803863
unknown,58.66899871826172,0.002955116,0.10322566,0.0028464305,0.07553721
unknown,43.803001403808594,0.0030727254,0.10449682,0.0023848158,0.041464075
unknown,47.28300094604492,0.003365636,0.10498058,0.002678719,0.023028959
unknown,57.5629997253418,0.0032774226,0.10383447,0.0039017342,0.026911452
unknown,58.04800033569336,0.0030438513,0.10421373,0.0030166146,0.021565445
unknown,59.9119987487793,0.0034284976,0.10488533,0.0029661215,0.04321797
unknown,60.34199905395508,0.003791459,0.10061337,0.0033042089,0.022185855
unknown,50.85300064086914,0.0035644518,0.10247984,0.0038992611,0.014269265
unknown,51.744998931884766,0.0029495298,0.1056523,0.004186972,0.020519586
unknown,53.888999938964844,0.0031035598,0.106591985,0.0033258665,0.027255902
unknown,57.6619987487793,0.0031770747,0.10258989,0.0025324777,0.023411721
unknown,53.5,0.0024806005,0.1080254,0.004909866,0.020120526
unknown,61.08100128173828,0.0037100627,0.101512484,0.005496509,0.03323294
unknown,56.19200134277344,0.003570239,0.104314335,0.003471759,0.022634085
unknown,57.52000045776367,0.003064152,0.104202375,0.0032417683,0.021881415
unknown,64.39399719238281,0.0032266222,0.104322255,0.003049959,0.028243203
unknown,63.61899948120117,0.0028785856,0.104851164,0.0028755,0.019348957
unknown,42.65800094604492,0.0037871103,0.10484169,0.0038129892,0.017417034
unknown,54.790000915527344,0.0030956701,0.1047333,0.0031510908,0.019423075
unknown,47.13999938964844,0.0029645895,0.10722679,0.0027590625,0.019562282
unknown,60.270999908447266,0.0030085533,0.10447362,0.0021839442,0.035561588
unknown,63.89899826049805,0.0025732575,0.10704785,0.0027029067,0.013864106
unknown,51.12699890136719,0.0026539485,0.10418247,0.002469884,0.025380604
unknown,54.185001373291016,0.003637359,0.10462452,0.005256251,0.01482537
unknown,53.86399841308594,0.0028570811,0.10347271,0.0028368845,0.033858705
unknown,54.93199920654297,0.002780196,0.10644439,0.0023026424,0.026246138
unknown,41.34400177001953,0.0032827922,0.10614828,0.005082512,0.026985368
unknown,39.16999816894531,0.0030438653,0.105527915,0.003709239,0.017525619
unknown,51.90999984741211,0.0032892083,0.10445598,0.00375923,0.028761137
unknown,50.96500015258789,0.0036047383,0.1058061,0.0031230964,0.0153387915
unknown,55.518001556396484,0.0036873398,0.104633845,0.0035317442,0.012316529
unknown,59.60599899291992,0.0034530824,0.10322978,0.0038570722,0.018154146
unknown,63.88800048828125,0.00295214,0.10606,0.0028242646,0.052622177
unknown,47.012001037597656,0.0032864604,0.1030288,0.0028136547,0.027081424
unknown,48.555999755859375,0.0032970964,0.1062395,0.0040523508,0.0079543125
unknown,63.7130012512207,0.0039641038,0.10347093,0.0038742772,0.021736428
unknown,44.0,0.0030025565,0.105205745,0.0032269675,0.056256596
unknown,56.01900100708008,0.0028893678,0.1038255,0.0021259084,0.041232914
unknown,68.1510009765625,0.0030986767,0.10516181,0.002427487,0.015945332
unknown,58.16600036621094,0.0030848444,0.104083024,0.0051250122,0.012082736
unknown,67.94000244140625,0.003760044,0.10426664,0.0037700143,0.00614471
unknown,52.40800094604492,0.0032012914,0.10401294,0.0033434373,0.022339914
unknown,58.96799850463867,0.0034731862,0.104502685,0.0045351614,0.016398357
unknown,48.90299987792969,0.0030962657,0.100711085,0.0029059714,0.01939508
unknown,45.80400085449219,0.0030851064,0.10658988,0.0027768458,0.020216959
unknown,56.67399978637695,0.0029293946,0.10682711,0.0043750224,0.023322985
unknown,54.9900016784668,0.0029526579,0.10492357,0.0026785599,0.02355218
unknown,48.558998107910156,0.003561286,0.10605664,0.0037675092,0.023903068
unknown,36.39400100708008,0.003429984,0.105757736,0.004903692,0.016160946
unknown,64.73100280761719,0.0033758078,0.10450482,0.0026467426,0.016637038
unknown,57.47800064086914,0.002886804,0.105512954,0.0028179951,0.016353328
unknown,48.4739990234375,0.0027613423,0.106963076,0.003039504,0.015921595
unknown,59.654998779296875,0.0026974531,0.105226375,0.0021783828,0.021713538
unknown,51.62200164794922,0.0027423864,0.10493789,0.0025271403,0.021575943
unknown,53.71900177001953,0.0027102851,0.104762375,0.003245437,0.022439076
unknown,54.814998626708984,0.0028944372,0.10532787,0.0030184726,0.011182695
unknown,39.709999084472656,0.0027996441,0.10595556,0.0023680148,0.011970219
unknown,55.5260009765625,0.0027940527,0.10729805,0.0039487774,0.022021573
unknown,52.69300079345703,0.0035316404,0.10508857,0.004951665,0.014963559
unknown,64.27400207519531,0.0030309213,0.10639563,0.0036285382,0.024914574
unknown,62.430999755859375,0.0028553645,0.10497885,0.0028553645,0.0555974
unknown,47.23899841308594,0.0028724635,0.1063376,0.0025708422,0.028358214
unknown,43.62200164794922,0.0024704947,0.10719009,0.002593052,0.022623781
unknown,55.4109992980957,0.002944274,0.10609298,0.0031954325,0.027052743
unknown,63.17599868774414,0.0031997703,0.10515496,0.0033509478,0.01352863
unknown,55.86899948120117,0.002930809,0.10633074,0.0037042457,0.021952638
unknown,61.91899871826172,0.0027269933,0.10608543,0.00405438,0.011822991
unknown,51.744998931884766,0.0029169638,0.10716323,0.0038584499,0.012904215
unknown,53.62099838256836,0.0029485615,0.10460792,0.002734126,0.02087214
unknown,41.284000396728516,0.0030676282,0.10470555,0.0055286847,0.022542592
unknown,61.78499984741211,0.0030303306,0.10276149,0.0022656329,0.022472287
unknown,62.5629997253418,0.0033570305,0.102353856,0.0032731222,0.026249792
unknown,59.12900161743164,0.0027473518,0.104662545,0.0025164562,0.019085377
unknown,57.327999114990234,0.0034942455,0.1062364,0.0038434654,0.032208726
unknown,62.7599983215332,0.004212046,0.10399728,0.0047068293,0.023029398
unknown,65.3030014038086,0.002624165,0.10467279,0.001987342,0.020113997
unknown,58.222999572753906,0.0031269353,0.1019826,0.0033591124,0.012786231
unknown,67.57599639892578,0.0032979588,0.10390117,0.004123016,0.021251546
unknown,56.63800048828125,0.003117259,0.10588458,0.0028674963,0.024955546
unknown,54.23699951171875,0.0038698476,0.10356911,0.0045549893,0.014991772
unknown,58.45000076293945,0.003585038,0.10476606,0.0030991915,0.050073758
unknown,50.17100143432617,0.003092602,0.10453198,0.0028271528,0.03737145
unknown,57.46500015258789,0.003442272,0.10335938,0.0028226261,0.016660394
unknown,55.4630012512207,0.0031994772,0.10600386,0.003217086,0.01448544
unknown,54.077999114990234,0.0032094235,0.10459663,0.0026200917,0.019527271
unknown,48.41600036621094,0.0028969978,0.10721002,0.0031063803,0.016627364
unknown,44.89500045776367,0.0023564876,0.1068152,0.0025733607,0.016766917
unknown,35.03900146484375,0.0033133945,0.105462536,0.0034760786,0.01832777
unknown,47.744998931884766,0.012197369,0.09792161,0.013707719,0.039199587
unknown,45.696998596191406,0.0027463455,0.10585062,0.003670561,0.035816528
unknown,39.558998107910156,0.002810357,0.10511972,0.001957749,0.0153385755
unknown,58.23099899291992,0.0027920408,0.106247015,0.0023887916,0.012375634
unknown,46.099998474121094,0.002775456,0.10490519,0.0025841813,0.02882857
unknown,57.39899826049805,0.0034967829,0.104362555,0.00378628,0.02502228
unknown,55.11800003051758,0.002634177,0.10782137,0.0021935767,0.02867114
unknown,58.75199890136719,0.002912817,0.10646886,0.002681949,0.014540726
unknown,53.01300048828125,0.0030592838,0.104588754,0.0024035156,0.012583269
unknown,60.65700149536133,0.0028613496,0.103828125,0.0031095052,0.018267024
unknown,64.72799682617188,0.0032524313,0.103760585,0.004424032,0.02619461
unknown,62.33300018310547,0.0033750273,0.104551755,0.0033359535,0.030314608
unknown,62.10300064086914,0.003070288,0.105785415,0.0027807087,0.0364449
unknown,45.33100128173828,0.0025751784,0.107865706,0.0026041118,0.029934928
unknown,61.64500045776367,0.0039749467,0.10467721,0.004663718,0.023170512
unknown,54.845001220703125,0.0036366838,0.107342534,0.0048136925,0.04131135
unknown,47.518001556396484,0.0027436228,0.107028544,0.0023252896,0.018700713
unknown,51.202999114990234,0.0030133908,0.105503984,0.0029068117,0.012880838
unknown,53.606998443603516,0.0031893065,0.10472538,0.0027218305,0.012949659
unknown,62.731998443603516,0.002901758,0.10552426,0.0037133214,0.03500947
unknown,53.84000015258789,0.0029170508,0.105101205,0.0030167438,0.023175653
unknown,56.13100051879883,0.0034292152,0.10361717,0.0026542128,0.035839826
unknown,58.992000579833984,0.0025934363,0.10485013,0.0028733194,0.014692704
unknown,40.89500045776367,0.0030932561,0.10223469,0.0031103163,0.022078753
unknown,54.12699890136719,0.0030821352,0.1058847,0.0023760896,0.009641635
unknown,56.720001220703125,0.0031003505,0.10510237,0.003604331,0.012922388
unknown,52.78300094604492,0.0032265284,0.10300101,0.0035086258,0.022016207
unknown,61.8120002746582,0.003515222,0.100241005,0.003859491,0.016405908
unknown,55.430999755859375,0.0028412691,0.10678414,0.0030313632,0.018409029
unknown,45.83399963378906,0.0026684252,0.10736526,0.0032275405,0.024018742
unknown,49.82099914550781,0.0027816584,0.10550421,0.0040272614,0.022089936
unknown,54.0,0.0037385162,0.110991,0.0030590517,0.024364665
unknown,26.0,0.0028645399,0.11277303,0.003436292,0.03837308
unknown,31.0,0.0025143092,0.11190085,0.003629946,0.014877368
unknown,23.0,0.0025981867,0.11321942,0.005413316,0.016744256
unknown,74.0,0.0021295536,0.112461194,0.0018927528,0.034240637
unknown,37.0,0.002929368,0.112872034,0.014304156,0.022761697
unknown,24.0,0.002582449,0.11304043,0.030734887,0.019794073
unknown,54.0,0.003694808,0.11091673,0.0064983857,0.024570422
unknown,26.0,0.0026297874,0.112614095,0.0025543396,0.025376225
unknown,26.0,0.0023503979,0.112503074,0.002766836,0.014426063
unknown,24.0,0.0029184173,0.114073925,0.004226325,0.018471774
unknown,24.0,0.0022985956,0.11285953,0.007597912,0.021818347
unknown,37.0,0.002850275,0.11207916,0.0019516309,0.017009307
unknown,26.0,0.0027998798,0.1128113,0.03164126,0.024810456
unknown,26.0,0.0025762487,0.11254756,0.0022609802,0.029133162
unknown,74.0,0.0027978353,0.112292476,0.0067013996,0.013571394
unknown,25.0,0.0024722815,0.11422366,0.0072819116,0.006627013
unknown,39.0,0.0023179098,0.11276588,0.0074695726,0.025930421
unknown,25.0,0.0025939343,0.11447513,0.0029425747,0.03829511
unknown,24.0,0.002149931,0.113308795,0.030749958,0.033904262
unknown,31.0,0.0023665351,0.113191426,0.0068949033,0.03142635
unknown,24.0,0.0024043862,0.11264498,0.002182776,0.042379223
unknown,43.0,0.002404252,0.11298179,0.0023181979,0.025544764
unknown,24.0,0.0023894773,0.1126714,0.032409288,0.028068054
unknown,45.0,0.0027129606,0.112618476,0.0032772012,0.017980836
unknown,27.0,0.002646128,0.11371115,0.00693257,0.014761848
unknown,39.0,0.0025147349,0.11269802,0.0031208547,0.034307424
unknown,27.0,0.0025860944,0.11383847,0.032800574,0.01256718
unknown,37.0,0.003018698,0.112645335,0.0032930712,0.047508936
unknown,24.0,0.0025215016,0.1128066,0.0027388674,0.030402802
unknown,24.0,0.002552033,0.1130431,0.031361904,0.008089622
unknown,24.0,0.002169079,0.11320202,0.0025436564,0.019901616
unknown,24.0,0.0025105027,0.11264409,0.002250709,0.019278055
unknown,37.0,0.0028731232,0.112050876,0.0020930993,0.021472756
unknown,41.0,0.0027634038,0.11273607,0.0034441324,0.013532049
unknown,32.0,0.0019902515,0.11314354,0.016071249,0.032707606
unknown,67.0,0.0035198622,0.093611546,0.013376643,0.01165944
unknown,74.0,0.007853854,0.097911164,0.017629396,0.02811297
unknown,27.0,0.0072893808,0.097099245,0.035023935,0.039067335
unknown,25.0,0.0066653905,0.09824655,0.015806478,0.022996122
unknown,29.0,0.0033789782,0.094219066,0.014883342,0.014023101
unknown,72.0,0.0031440093,0.09363585,0.013410542,0.020951323
unknown,27.0,0.0034294557,0.091863796,0.017987898,0.013060751
unknown,65.0,0.0032871906,0.091540426,0.016552279,0.019631173
unknown,65.0,0.0033567047,0.09290374,0.013638744,0.024313726
unknown,70.0,0.00769089,0.09858792,0.00793613,0.02463591
unknown,21.0,0.006381871,0.09867849,0.033141457,0.026814312
unknown,69.0,0.008117091,0.09879072,0.03485186,0.020042099
unknown,22.0,0.0038406858,0.094666466,0.013977309,0.014651597
unknown,84.0,0.00792278,0.099617876,0.035921924,0.020690499
unknown,28.0,0.006976222,0.099134594,0.033928063,0.029061733
unknown,65.0,0.0071498267,0.099969454,0.008884835,0.025324594
unknown,29.0,0.0072085047,0.09792137,0.017127112,0.022817807
unknown,72.0,0.007468883,0.09627962,0.03569359,0.05097317
unknown,30.0,0.006497912,0.09795564,0.006936299,0.028688861
unknown,20.0,0.0066033625,0.098830186,0.030856322,0.023375183
unknown,67.0,0.007281288,0.0973583,0.0066586477,0.042261347
unknown,30.0,0.006609216,0.099250734,0.034204293,0.04013084
unknown,39.0,0.0036958202,0.09521224,0.022297109,0.026777068
unknown,49.0,0.0049055405,0.09409391,0.0115003195,0.010399683
unknown,49.0,0.0042918674,0.0938666,0.009973569,0.024670225
unknown,49.0,0.0056864405,0.09369308,0.011961697,0.01650975
unknown,18.0,0.0040645744,0.09510895,0.009866153,0.013195096
unknown,60.0,0.00471124,0.094929144,0.012205343,0.017165182
unknown,31.0,0.004473303,0.09550676,0.023501098,0.012558225
unknown,58.0,0.004536408,0.09515788,0.010336308,0.018163737
unknown,49.0,0.004958365,0.094184145,0.012834921,0.01302842
unknown,36.0,0.004543573,0.09489815,0.009793658,0.033394635
unknown,43.0,0.0050856033,0.09398661,0.012709623,0.017977713
unknown,35.0,0.0040551946,0.09280752,0.008808497,0.009632293
unknown,51.0,0.004760816,0.09456207,0.012906931,0.03517254
unknown,43.0,0.0046966095,0.09362696,0.009744059,0.009679979
unknown,22.0,0.002385872,0.10301589,0.0018093938,0.025539534
unknown,38.0,0.002502413,0.10279357,0.0016762536,0.010083563
unknown,46.0,0.0023872107,0.10351352,0.0015954738,0.010283446
unknown,48.0,0.0023458432,0.102726996,0.002212131,0.018701343
unknown,33.0,0.0025431127,0.10241901,0.0018082613,0.014612134
unknown,33.0,0.0021493444,0.10505705,0.002715947,0.032728918
unknown,76.0,0.0031444016,0.10070628,0.0028654307,0.019739795
unknown,42.0,0.0020682223,0.10121581,0.0018805449,0.026597003
unknown,35.0,0.0024108049,0.10322707,0.0017196775,0.034584433
unknown,56.0,0.0026379658,0.0995865,0.0026958687,0.025961991
unknown,66.0,0.0023205755,0.10437774,0.0033784404,0.025649503
unknown,57.0,0.0025548823,0.10385481,0.0031199334,0.02430329
unknown,32.0,0.0023677347,0.10309945,0.0024052216,0.029253608
unknown,50.0,0.0024151707,0.102245376,0.002272613,0.028293816
unknown,24.0,0.002724762,0.09846771,0.0022834283,0.010764705
unknown,16.0,0.0026768176,0.10319843,0.002342072,0.022421574
unknown,59.0,0.0024580997,0.1024452,0.0020242217,0.027217845
unknown,21.0,0.0022522022,0.102042586,0.0018995885,0.03960246
unknown,64.0,0.0024073585,0.10218075,0.0025384994,0.023674536
unknown,57.0,0.0024301722,0.09852284,0.0023422963,0.014173001
unknown,58.0,0.0027654287,0.103376575,0.004416439,0.016519941
unknown,60.0,0.002547073,0.10179068,0.0029132213,0.011982949
unknown,9.0,0.0022941525,0.10054882,0.0021528979,0.052102994
unknown,48.0,0.0023641523,0.10256473,0.0030314564,0.012371857
unknown,56.0,0.0027211877,0.101003304,0.0025533994,0.020097263
unknown,58.0,0.0026863469,0.10408698,0.00258293,0.013377102
unknown,56.0,0.0022331388,0.102167375,0.0018432657,0.035157733
unknown,61.0,0.0027573304,0.10206591,0.004051263,0.013653551
unknown,45.0,0.0027906836,0.10116651,0.002278158,0.023199063
unknown,82.0,0.0032717604,0.09930544,0.003488558,0.018581124
unknown,73.0,0.0029767181,0.101467475,0.0033295676,0.018087393
unknown,50.0,0.0025271012,0.103001945,0.0029909564,0.05014232
unknown,31.0,0.002787482,0.10084051,0.0021917447,0.012894671
unknown,52.0,0.0026686334,0.10344889,0.0040388945,0.029417198
unknown,56.77207946777344,0.0022561578,0.1061163,0.0086433245,0.011661437
unknown,59.28268051147461,0.003223059,0.101145156,0.0037830144,0.011435265
unknown,61.91101837158203,0.0033544437,0.10240846,0.0038076884,0.015397141
unknown,65.47296142578125,0.0031776458,0.10358929,0.0076870974,0.031024331
unknown,65.52498626708984,0.0023839306,0.10530444,0.0023839306,0.020206954
unknown,65.52498626708984,0.0020108027,0.10688257,0.0035604113,0.013013208
unknown,54.55168151855469,0.0023164663,0.10563151,0.0029801207,0.02498169
unknown,66.7871322631836,0.0031914914,0.10749584,0.0031914914,0.0416586
unknown,75.09651184082031,0.0023767373,0.104810335,0.002082819,0.022580514
unknown,67.08281707763672,0.0019371398,0.107265316,0.0016165959,0.026238184
unknown,60.06296920776367,0.003559525,0.10159612,0.0047676354,0.021595685
unknown,63.835731506347656,0.0023963372,0.10392916,0.0018456012,0.019385152
unknown,59.28268051147461,0.0030584892,0.10441909,0.0079871,0.031793512
unknown,54.8555793762207,0.0022465002,0.10631688,0.005738438,0.016629543
unknown,54.55168151855469,0.0024620465,0.10492699,0.0069447723,0.036259584
unknown,76.498291015625,0.00282289,0.10376174,0.0036509049,0.035824522
unknown,59.080078125,0.0027589367,0.10520369,0.0054977066,0.02118797
unknown,60.019168853759766,0.0025245163,0.10705666,0.0026582833,0.043966234
unknown,59.080078125,0.0031281707,0.1062921,0.0069612986,0.01965914
unknown,60.06296920776367,0.0031707706,0.10325877,0.004898493,0.017230645
unknown,58.5872688293457,0.003216633,0.103548095,0.0030869888,0.029913414
unknown,61.913761138916016,0.0026661996,0.104486756,0.0038094942,0.021157492
unknown,54.8555793762207,0.0021652947,0.106350936,0.0036355113,0.015339603
unknown,58.5872688293457,0.0029150057,0.10425545,0.015477248,0.008965679
unknown,65.47296142578125,0.0036568337,0.09798057,0.0070267348,0.02475773
unknown,56.0,0.00547884,0.10325204,0.025984986,0.017719226
unknown,28.0,0.0050035426,0.102463685,0.022769378,0.018800974
unknown,21.0,0.009780478,0.10348365,0.033369035,0.034826092
unknown,32.0,0.005536016,0.10167216,0.022853436,0.012300622
unknown,2.0,0.009678668,0.102288805,0.03098017,0.0230711
unknown,22.0,0.0051312144,0.10111608,0.022277452,0.039578404
unknown,36.0,0.005673803,0.10201759,0.024434118,0.013681448
unknown,24.0,0.0053475467,0.10239304,0.0098668495,0.027278095
unknown,41.0,0.0055968803,0.1024917,0.024922265,0.019278422
unknown,50.0,0.005277056,0.101798184,0.023389958,0.03034027
unknown,56.0,0.0053248424,0.10253514,0.023186946,0.023524432
unknown,22.0,0.009596394,0.10446533,0.030535797,0.030385105
unknown,80.0,0.0024918402,0.10707977,0.022685083,0.012656585
unknown,68.0,0.003899925,0.10756277,0.0062249624,0.02002834
unknown,73.0,0.0029176618,0.10843146,0.003405102,0.014603539
unknown,63.0,0.003912211,0.10836686,0.024026591,0.022931805
unknown,76.0,0.0029637634,0.103230685,0.0036475277,0.02401927
unknown,68.0,0.003568552,0.10553086,0.015273526,0.032667562
unknown,79.0,0.0029033988,0.10630586,0.0025852774,0.01365339
unknown,78.0,0.004113502,0.110875316,0.0050355718,0.022874942
unknown,77.0,0.006015353,0.10405711,0.019107426,0.025804646
unknown,52.0,0.0023345645,0.10673647,0.0023936848,0.024968136
unknown,72.0,0.0025504485,0.10737516,0.003191054,0.015570551
unknown,68.0,0.0029263052,0.10717054,0.0026472711,0.02176577
unknown,83.0,0.0025638416,0.11051712,0.002131782,0.023349918
unknown,57.0,0.0028153684,0.10845508,0.003083748,0.016315274
unknown,76.0,0.0029063313,0.10915977,0.0032183412,0.01968227
unknown,78.0,0.002375163,0.1075706,0.016695978,0.028368063
