epoch,train_loss,val_loss,val_mae,val_medae,val_r2,lr_pg3,lr_pg4,global_step,run
43,0.030413063243031502,0.03013486973941326,6.178191661834717,4.0078125,0.8810967803001404,,,2507,run1
44,0.03048095293343067,0.029913850128650665,6.12494421005249,3.90625,0.8831489682197571,,,2539,run1
45,0.030201958492398262,0.029202977195382118,6.04546594619751,3.984375,0.8867081999778748,,,2621,run1
46,0.030175402760505676,0.029647134244441986,6.091414928436279,4.125,0.8854210376739502,,,2649,run1
47,0.030229642987251282,0.029100706800818443,6.064393043518066,3.9107208251953125,0.884654700756073,,,2679,run1
48,0.02976238541305065,0.029301386326551437,6.05083703994751,4.015625,0.8861095905303955,,,2792,run1
49,0.029589813202619553,0.03152463212609291,6.380225658416748,4.09375,0.8740984201431274,,,2799,run1
50,0.02998519130051136,0.029678640887141228,6.143046855926514,4.296875,0.886545717716217,,,2906,run1
51,0.028874516487121582,0.029299059882760048,6.091928482055664,4.005001068115234,0.8862950205802917,,,2919,run1
52,0.029574008658528328,0.028828199952840805,6.0393571853637695,3.8125,0.888957679271698,,,3020,run1
53,0.029031869024038315,0.0285484679043293,5.925799369812012,3.8255233764648438,0.8904372453689575,,,3059,run1
54,0.028965437784790993,0.03399214148521423,6.780040740966797,4.5,0.8630974292755127,,,3109,run1
55,0.028611160814762115,0.029136624187231064,6.027092933654785,4.0625,0.8867613673210144,,,3191,run1
56,0.028365233913064003,0.028745923191308975,6.002752304077148,3.875,0.890465259552002,,,3219,run1
57,0.0285054761916399,0.028664635494351387,6.0257248878479,4.09375,0.8912608623504639,,,3305,run1
58,0.027506111189723015,0.028428373858332634,5.891254901885986,3.78125,0.8908088803291321,,,3309,run1
59,0.02807823196053505,0.02848071977496147,5.955117702484131,3.9375,0.8914127349853516,,,3419,run1
60,0.02823820523917675,0.029509607702493668,6.0845770835876465,4.09375,0.8874624371528625,,,3449,run1
61,0.027860527858138084,0.028366941958665848,5.911596298217773,4.0,0.8927946090698242,,,3533,run1
62,0.027669910341501236,0.028111962601542473,5.891057014465332,4.0,0.8943040370941162,,,3569,run1
63,0.027417881414294243,0.02796253375709057,5.868658065795898,4.09375,0.8954921960830688,,,3619,run1
64,0.027166573330760002,0.028109710663557053,5.866749286651611,3.78125,0.8943019509315491,,,3704,run1
65,0.027231061831116676,0.027665700763463974,5.7886247634887695,3.796875,0.8964672088623047,,,3719,run1
66,0.027558494359254837,0.02794610895216465,5.838128566741943,3.9724998474121094,0.8951753973960876,,,3818,run1
67,0.027357079088687897,0.027894871309399605,5.850154399871826,3.7970008850097656,0.8965018391609192,,,3849,run1
68,0.0269644595682621,0.029658494517207146,6.100738048553467,4.03125,0.8868647217750549,,,3909,run1
69,0.027392283082008362,0.028696978464722633,5.949151039123535,3.90625,0.8917902708053589,,,3989,run1
70,0.026739493012428284,0.027877826243638992,5.8529887199401855,4.0390625,0.8961265087127686,,,4019,run1
71,0.026754939928650856,0.0282434094697237,5.883769512176514,4.0,0.8954142332077026,,,4103,run1
72,0.026774099096655846,0.027841737493872643,5.818500518798828,3.90625,0.896145224571228,,,4139,run1
73,0.026144439354538918,0.028072873130440712,5.9038987159729,3.961456298828125,0.8953741788864136,,,4217,run1
74,0.026948045939207077,0.02933846041560173,6.065811634063721,4.125,0.8893598318099976,,,4249,run1
75,0.026517311111092567,0.02743828482925892,5.839698791503906,3.625,0.8977462649345398,,,4279,run1
76,0.02582733705639839,0.02815919928252697,5.908077716827393,3.9375,0.8941441774368286,,,4388,run1
77,0.02532721310853958,0.027969500049948692,5.8365325927734375,3.8125,0.895657479763031,,,4419,run1
78,0.02560327760875225,0.027791842818260193,5.805324554443359,3.75,0.8947963714599609,,,4479,run1
79,0.025834275409579277,0.0275562796741724,5.863205909729004,3.984375,0.897977888584137,,,4559,run1
80,0.026036877185106277,0.02735164575278759,5.7689924240112305,3.8470001220703125,0.8989906311035156,,,4569,run1
81,0.025795215740799904,0.027531789615750313,5.769606590270996,3.7729263305664062,0.897649884223938,,,4673,run1
82,0.025592828169465065,0.02777799218893051,5.877232074737549,4.0,0.8967660665512085,,,4709,run1
83,0.025161609053611755,0.02788621559739113,5.874821662902832,3.9375,0.8960965275764465,,,4787,run1
84,0.024721000343561172,0.02823672816157341,5.897719383239746,3.84375,0.8927319049835205,,,4819,run1
85,0.02504107728600502,0.027612363919615746,5.829541206359863,4.096466064453125,0.8973751068115234,,,4879,run1
86,0.025243369862437248,0.026669858023524284,5.657482624053955,3.903644561767578,0.9016257524490356,,,4958,run1
87,0.025277409702539444,0.027028100565075874,5.741784572601318,3.833984375,0.9001757502555847,,,4989,run1
88,0.02507113106548786,0.027934273704886436,5.865410327911377,3.875,0.895108163356781,,,5072,run1
89,0.024893399327993393,0.027467915788292885,5.7488555908203125,3.8470001220703125,0.8981021642684937,,,5109,run1
90,0.02421944960951805,0.02733757719397545,5.769612789154053,3.8245010375976562,0.8993957042694092,,,5186,run1
91,0.02450241893529892,0.026539238169789314,5.630677700042725,3.65625,0.9018099904060364,,,5219,run1
92,0.024748364463448524,0.028445085510611534,5.920652866363525,4.0,0.8918792009353638,,,5279,run1
93,0.024720748886466026,0.027574041858315468,5.7933831214904785,3.9375,0.8972111344337463,,,5357,run1
94,0.024852899834513664,0.028246451169252396,5.905619144439697,4.130208969116211,0.8961105346679688,,,5369,run1
95,0.02429358847439289,0.028472701087594032,6.008579254150391,4.0234375,0.8949007987976074,,,5471,run1
96,0.023907514289021492,0.027466166764497757,5.813328266143799,3.9442367553710938,0.8994281888008118,,,5509,run1
97,0.02407069131731987,0.02695191092789173,5.719052791595459,3.84375,0.9011403918266296,,,5559,run1
98,0.02380981855094433,0.026789791882038116,5.660319805145264,3.875,0.9023674726486206,,,5619,run1
99,0.023837735876441002,0.026774542406201363,5.715612888336182,3.828125,0.9027489423751831,,,5679,run1
100,0.024104265496134758,0.02725186012685299,5.727232456207275,3.875,0.8992862701416016,,,5756,run1
101,0.023600604385137558,0.02709454670548439,5.71890115737915,3.90625,0.8994996547698975,,,5789,run1
102,0.024060769006609917,0.027309833094477654,5.764421463012695,3.9185028076171875,0.9005500078201294,,,5870,run1
103,0.02381790801882744,0.027044689282774925,5.731773376464844,3.875,0.8997913599014282,,,5899,run1
104,0.02339647151529789,0.027089301496744156,5.715649604797363,4.03125,0.9014119505882263,,,5984,run1
105,0.023123038932681084,0.026633530855178833,5.61860466003418,3.71875,0.9031864404678345,,,5989,run1
106,0.023787280544638634,0.026738781481981277,5.714198589324951,3.9237518310546875,0.9017037153244019,,,6098,run1
107,0.02329406701028347,0.027460839599370956,5.7793450355529785,3.8125,0.8977041840553284,,,6129,run1
108,0.022958215326070786,0.02640227973461151,5.645940780639648,3.706249237060547,0.9041757583618164,,,6212,run1
109,0.02323068492114544,0.025997906923294067,5.583028793334961,3.6796875,0.9058318734169006,,,6249,run1
110,0.02332598902285099,0.02672429569065571,5.6391282081604,3.6720008850097656,0.9014438986778259,,,6299,run1
111,0.023305557668209076,0.027463113889098167,5.786349296569824,3.78125,0.8985153436660767,,,6383,run1
112,0.023272771388292313,0.026041926816105843,5.588754177093506,3.846660614013672,0.9067080020904541,,,6399,run1
113,0.022685451433062553,0.0275347251445055,5.792020797729492,3.798553466796875,0.8987179398536682,,,6497,run1
114,0.023215921595692635,0.026604697108268738,5.629941463470459,3.671875,0.9022306203842163,,,6529,run1
115,0.022730538621544838,0.026485642418265343,5.616354465484619,3.828125,0.9036935567855835,,,6589,run1
116,0.023059850558638573,0.026839058846235275,5.704335689544678,3.796875,0.9007954597473145,,,6668,run1
117,0.022602465003728867,0.026840034872293472,5.667509078979492,3.765625,0.9013589024543762,,,6699,run1
118,0.022460998967289925,0.02636636793613434,5.636692047119141,3.9375,0.9046179056167603,,,6782,run1
119,0.022660503163933754,0.026449119672179222,5.622084617614746,3.796875,0.904323935508728,,,6809,run1
120,0.022583985701203346,0.026061445474624634,5.566893100738525,3.7109375,0.9055379033088684,,,6896,run1
121,0.022173691540956497,0.026300447061657906,5.603002548217773,3.8125,0.904740571975708,,,6929,run1
122,0.022355208173394203,0.026553845033049583,5.665775299072266,3.71875,0.9032666087150574,,,6989,run1
123,0.022345619276165962,0.026335641741752625,5.569662570953369,3.7972488403320312,0.9037914276123047,,,7067,run1
124,0.022154856473207474,0.02677689865231514,5.67373514175415,3.71875,0.9014668464660645,,,7099,run1
125,0.02167998068034649,0.026684395968914032,5.676298141479492,3.78125,0.9033877849578857,,,7159,run1
126,0.02200731821358204,0.027424843981862068,5.794598579406738,3.9375,0.9003483057022095,,,7238,run1
127,0.022000480443239212,0.02614441327750683,5.568141937255859,3.5625,0.9048840999603271,,,7269,run1
128,0.02188776805996895,0.02689415216445923,5.729839324951172,3.811748504638672,0.9036967158317566,,,7352,run1
129,0.021899783983826637,0.02625899948179722,5.584799766540527,3.90625,0.9055720567703247,,,7379,run1
130,0.021990656852722168,0.026166008785367012,5.585071086883545,3.8125,0.905924379825592,,,7466,run1
131,0.021986987441778183,0.02576523832976818,5.486514568328857,3.734375,0.9069680571556091,,,7489,run1
132,0.021732624620199203,0.02698448672890663,5.701246738433838,3.921875,0.9031067490577698,,,7559,run1
133,0.021391091868281364,0.02682853490114212,5.682696342468262,3.9532508850097656,0.9033378958702087,,,7637,run1
134,0.02171759493649006,0.026312343776226044,5.599318027496338,3.8125,0.904068112373352,,,7669,run1
135,0.021536145359277725,0.026292724534869194,5.602952003479004,3.8133544921875,0.9044643640518188,,,7751,run1
136,0.021600596606731415,0.025599297136068344,5.511335849761963,3.7900009155273438,0.9095250368118286,,,7759,run1
137,0.02116166427731514,0.025455987080931664,5.4613471031188965,3.65625,0.9083676338195801,,,7865,run1
138,0.021445682272315025,0.025959588587284088,5.5796380043029785,3.740234375,0.9065099954605103,,,7899,run1
139,0.021210597828030586,0.02577635832130909,5.503633975982666,3.71875,0.9078090786933899,,,7959,run1
140,0.021035505458712578,0.026089347898960114,5.559377670288086,3.6875,0.9061854481697083,,,8036,run1
141,0.021037884056568146,0.025388173758983612,5.454160213470459,3.6370010375976562,0.9093970060348511,,,8069,run1
142,0.021354075521230698,0.02706862986087799,5.709673881530762,3.8300018310546875,0.9024496078491211,,,8150,run1
143,0.021095428615808487,0.025798384100198746,5.517139434814453,3.75,0.9078242182731628,,,8159,run1
144,0.02124663256108761,0.025521500036120415,5.475558280944824,3.6370010375976562,0.9089648723602295,,,8264,run1
145,0.021199416369199753,0.02637818455696106,5.624989986419678,3.765625,0.9017428755760193,,,8299,run1
146,0.021269014105200768,0.02583956904709339,5.507240295410156,3.7787513732910156,0.907605767250061,,,8378,run1
147,0.02105497382581234,0.026793217286467552,5.668361186981201,3.9375,0.9038255214691162,,,8409,run1
148,0.02066648192703724,0.025687383487820625,5.487329483032227,3.6875,0.906455934047699,,,8469,run1
149,0.02095188945531845,0.025832654908299446,5.5389204025268555,3.78125,0.9079065322875977,,,8549,run1
150,0.020953858271241188,0.025831302627921104,5.504508018493652,3.756000518798828,0.9072906970977783,,,8589,run1
151,0.020639613270759583,0.02610800787806511,5.602234363555908,3.75,0.9057422876358032,,,8663,run1
152,0.020615454763174057,0.025613529607653618,5.473053455352783,3.736980438232422,0.9091750383377075,,,8669,run1
153,0.020721539855003357,0.025893988087773323,5.5253376960754395,3.625,0.9064986705780029,,,8777,run1
154,0.02058013156056404,0.02611483819782734,5.580023288726807,3.921875,0.9070827960968018,,,8809,run1
155,0.02019457146525383,0.02669711969792843,5.646317481994629,3.7567367553710938,0.9040457010269165,,,8891,run1
156,0.02043580263853073,0.025914249941706657,5.54432487487793,3.7675018310546875,0.9079278111457825,,,8919,run1
157,0.02060786448419094,0.02693280577659607,5.6974382400512695,3.8125,0.9025673866271973,,,8979,run1
158,0.02033526450395584,0.02660270780324936,5.629016876220703,3.71875,0.9045898914337158,,,9062,run1
159,0.019762814044952393,0.02571159414947033,5.497412204742432,3.7375030517578125,0.9082840085029602,,,9079,run1
160,0.020466908812522888,0.02594965323805809,5.575271129608154,3.8045005798339844,0.9080446362495422,,,9176,run1
161,0.020155899226665497,0.02546808123588562,5.455090522766113,3.734375,0.9099005460739136,,,9209,run1
162,0.02018887549638748,0.02569008804857731,5.510343551635742,3.888019561767578,0.908806562423706,,,9269,run1
163,0.02012074552476406,0.02625085785984993,5.593672752380371,3.875,0.9072080850601196,,,9347,run1
164,0.019858837127685547,0.025568129494786263,5.489614009857178,3.5712509155273438,0.9088460206985474,,,9379,run1
165,0.020082462579011917,0.025706570595502853,5.493287086486816,3.7890625,0.9087375998497009,,,9439,run1
166,0.019785532727837563,0.025951771065592766,5.534852981567383,3.84375,0.9078797101974487,,,9518,run1
167,0.020090371370315552,0.025994403287768364,5.516450881958008,3.640625,0.9058248996734619,,,9549,run1
168,0.019804898649454117,0.025752980262041092,5.5060272216796875,3.7270736694335938,0.9077876806259155,,,9632,run1
169,0.019922157749533653,0.025942491367459297,5.516149997711182,3.625,0.9058122038841248,,,9639,run1
170,0.01988605596125126,0.025968482717871666,5.5601701736450195,3.65625,0.907700777053833,,,9746,run1
171,0.020097222179174423,0.025321103632450104,5.429477214813232,3.765625,0.9099543690681458,,,9779,run1
172,0.019784605130553246,0.026421766728162766,5.624696731567383,3.671875,0.9020071029663086,,,9839,run1
173,0.019156431779265404,0.025705279782414436,5.48969030380249,3.7102127075195312,0.9072495698928833,,,9917,run1
174,0.019755534827709198,0.026172446087002754,5.587441444396973,3.84375,0.9062523245811462,,,9949,run1
175,0.019456788897514343,0.025469733402132988,5.470708847045898,3.75,0.9098939895629883,,,10031,run1
176,0.019807474687695503,0.025353552773594856,5.462831974029541,3.768749237060547,0.9101561307907104,,,10059,run1
177,0.01950239948928356,0.025614546611905098,5.498535633087158,3.75,0.9097562432289124,,,10119,run1
178,0.01950676739215851,0.02622898854315281,5.593129634857178,3.9136085510253906,0.904687225818634,,,10202,run1
179,0.019885176792740822,0.025885405018925667,5.547183513641357,3.609375,0.9069730639457703,,,10239,run1
180,0.0194237120449543,0.026059487834572792,5.544156551361084,3.75,0.9072504639625549,,,10316,run1
181,0.019287792965769768,0.025357035920023918,5.4434661865234375,3.768230438232422,0.9107518792152405,,,10349,run1
182,0.019338060170412064,0.025388766080141068,5.46270227432251,3.703125,0.9095603227615356,,,10409,run1
183,0.019685376435518265,0.025404559448361397,5.449061393737793,3.75,0.9102015495300293,,,10487,run1
184,0.01979617029428482,0.02597278170287609,5.544631481170654,3.75,0.9067761301994324,,,10519,run1
185,0.019483044743537903,0.02556956186890602,5.455454349517822,3.6380233764648438,0.9089668989181519,,,10601,run1
186,0.01930282451212406,0.025776762515306473,5.4975810050964355,3.669269561767578,0.9079417586326599,,,10629,run1
187,0.019281720742583275,0.025536000728607178,5.450193405151367,3.703125,0.9088953733444214,,,10715,run1
188,0.01923266425728798,0.02525489591062069,5.429481029510498,3.7475013732910156,0.9111349582672119,,,10749,run1
189,0.01902766339480877,0.025858890265226364,5.532950401306152,3.833984375,0.9079071283340454,,,10809,run1
190,0.018719447776675224,0.02543656714260578,5.462643146514893,3.84375,0.9094392657279968,,,10886,run1
191,0.01943528838455677,0.025346767157316208,5.472311973571777,3.6313323974609375,0.9099305868148804,,,10919,run1
192,0.019087690860033035,0.025729922577738762,5.499965190887451,3.740234375,0.9089383482933044,,,11000,run1
193,0.019381728023290634,0.025911999866366386,5.527801513671875,3.734375,0.9084571003913879,,,11009,run1
194,0.01881052926182747,0.025430504232645035,5.4541916847229,3.7388381958007812,0.910127580165863,,,11114,run1
195,0.01899711973965168,0.02542533539235592,5.476784706115723,3.849750518798828,0.9099135398864746,,,11149,run1
196,0.018299998715519905,0.02532549947500229,5.4400177001953125,3.75,0.91053307056427,,,11228,run1
197,0.019109627231955528,0.025367164984345436,5.454872131347656,3.736980438232422,0.9103780388832092,,,11259,run1
198,0.01903192326426506,0.025212379172444344,5.438868045806885,3.71875,0.9102609753608704,,,11319,run1
199,0.01863677240908146,0.02579595148563385,5.511449337005615,3.6875,0.9084230065345764,,,11399,run1
200,0.018340568989515305,0.026080647483468056,5.572192668914795,3.75,0.906231701374054,,,11409,run1
201,0.018772410228848457,0.025584038347005844,5.4828596115112305,3.84375,0.9094759821891785,,,11513,run1
202,0.018929895013570786,0.02545483596622944,5.4680256843566895,3.8282508850097656,0.9100476503372192,,,11549,run1
203,0.019030313938856125,0.0257217139005661,5.514142990112305,3.8125,0.9086472988128662,,,11627,run1
204,0.018961993977427483,0.02531903237104416,5.4460978507995605,3.78125,0.9100520014762878,,,11659,run1
205,0.018543843179941177,0.025768715888261795,5.500503063201904,3.6875,0.9077186584472656,,,11719,run1
206,0.01886053755879402,0.025739196687936783,5.500513076782227,3.728748321533203,0.908759593963623,,,11798,run1
207,0.018621815368533134,0.025258783251047134,5.42519474029541,3.703125,0.9107905030250549,,,11809,run1
208,0.018969397991895676,0.02551400102674961,5.48002290725708,3.78125,0.9089840054512024,,,11912,run1
209,0.018852878361940384,0.02535919100046158,5.451783180236816,3.708984375,0.9098065495491028,,,11929,run1
210,0.0184050090610981,0.025291135534644127,5.439822196960449,3.75,0.9102444648742676,,,12009,run1
211,0.018454596400260925,0.025185758247971535,5.416563034057617,3.78125,0.9110019207000732,,,12059,run1
212,0.018205957487225533,0.025301514193415642,5.454092979431152,3.71875,0.9096428155899048,,,12119,run1
213,0.018511567264795303,0.02565247379243374,5.497782230377197,3.7787513732910156,0.9086391925811768,,,12197,run1
214,0.01864800788462162,0.025458721444010735,5.467262268066406,3.78125,0.9092790484428406,,,12229,run1
215,0.018469814211130142,0.025186283513903618,5.407674789428711,3.75,0.9109358787536621,,,12311,run1
216,0.01836942322552204,0.025448651984333992,5.463795185089111,3.75,0.909795343875885,,,12339,run1
217,0.01821179687976837,0.025558464229106903,5.478587627410889,3.625,0.9086257815361023,,,12425,run1
218,0.01862283982336521,0.025734134018421173,5.508205413818359,3.703125,0.9085286855697632,,,12459,run1
219,0.018335118889808655,0.0255389753729105,5.493625640869141,3.78125,0.9095562100410461,,,12519,run1
220,0.018202712759375572,0.02531099133193493,5.445682048797607,3.78125,0.9102466702461243,,,12596,run1
221,0.018832959234714508,0.025396542623639107,5.458131313323975,3.875,0.9101117849349976,,,12629,run1
222,0.01849731244146824,0.025715498253703117,5.509761810302734,3.8076629638671875,0.9089596271514893,,,12710,run1
223,0.018267260864377022,0.025531409308314323,5.482418060302734,3.78125,0.9094908237457275,,,12739,run1
224,0.018131570890545845,0.025427324697375298,5.461819171905518,3.831249237060547,0.909909725189209,,,12824,run1
225,0.018452154472470284,0.025456102564930916,5.454283237457275,3.8125,0.9101664423942566,,,12859,run1
226,0.018304049968719482,0.025622738525271416,5.4953508377075195,3.7819976806640625,0.9092749357223511,,,12938,run1
227,0.017982736229896545,0.02509414032101631,5.405462741851807,3.8100013732910156,0.9114463329315186,,,12969,run1
228,0.018048886209726334,0.025350959971547127,5.440457344055176,3.842487335205078,0.9104905724525452,,,13029,run1
229,0.018136681988835335,0.02513105235993862,5.41177225112915,3.8000717163085938,0.9111252427101135,,,13109,run1
230,0.018032213672995567,0.02546597272157669,5.46743106842041,3.884624481201172,0.9097008109092712,,,13119,run1
231,0.017781825736165047,0.025720439851284027,5.497374534606934,3.8125,0.908663272857666,,,13223,run1
232,0.018351372331380844,0.025365054607391357,5.4528889656066895,3.71875,0.9099350571632385,,,13259,run1
233,0.01811205968260765,0.025576209649443626,5.47361421585083,3.859375,0.9097340703010559,,,13337,run1
234,0.018081795424222946,0.025406043976545334,5.450650215148926,3.8125,0.9100512266159058,,,13369,run1
235,0.01839214563369751,0.025258472189307213,5.425890922546387,3.7345008850097656,0.9107757210731506,,,13429,run1
236,0.01822560839354992,0.025204837322235107,5.440829277038574,3.59375,0.9107692241668701,,,13508,run1
237,0.01813456043601036,0.025292519479990005,5.441791534423828,3.8125,0.9108773469924927,,,13539,run1
238,0.01798873394727707,0.025348391383886337,5.436697959899902,3.75,0.9105422496795654,,,13622,run1
239,0.018138675019145012,0.025459665805101395,5.46484899520874,3.78125,0.9100842475891113,,,13659,run1
240,0.01811610721051693,0.02524285577237606,5.433194160461426,3.8125,0.9111529588699341,,,13736,run1
241,0.017613016068935394,0.025146838277578354,5.417098045349121,3.825000762939453,0.9112334251403809,,,13769,run1
242,0.01805298961699009,0.025174040347337723,5.420979022979736,3.8949356079101562,0.9112425446510315,,,13829,run1
243,0.018125586211681366,0.025252725929021835,5.441102504730225,3.8715972900390625,0.9109663963317871,,,13907,run1
244,0.017904454842209816,0.025301262736320496,5.440067291259766,3.8125,0.9108733534812927,,,13919,run1
245,0.018124938011169434,0.025173965841531754,5.425451755523682,3.79425048828125,0.9113699793815613,,,14021,run1
246,0.018124716356396675,0.02532912790775299,5.434382915496826,3.820751190185547,0.9104627370834351,,,14059,run1
247,0.018016399815678596,0.02527840994298458,5.434390544891357,3.75,0.9106848835945129,,,14109,run1
248,0.017738226801156998,0.02518901787698269,5.420609951019287,3.75,0.9110641479492188,,,14169,run1
249,0.01830812729895115,0.025453466922044754,5.4677276611328125,3.90625,0.9099295139312744,,,14229,run1
250,0.0179881788790226,0.025354918092489243,5.444332122802734,3.811237335205078,0.9103479981422424,,,14306,run1
251,0.018015561625361443,0.02541249431669712,5.453536510467529,3.7970008850097656,0.9101235866546631,,,14339,run1
252,0.01780250295996666,0.02526041306555271,5.426035404205322,3.7734375,0.9106649160385132,,,14420,run1
253,0.01762549579143524,0.025343112647533417,5.447072505950928,3.8125,0.9106612801551819,,,14449,run1
254,0.018118420615792274,0.02539747767150402,5.453749179840088,3.921875,0.9103959202766418,,,14534,run1
255,0.017489725723862648,0.02536480315029621,5.447004795074463,3.84375,0.910441517829895,,,14539,run1
256,0.017526065930724144,0.02537897787988186,5.449691295623779,3.84375,0.9105542898178101,,,14648,run1
257,0.01771046221256256,0.025326931849122047,5.444223403930664,3.84375,0.9105276465415955,,,14679,run1
258,0.017786988988518715,0.02543601766228676,5.4585041999816895,3.8125,0.9100361466407776,,,14762,run1
259,0.017753293737769127,0.025210091844201088,5.422543048858643,3.8313217163085938,0.9110087156295776,,,14799,run1
260,0.017949910834431648,0.025336023420095444,5.444930553436279,3.875,0.9104874730110168,,,14849,run1
261,0.01776365377008915,0.025385146960616112,5.450084209442139,3.84375,0.9104502201080322,,,14933,run1
262,0.017675848677754402,0.02539798617362976,5.457029342651367,3.8670005798339844,0.9103843569755554,,,14969,run1
263,0.017827454954385757,0.025312144309282303,5.441459655761719,3.875,0.9109907746315002,,,15047,run1
264,0.01743808202445507,0.025383470579981804,5.447135925292969,3.8125,0.9103372097015381,,,15049,run1
265,0.017898058518767357,0.025545792654156685,5.471134662628174,3.8125,0.9097601175308228,,,15161,run1
266,0.0177302286028862,0.02534024603664875,5.448222637176514,3.8511085510253906,0.9107615351676941,,,15189,run1
267,0.017807597294449806,0.02537086233496666,5.449245452880859,3.84375,0.9105587601661682,,,15275,run1
268,0.01779983565211296,0.025245426222682,5.4302263259887695,3.8384666442871094,0.9110426306724548,,,15309,run1
269,0.017269324511289597,0.025193365290760994,5.42134428024292,3.861980438232422,0.9113109111785889,,,15369,run1
270,0.017811214551329613,0.025209849700331688,5.423162937164307,3.84375,0.9112881422042847,,,15446,run1
271,0.01757861115038395,0.025302959606051445,5.438426971435547,3.84375,0.9108276963233948,,,15459,run1
