trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae,test/mae,test/loss,test/r2,test/recon_loss,test/medae,test/age_loss
279,143,0.0,5.580000000000001e-05,5.580000000000001e-05,850.577325064,0.0,1778837593.2803326,,,,,,,,,,,,,,,,,,,,
279,144,0.0,5.580000000000001e-05,5.580000000000001e-05,851.248244778,0.0,1778837593.9511743,,,,,,,,,,,,,,,,,,,,
279,145,0.0,5.580000000000001e-05,5.580000000000001e-05,851.920021392,0.0,1778837594.622865,,,,,,,,,,,,,,,,,,,,
279,146,0.0,5.580000000000001e-05,5.580000000000001e-05,852.590949528,0.0,1778837595.2938554,,,,,,,,,,,,,,,,,,,,
279,147,,,,853.262388033,,1778837595.965221,4.0,0.05316188186407089,,,,,,,,,,,,,,,,,,
284,148,,,,890.578911441,,1778837633.2819064,4.0,,0.0645345151424408,9.28125,0.0,0.0645345151424408,11.566852569580078,0.6761608719825745,,,,,,,,,,,,
284,149,,,,891.019495445,,1778837633.7223535,4.0,,,,,,,,0.0,0.06587103009223938,0.06587103009223938,11.77329158782959,0.6620239019393921,8.89474868774414,,,,,,
289,150,0.0,5.7799999999999995e-05,5.7799999999999995e-05,902.06914622,0.0,1778837644.7719538,,,,,,,,,,,,,,,,,,,,
289,151,0.0,5.7799999999999995e-05,5.7799999999999995e-05,902.740873819,0.0,1778837645.4437764,,,,,,,,,,,,,,,,,,,,
289,152,0.0,5.7799999999999995e-05,5.7799999999999995e-05,903.412473727,0.0,1778837646.1153815,,,,,,,,,,,,,,,,,,,,
289,153,0.0,5.7799999999999995e-05,5.7799999999999995e-05,904.084201317,0.0,1778837646.7871318,,,,,,,,,,,,,,,,,,,,
289,154,,,,904.756554228,,1778837647.4594495,5.0,0.050849948078393936,,,,,,,,,,,,,,,,,,
299,155,0.0,5.9800000000000003e-05,5.9800000000000003e-05,928.930626012,0.0,1778837671.6335194,,,,,,,,,,,,,,,,,,,,
299,156,0.0,5.9800000000000003e-05,5.9800000000000003e-05,929.602374543,0.0,1778837672.3053012,,,,,,,,,,,,,,,,,,,,
299,157,0.0,5.9800000000000003e-05,5.9800000000000003e-05,930.274180721,0.0,1778837672.9771092,,,,,,,,,,,,,,,,,,,,
299,158,0.0,5.9800000000000003e-05,5.9800000000000003e-05,930.946060459,0.0,1778837673.6490135,,,,,,,,,,,,,,,,,,,,
299,159,,,,931.618053469,,1778837674.3210156,5.0,0.036169759929180145,,,,,,,,,,,,,,,,,,
309,160,0.0,6.18e-05,6.18e-05,955.77616116,0.0,1778837698.4789894,,,,,,,,,,,,,,,,,,,,
309,161,0.0,6.18e-05,6.18e-05,956.44720112,0.0,1778837699.150126,,,,,,,,,,,,,,,,,,,,
309,162,0.0,6.18e-05,6.18e-05,957.118741393,0.0,1778837699.8216717,,,,,,,,,,,,,,,,,,,,
309,163,0.0,6.18e-05,6.18e-05,957.790252142,0.0,1778837700.493165,,,,,,,,,,,,,,,,,,,,
309,164,,,,958.461936422,,1778837701.1648571,5.0,0.04234538972377777,,,,,,,,,,,,,,,,,,
319,165,0.0,6.38e-05,6.38e-05,982.612564958,0.0,1778837725.3154004,,,,,,,,,,,,,,,,,,,,
319,166,0.0,6.38e-05,6.38e-05,983.283774414,0.0,1778837725.9866488,,,,,,,,,,,,,,,,,,,,
319,167,0.0,6.38e-05,6.38e-05,983.954948857,0.0,1778837726.6578538,,,,,,,,,,,,,,,,,,,,
319,168,0.0,6.38e-05,6.38e-05,984.625765551,0.0,1778837727.328654,,,,,,,,,,,,,,,,,,,,
319,169,,,,985.298421814,,1778837728.0011868,5.0,0.04865805059671402,,,,,,,,,,,,,,,,,,
329,170,0.0,6.58e-05,6.58e-05,1009.448160712,0.0,1778837752.1509724,,,,,,,,,,,,,,,,,,,,
