lr-AdamW/pg4,_runtime,val/recon_loss,epoch,lr-AdamW/pg1,test/recon_loss,val/mae,train/r2,train/loss_step,val/r2,val/medae,train/age_loss,train/loss_epoch,trainer/global_step,train/mae,train/medae,lr-AdamW/pg3,test/age_loss,train/recon_loss,val/age_loss,_timestamp,lr-AdamW/pg2,test/medae,test/r2,test/mae,val/loss,_step,test/loss
1.6016302757155806e-05,48029.603188001,,,8.008151378577903e-05,,,,,,,,,5389,,,1.6016302757155806e-05,,,,1779921615.7560303,8.008151378577903e-05,,,,,2881,
,48031.911286301,,94.0,,,,,0.01404039841145277,,,,,5389,,,,,,,1779921618.0641518,,,,,,2882,
1.600117497570362e-05,48114.836165804,,,8.000587487851809e-05,,,,,,,,,5399,,,1.600117497570362e-05,,,,1779921700.9889886,8.000587487851809e-05,,,,,2883,
1.600117497570362e-05,48117.140472316,,,8.000587487851809e-05,,,,,,,,,5399,,,1.600117497570362e-05,,,,1779921703.293267,8.000587487851809e-05,,,,,2884,
1.600117497570362e-05,48119.445439704,,,8.000587487851809e-05,,,,,,,,,5399,,,1.600117497570362e-05,,,,1779921705.5983095,8.000587487851809e-05,,,,,2885,
1.600117497570362e-05,48121.749235241,,,8.000587487851809e-05,,,,,,,,,5399,,,1.600117497570362e-05,,,,1779921707.902031,8.000587487851809e-05,,,,,2886,
,48124.054326368,,94.0,,,,,0.022714339196681976,,,,,5399,,,,,,,1779921710.2072232,,,,,,2887,
1.5986025700128456e-05,48206.98028052,,,7.993012850064227e-05,,,,,,,,,5409,,,1.5986025700128456e-05,,,,1779921793.1331446,7.993012850064227e-05,,,,,2888,
1.5986025700128456e-05,48209.284089462,,,7.993012850064227e-05,,,,,,,,,5409,,,1.5986025700128456e-05,,,,1779921795.4368787,7.993012850064227e-05,,,,,2889,
1.5986025700128456e-05,48211.590348601,,,7.993012850064227e-05,,,,,,,,,5409,,,1.5986025700128456e-05,,,,1779921797.7431757,7.993012850064227e-05,,,,,2890,
1.5986025700128456e-05,48213.896119908,,,7.993012850064227e-05,,,,,,,,,5409,,,1.5986025700128456e-05,,,,1779921800.0489998,7.993012850064227e-05,,,,,2891,
,48216.201023851,,94.0,,,,,0.029639363288879395,,,,,5409,,,,,,,1779921802.3538935,,,,,,2892,
,48285.856320605,0.0,94.0,,,5.905619144439697,,,0.8961105346679688,4.130208969116211,,,5414,,,,,,0.028246451169252396,1779921872.0090497,,,,,0.028246451169252396,2893,
,48285.860114421,,94.0,,,,0.9140468239784241,,,,0.024852899834513664,0.024852899834513664,5414,5.4285173416137695,3.65625,,,0.0,,1779921872.0131779,,,,,,2894,
1.5970854984689758e-05,48322.979563704,,,7.985427492344878e-05,,,,,,,,,5419,,,1.5970854984689758e-05,,,,1779921909.1323507,7.985427492344878e-05,,,,,2895,
1.5970854984689758e-05,48325.286604919,,,7.985427492344878e-05,,,,,,,,,5419,,,1.5970854984689758e-05,,,,1779921911.4394658,7.985427492344878e-05,,,,,2896,
1.5970854984689758e-05,48327.589374681,,,7.985427492344878e-05,,,,,,,,,5419,,,1.5970854984689758e-05,,,,1779921913.742229,7.985427492344878e-05,,,,,2897,
1.5970854984689758e-05,48329.894347248,,,7.985427492344878e-05,,,,,,,,,5419,,,1.5970854984689758e-05,,,,1779921916.047178,7.985427492344878e-05,,,,,2898,
,48332.200132038,,95.0,,,,,0.025153707712888718,,,,,5419,,,,,,,1779921918.352912,,,,,,2899,
1.5955662883723748e-05,48415.12756791,,,7.977831441861874e-05,,,,,,,,,5429,,,1.5955662883723748e-05,,,,1779922001.280437,7.977831441861874e-05,,,,,2900,
1.5955662883723748e-05,48417.43085908,,,7.977831441861874e-05,,,,,,,,,5429,,,1.5955662883723748e-05,,,,1779922003.5836957,7.977831441861874e-05,,,,,2901,
1.5955662883723748e-05,48419.735228023,,,7.977831441861874e-05,,,,,,,,,5429,,,1.5955662883723748e-05,,,,1779922005.8880599,7.977831441861874e-05,,,,,2902,
1.5955662883723748e-05,48422.040692124,,,7.977831441861874e-05,,,,,,,,,5429,,,1.5955662883723748e-05,,,,1779922008.1935272,7.977831441861874e-05,,,,,2903,
,48424.345966431,,95.0,,,,,0.024164270609617233,,,,,5429,,,,,,,1779922010.498859,,,,,,2904,
1.594044945164326e-05,48507.258473352,,,7.97022472582163e-05,,,,,,,,,5439,,,1.594044945164326e-05,,,,1779922093.4112732,7.97022472582163e-05,,,,,2905,
1.594044945164326e-05,48509.561925969,,,7.97022472582163e-05,,,,,,,,,5439,,,1.594044945164326e-05,,,,1779922095.714753,7.97022472582163e-05,,,,,2906,
1.594044945164326e-05,48511.866502057,,,7.97022472582163e-05,,,,,,,,,5439,,,1.594044945164326e-05,,,,1779922098.0193882,7.97022472582163e-05,,,,,2907,
1.594044945164326e-05,48514.167886426,,,7.97022472582163e-05,,,,,,,,,5439,,,1.594044945164326e-05,,,,1779922100.320744,7.97022472582163e-05,,,,,2908,
,48516.470587887,,95.0,,,,,0.02270287647843361,,,,,5439,,,,,,,1779922102.6234665,,,,,,2909,
1.592521474293752e-05,48599.384963279,,,7.962607371468759e-05,,,,,,,,,5449,,,1.592521474293752e-05,,,,1779922185.5377488,7.962607371468759e-05,,,,,2910,
1.592521474293752e-05,48601.688566224,,,7.962607371468759e-05,,,,,,,,,5449,,,1.592521474293752e-05,,,,1779922187.8413506,7.962607371468759e-05,,,,,2911,
1.592521474293752e-05,48603.992076242,,,7.962607371468759e-05,,,,,,,,,5449,,,1.592521474293752e-05,,,,1779922190.144881,7.962607371468759e-05,,,,,2912,
1.592521474293752e-05,48606.29476867,,,7.962607371468759e-05,,,,,,,,,5449,,,1.592521474293752e-05,,,,1779922192.447752,7.962607371468759e-05,,,,,2913,
,48608.596441577,,95.0,,,,,0.01690293289721012,,,,,5449,,,,,,,1779922194.7492716,,,,,,2914,
1.590995881217195e-05,48691.489022763,,,7.954979406085976e-05,,,,,,,,,5459,,,1.590995881217195e-05,,,,1779922277.6417396,7.954979406085976e-05,,,,,2915,
1.590995881217195e-05,48693.791100956,,,7.954979406085976e-05,,,,,,,,,5459,,,1.590995881217195e-05,,,,1779922279.9438922,7.954979406085976e-05,,,,,2916,
1.590995881217195e-05,48696.09781201,,,7.954979406085976e-05,,,,,,,,,5459,,,1.590995881217195e-05,,,,1779922282.250619,7.954979406085976e-05,,,,,2917,
1.590995881217195e-05,48698.402301474,,,7.954979406085976e-05,,,,,,,,,5459,,,1.590995881217195e-05,,,,1779922284.555137,7.954979406085976e-05,,,,,2918,
,48700.706737107,,95.0,,,,,0.027049651369452477,,,,,5459,,,,,,,1779922286.8595564,,,,,,2919,
1.5894681713988002e-05,48783.598990333,,,7.947340856994001e-05,,,,,,,,,5469,,,1.5894681713988002e-05,,,,1779922369.7517796,7.947340856994001e-05,,,,,2920,
1.5894681713988002e-05,48785.902390246,,,7.947340856994001e-05,,,,,,,,,5469,,,1.5894681713988002e-05,,,,1779922372.0553522,7.947340856994001e-05,,,,,2921,
1.5894681713988002e-05,48788.204539288,,,7.947340856994001e-05,,,,,,,,,5469,,,1.5894681713988002e-05,,,,1779922374.3575323,7.947340856994001e-05,,,,,2922,
1.5894681713988002e-05,48790.504432668,,,7.947340856994001e-05,,,,,,,,,5469,,,1.5894681713988002e-05,,,,1779922376.657445,7.947340856994001e-05,,,,,2923,
,48792.805668058,,95.0,,,,,0.03035801090300083,,,,,5469,,,,,,,1779922378.9587305,,,,,,2924,
,48834.817781049,0.0,95.0,,,6.008579254150391,,,0.8949007987976074,4.0234375,,,5471,,,,,,0.028472701087594032,1779922420.970509,,,,,0.028472701087594032,2925,
,48834.821249186,,95.0,,,,0.9156754612922668,,,,0.02429358847439289,0.02429358847439289,5471,5.306640625,3.5670013427734375,,,0.0,,1779922420.9743063,,,,,,2926,
1.5879383503102933e-05,48899.675678938,,,7.939691751551465e-05,,,,,,,,,5479,,,1.5879383503102933e-05,,,,1779922485.8285112,7.939691751551465e-05,,,,,2927,
1.5879383503102933e-05,48901.978440793,,,7.939691751551465e-05,,,,,,,,,5479,,,1.5879383503102933e-05,,,,1779922488.1312525,7.939691751551465e-05,,,,,2928,
1.5879383503102933e-05,48904.28230022,,,7.939691751551465e-05,,,,,,,,,5479,,,1.5879383503102933e-05,,,,1779922490.4352229,7.939691751551465e-05,,,,,2929,
1.5879383503102933e-05,48906.585546635,,,7.939691751551465e-05,,,,,,,,,5479,,,1.5879383503102933e-05,,,,1779922492.738427,7.939691751551465e-05,,,,,2930,
,48908.89114458,,96.0,,,,,0.016644185408949852,,,,,5479,,,,,,,1779922495.0439901,,,,,,2931,
1.5864064234309606e-05,48991.814994883,,,7.932032117154802e-05,,,,,,,,,5489,,,1.5864064234309606e-05,,,,1779922577.9678617,7.932032117154802e-05,,,,,2932,
1.5864064234309606e-05,48994.11990024,,,7.932032117154802e-05,,,,,,,,,5489,,,1.5864064234309606e-05,,,,1779922580.2728035,7.932032117154802e-05,,,,,2933,
1.5864064234309606e-05,48996.423321365,,,7.932032117154802e-05,,,,,,,,,5489,,,1.5864064234309606e-05,,,,1779922582.5761642,7.932032117154802e-05,,,,,2934,
1.5864064234309606e-05,48998.727452981,,,7.932032117154802e-05,,,,,,,,,5489,,,1.5864064234309606e-05,,,,1779922584.8803167,7.932032117154802e-05,,,,,2935,
,49001.031822004,,96.0,,,,,0.01998502016067505,,,,,5489,,,,,,,1779922587.1846728,,,,,,2936,
1.5848723962476324e-05,49083.972459156,,,7.924361981238162e-05,,,,,,,,,5499,,,1.5848723962476324e-05,,,,1779922670.125331,7.924361981238162e-05,,,,,2937,
1.5848723962476324e-05,49086.276276774,,,7.924361981238162e-05,,,,,,,,,5499,,,1.5848723962476324e-05,,,,1779922672.4289944,7.924361981238162e-05,,,,,2938,
1.5848723962476324e-05,49088.579737826,,,7.924361981238162e-05,,,,,,,,,5499,,,1.5848723962476324e-05,,,,1779922674.732599,7.924361981238162e-05,,,,,2939,
1.5848723962476324e-05,49090.883271789,,,7.924361981238162e-05,,,,,,,,,5499,,,1.5848723962476324e-05,,,,1779922677.0361257,7.924361981238162e-05,,,,,2940,
,49093.188546372,,96.0,,,,,0.029893560335040092,,,,,5499,,,,,,,1779922679.3414474,,,,,,2941,
1.583336274254661e-05,49176.080619378,,,7.916681371273304e-05,,,,,,,,,5509,,,1.583336274254661e-05,,,,1779922762.2334452,7.916681371273304e-05,,,,,2942,
1.583336274254661e-05,49178.382214658,,,7.916681371273304e-05,,,,,,,,,5509,,,1.583336274254661e-05,,,,1779922764.5348907,7.916681371273304e-05,,,,,2943,
1.583336274254661e-05,49180.685702747,,,7.916681371273304e-05,,,,,,,,,5509,,,1.583336274254661e-05,,,,1779922766.838522,7.916681371273304e-05,,,,,2944,
1.583336274254661e-05,49182.990950714,,,7.916681371273304e-05,,,,,,,,,5509,,,1.583336274254661e-05,,,,1779922769.1437926,7.916681371273304e-05,,,,,2945,
,49185.29467476,,96.0,,,,,0.011928368359804153,,,,,5509,,,,,,,1779922771.4475062,,,,,,2946,
1.5817980629539012e-05,49268.186318279,,,7.908990314769506e-05,,,,,,,,,5519,,,1.5817980629539012e-05,,,,1779922854.3391821,7.908990314769506e-05,,,,,2947,
1.5817980629539012e-05,49270.48816391,,,7.908990314769506e-05,,,,,,,,,5519,,,1.5817980629539012e-05,,,,1779922856.641029,7.908990314769506e-05,,,,,2948,
1.5817980629539012e-05,49272.792614923,,,7.908990314769506e-05,,,,,,,,,5519,,,1.5817980629539012e-05,,,,1779922858.9454787,7.908990314769506e-05,,,,,2949,
1.5817980629539012e-05,49275.095136473,,,7.908990314769506e-05,,,,,,,,,5519,,,1.5817980629539012e-05,,,,1779922861.2480357,7.908990314769506e-05,,,,,2950,
,49277.399472034,,96.0,,,,,0.02124011516571045,,,,,5519,,,,,,,1779922863.5523894,,,,,,2951,
,49383.787034057,0.0,96.0,,,5.813328266143799,,,0.8994281888008118,3.9442367553710938,,,5528,,,,,,0.027466166764497757,1779922969.9398863,,,,,0.027466166764497757,2952,
,49383.790792591,,96.0,,,,0.9189192652702332,,,,0.023907514289021492,0.023907514289021492,5528,5.256349086761475,3.53125,,,0.0,,1779922969.943876,,,,,,2953,
1.5802577678546914e-05,49384.156954494,,,7.901288839273458e-05,,,,,,,,,5529,,,1.5802577678546914e-05,,,,1779922970.3097055,7.901288839273458e-05,,,,,2954,
1.5802577678546914e-05,49386.461517839,,,7.901288839273458e-05,,,,,,,,,5529,,,1.5802577678546914e-05,,,,1779922972.614301,7.901288839273458e-05,,,,,2955,
1.5802577678546914e-05,49388.766458483,,,7.901288839273458e-05,,,,,,,,,5529,,,1.5802577678546914e-05,,,,1779922974.9192543,7.901288839273458e-05,,,,,2956,
1.5802577678546914e-05,49391.068592476,,,7.901288839273458e-05,,,,,,,,,5529,,,1.5802577678546914e-05,,,,1779922977.2214386,7.901288839273458e-05,,,,,2957,
,49393.372337994,,97.0,,,,,0.016349541023373604,,,,,5529,,,,,,,1779922979.525203,,,,,,2958,
1.5787153944738335e-05,49476.301491401,,,7.893576972369167e-05,,,,,,,,,5539,,,1.5787153944738335e-05,,,,1779923062.4543142,7.893576972369167e-05,,,,,2959,
1.5787153944738335e-05,49478.60505856,,,7.893576972369167e-05,,,,,,,,,5539,,,1.5787153944738335e-05,,,,1779923064.7578447,7.893576972369167e-05,,,,,2960,
1.5787153944738335e-05,49480.907766738,,,7.893576972369167e-05,,,,,,,,,5539,,,1.5787153944738335e-05,,,,1779923067.0605676,7.893576972369167e-05,,,,,2961,
1.5787153944738335e-05,49483.211570845,,,7.893576972369167e-05,,,,,,,,,5539,,,1.5787153944738335e-05,,,,1779923069.3644016,7.893576972369167e-05,,,,,2962,
,49485.516454929,,97.0,,,,,0.014793411828577518,,,,,5539,,,,,,,1779923071.6693053,,,,,,2963,
1.5771709483355727e-05,49568.445690164,,,7.885854741677862e-05,,,,,,,,,5549,,,1.5771709483355727e-05,,,,1779923154.5985415,7.885854741677862e-05,,,,,2964,
1.5771709483355727e-05,49570.746915412,,,7.885854741677862e-05,,,,,,,,,5549,,,1.5771709483355727e-05,,,,1779923156.899689,7.885854741677862e-05,,,,,2965,
1.5771709483355727e-05,49573.050425227,,,7.885854741677862e-05,,,,,,,,,5549,,,1.5771709483355727e-05,,,,1779923159.2032373,7.885854741677862e-05,,,,,2966,
1.5771709483355727e-05,49575.35396582,,,7.885854741677862e-05,,,,,,,,,5549,,,1.5771709483355727e-05,,,,1779923161.5067892,7.885854741677862e-05,,,,,2967,
,49577.658226387,,97.0,,,,,0.027882039546966553,,,,,5549,,,,,,,1779923163.8110735,,,,,,2968,
1.5756244349715777e-05,49660.595706957,,,7.87812217485789e-05,,,,,,,,,5559,,,1.5756244349715777e-05,,,,1779923246.7485497,7.87812217485789e-05,,,,,2969,
1.5756244349715777e-05,49662.899729526,,,7.87812217485789e-05,,,,,,,,,5559,,,1.5756244349715777e-05,,,,1779923249.052547,7.87812217485789e-05,,,,,2970,
1.5756244349715777e-05,49665.20546358,,,7.87812217485789e-05,,,,,,,,,5559,,,1.5756244349715777e-05,,,,1779923251.3583481,7.87812217485789e-05,,,,,2971,
1.5756244349715777e-05,49667.512428626,,,7.87812217485789e-05,,,,,,,,,5559,,,1.5756244349715777e-05,,,,1779923253.6652513,7.87812217485789e-05,,,,,2972,
,49669.815311447,,97.0,,,,,0.018372535705566406,,,,,5559,,,,,,,1779923255.9681623,,,,,,2973,
1.5740758599209232e-05,49752.716175308,,,7.870379299604616e-05,,,,,,,,,5569,,,1.5740758599209232e-05,,,,1779923338.8690336,7.870379299604616e-05,,,,,2974,
1.5740758599209232e-05,49755.017174821,,,7.870379299604616e-05,,,,,,,,,5569,,,1.5740758599209232e-05,,,,1779923341.1701803,7.870379299604616e-05,,,,,2975,
1.5740758599209232e-05,49757.322408399,,,7.870379299604616e-05,,,,,,,,,5569,,,1.5740758599209232e-05,,,,1779923343.4753156,7.870379299604616e-05,,,,,2976,
1.5740758599209232e-05,49759.625355202,,,7.870379299604616e-05,,,,,,,,,5569,,,1.5740758599209232e-05,,,,1779923345.778223,7.870379299604616e-05,,,,,2977,
,49761.928790161,,97.0,,,,,0.017018353566527367,,,,,5569,,,,,,,1779923348.0816562,,,,,,2978,
1.5725252287300655e-05,49844.808742087,,,7.862626143650327e-05,,,,,,,,,5579,,,1.5725252287300655e-05,,,,1779923430.9616086,7.862626143650327e-05,,,,,2979,
1.5725252287300655e-05,49847.111324525,,,7.862626143650327e-05,,,,,,,,,5579,,,1.5725252287300655e-05,,,,1779923433.2643447,7.862626143650327e-05,,,,,2980,
1.5725252287300655e-05,49849.41539379,,,7.862626143650327e-05,,,,,,,,,5579,,,1.5725252287300655e-05,,,,1779923435.5682704,7.862626143650327e-05,,,,,2981,
1.5725252287300655e-05,49851.718350524,,,7.862626143650327e-05,,,,,,,,,5579,,,1.5725252287300655e-05,,,,1779923437.8712254,7.862626143650327e-05,,,,,2982,
,49854.023222218,,97.0,,,,,0.02588600479066372,,,,,5579,,,,,,,1779923440.1760955,,,,,,2983,
,49932.803556782,0.0,97.0,,,5.719052791595459,,,0.9011403918266296,3.84375,,,5585,,,,,,0.02695191092789173,1779923518.9559212,,,,,0.02695191092789173,2984,
,49933.073882058,,97.0,,,,0.9169577360153198,,,,0.02407069131731987,0.02407069131731987,5585,5.273891925811768,3.53125,,,0.0,,1779923519.226665,,,,,,2985,
1.570972546952827e-05,49961.007227168,,,7.854862734764135e-05,,,,,,,,,5589,,,1.570972546952827e-05,,,,1779923547.1600182,7.854862734764135e-05,,,,,2986,
1.570972546952827e-05,49963.311210122,,,7.854862734764135e-05,,,,,,,,,5589,,,1.570972546952827e-05,,,,1779923549.4640589,7.854862734764135e-05,,,,,2987,
1.570972546952827e-05,49965.615126608,,,7.854862734764135e-05,,,,,,,,,5589,,,1.570972546952827e-05,,,,1779923551.7680058,7.854862734764135e-05,,,,,2988,
1.570972546952827e-05,49967.918785389,,,7.854862734764135e-05,,,,,,,,,5589,,,1.570972546952827e-05,,,,1779923554.0716522,7.854862734764135e-05,,,,,2989,
,49970.22323548,,98.0,,,,,0.028044171631336212,,,,,5589,,,,,,,1779923556.376085,,,,,,2990,
1.5694178201503747e-05,50053.145749109,,,7.847089100751873e-05,,,,,,,,,5599,,,1.5694178201503747e-05,,,,1779923639.2985945,7.847089100751873e-05,,,,,2991,
1.5694178201503747e-05,50055.452277153,,,7.847089100751873e-05,,,,,,,,,5599,,,1.5694178201503747e-05,,,,1779923641.605157,7.847089100751873e-05,,,,,2992,
1.5694178201503747e-05,50057.75856729,,,7.847089100751873e-05,,,,,,,,,5599,,,1.5694178201503747e-05,,,,1779923643.911437,7.847089100751873e-05,,,,,2993,
1.5694178201503747e-05,50060.060439487,,,7.847089100751873e-05,,,,,,,,,5599,,,1.5694178201503747e-05,,,,1779923646.2133167,7.847089100751873e-05,,,,,2994,
,50062.365477214,,98.0,,,,,0.016661038622260094,,,,,5599,,,,,,,1779923648.5183718,,,,,,2995,
1.567861053891199e-05,50145.292222347,,,7.839305269455994e-05,,,,,,,,,5609,,,1.567861053891199e-05,,,,1779923731.4450583,7.839305269455994e-05,,,,,2996,
1.567861053891199e-05,50147.592727207,,,7.839305269455994e-05,,,,,,,,,5609,,,1.567861053891199e-05,,,,1779923733.7455716,7.839305269455994e-05,,,,,2997,
1.567861053891199e-05,50149.898696643,,,7.839305269455994e-05,,,,,,,,,5609,,,1.567861053891199e-05,,,,1779923736.0515301,7.839305269455994e-05,,,,,2998,
1.567861053891199e-05,50152.203387719,,,7.839305269455994e-05,,,,,,,,,5609,,,1.567861053891199e-05,,,,1779923738.3561978,7.839305269455994e-05,,,,,2999,
,50154.504602471,,98.0,,,,,0.022568579763174057,,,,,5609,,,,,,,1779923740.6574628,,,,,,3000,
1.5663022537510956e-05,50237.414828762,,,7.831511268755479e-05,,,,,,,,,5619,,,1.5663022537510956e-05,,,,1779923823.567665,7.831511268755479e-05,,,,,3001,
1.5663022537510956e-05,50239.717870635,,,7.831511268755479e-05,,,,,,,,,5619,,,1.5663022537510956e-05,,,,1779923825.8708618,7.831511268755479e-05,,,,,3002,
1.5663022537510956e-05,50242.020796216,,,7.831511268755479e-05,,,,,,,,,5619,,,1.5663022537510956e-05,,,,1779923828.1736612,7.831511268755479e-05,,,,,3003,
1.5663022537510956e-05,50244.322793292,,,7.831511268755479e-05,,,,,,,,,5619,,,1.5663022537510956e-05,,,,1779923830.4757118,7.831511268755479e-05,,,,,3004,
,50246.628850874,,98.0,,,,,0.016709137707948685,,,,,5619,,,,,,,1779923832.7817218,,,,,,3005,
1.5647414253131453e-05,50329.539222015,,,7.823707126565726e-05,,,,,,,,,5629,,,1.5647414253131453e-05,,,,1779923915.6920557,7.823707126565726e-05,,,,,3006,
1.5647414253131453e-05,50331.844937106,,,7.823707126565726e-05,,,,,,,,,5629,,,1.5647414253131453e-05,,,,1779923917.9977014,7.823707126565726e-05,,,,,3007,
1.5647414253131453e-05,50334.149326015,,,7.823707126565726e-05,,,,,,,,,5629,,,1.5647414253131453e-05,,,,1779923920.3020864,7.823707126565726e-05,,,,,3008,
1.5647414253131453e-05,50336.455177764,,,7.823707126565726e-05,,,,,,,,,5629,,,1.5647414253131453e-05,,,,1779923922.6080387,7.823707126565726e-05,,,,,3009,
,50338.761057578,,98.0,,,,,0.02134149894118309,,,,,5629,,,,,,,1779923924.9138882,,,,,,3010,
1.5631785741676927e-05,50421.648210028,,,7.815892870838463e-05,,,,,,,,,5639,,,1.5631785741676927e-05,,,,1779924007.8009007,7.815892870838463e-05,,,,,3011,
1.5631785741676927e-05,50423.950500148,,,7.815892870838463e-05,,,,,,,,,5639,,,1.5631785741676927e-05,,,,1779924010.1034975,7.815892870838463e-05,,,,,3012,
1.5631785741676927e-05,50426.252804129,,,7.815892870838463e-05,,,,,,,,,5639,,,1.5631785741676927e-05,,,,1779924012.4057946,7.815892870838463e-05,,,,,3013,
1.5631785741676927e-05,50428.554347178,,,7.815892870838463e-05,,,,,,,,,5639,,,1.5631785741676927e-05,,,,1779924014.7073574,7.815892870838463e-05,,,,,3014,
,50430.857652028,,98.0,,,,,0.02734525501728058,,,,,5639,,,,,,,1779924017.010716,,,,,,3015,
,50482.070074708,0.0,98.0,,,5.660319805145264,,,0.9023674726486206,3.875,,,5642,,,,,,0.026789791882038116,1779924068.222802,,,,,0.026789791882038116,3016,
,50482.324945081,,98.0,,,,0.9179691672325134,,,,0.02380981855094433,0.02380981855094433,5642,5.226540565490723,3.4375,,,0.0,,1779924068.4777718,,,,,,3017,
1.561613705912327e-05,50537.922649865,,,7.808068529561637e-05,,,,,,,,,5649,,,1.561613705912327e-05,,,,1779924124.0754106,7.808068529561637e-05,,,,,3018,
1.561613705912327e-05,50540.226977388,,,7.808068529561637e-05,,,,,,,,,5649,,,1.561613705912327e-05,,,,1779924126.3798232,7.808068529561637e-05,,,,,3019,
1.561613705912327e-05,50542.532235101,,,7.808068529561637e-05,,,,,,,,,5649,,,1.561613705912327e-05,,,,1779924128.6850688,7.808068529561637e-05,,,,,3020,
1.561613705912327e-05,50544.83569352,,,7.808068529561637e-05,,,,,,,,,5649,,,1.561613705912327e-05,,,,1779924130.9885607,7.808068529561637e-05,,,,,3021,
,50547.144447221,,99.0,,,,,0.024071412160992622,,,,,5649,,,,,,,1779924133.2971342,,,,,,3022,
1.5600468261518637e-05,50630.046895734,,,7.800234130759318e-05,,,,,,,,,5659,,,1.5600468261518637e-05,,,,1779924216.1997397,7.800234130759318e-05,,,,,3023,
1.5600468261518637e-05,50632.350995008,,,7.800234130759318e-05,,,,,,,,,5659,,,1.5600468261518637e-05,,,,1779924218.50386,7.800234130759318e-05,,,,,3024,
1.5600468261518637e-05,50634.65410711,,,7.800234130759318e-05,,,,,,,,,5659,,,1.5600468261518637e-05,,,,1779924220.8069384,7.800234130759318e-05,,,,,3025,
1.5600468261518637e-05,50636.957615358,,,7.800234130759318e-05,,,,,,,,,5659,,,1.5600468261518637e-05,,,,1779924223.1104414,7.800234130759318e-05,,,,,3026,
,50639.263357707,,99.0,,,,,0.02046237513422966,,,,,5659,,,,,,,1779924225.4162064,,,,,,3027,
1.5584779404983202e-05,50722.171301211,,,7.792389702491601e-05,,,,,,,,,5669,,,1.5584779404983202e-05,,,,1779924308.3241463,7.792389702491601e-05,,,,,3028,
1.5584779404983202e-05,50724.473220473,,,7.792389702491601e-05,,,,,,,,,5669,,,1.5584779404983202e-05,,,,1779924310.626057,7.792389702491601e-05,,,,,3029,
1.5584779404983202e-05,50726.776820144,,,7.792389702491601e-05,,,,,,,,,5669,,,1.5584779404983202e-05,,,,1779924312.9296718,7.792389702491601e-05,,,,,3030,
1.5584779404983202e-05,50729.079415406,,,7.792389702491601e-05,,,,,,,,,5669,,,1.5584779404983202e-05,,,,1779924315.232263,7.792389702491601e-05,,,,,3031,
,50731.381944451,,99.0,,,,,0.013458346016705036,,,,,5669,,,,,,,1779924317.5348377,,,,,,3032,
1.5569070545709e-05,50814.262445899,,,7.7845352728545e-05,,,,,,,,,5679,,,1.5569070545709e-05,,,,1779924400.4152951,7.7845352728545e-05,,,,,3033,
1.5569070545709e-05,50816.565334863,,,7.7845352728545e-05,,,,,,,,,5679,,,1.5569070545709e-05,,,,1779924402.7181914,7.7845352728545e-05,,,,,3034,
1.5569070545709e-05,50818.868208326,,,7.7845352728545e-05,,,,,,,,,5679,,,1.5569070545709e-05,,,,1779924405.0210626,7.7845352728545e-05,,,,,3035,
1.5569070545709e-05,50821.170814738,,,7.7845352728545e-05,,,,,,,,,5679,,,1.5569070545709e-05,,,,1779924407.323774,7.7845352728545e-05,,,,,3036,
,50823.477871793,,99.0,,,,,0.0237390398979187,,,,,5679,,,,,,,1779924409.6307087,,,,,,3037,
1.5553341739959713e-05,50906.376784953,,,7.776670869979857e-05,,,,,,,,,5689,,,1.5553341739959713e-05,,,,1779924492.5296378,7.776670869979857e-05,,,,,3038,
1.5553341739959713e-05,50908.680521904,,,7.776670869979857e-05,,,,,,,,,5689,,,1.5553341739959713e-05,,,,1779924494.8334217,7.776670869979857e-05,,,,,3039,
1.5553341739959713e-05,50910.982075164,,,7.776670869979857e-05,,,,,,,,,5689,,,1.5553341739959713e-05,,,,1779924497.1349936,7.776670869979857e-05,,,,,3040,
1.5553341739959713e-05,50913.284142068,,,7.776670869979857e-05,,,,,,,,,5689,,,1.5553341739959713e-05,,,,1779924499.4370139,7.776670869979857e-05,,,,,3041,
,50915.589381302,,99.0,,,,,0.024677671492099762,,,,,5689,,,,,,,1779924501.7422612,,,,,,3042,
1.5537593044070446e-05,50998.480821599,,,7.768796522035222e-05,,,,,,,,,5699,,,1.5537593044070446e-05,,,,1779924584.63365,7.768796522035222e-05,,,,,3043,
1.5537593044070446e-05,51000.785284983,,,7.768796522035222e-05,,,,,,,,,5699,,,1.5537593044070446e-05,,,,1779924586.9381294,7.768796522035222e-05,,,,,3044,
1.5537593044070446e-05,51003.089106514,,,7.768796522035222e-05,,,,,,,,,5699,,,1.5537593044070446e-05,,,,1779924589.2420595,7.768796522035222e-05,,,,,3045,
1.5537593044070446e-05,51005.391528042,,,7.768796522035222e-05,,,,,,,,,5699,,,1.5537593044070446e-05,,,,1779924591.5443804,7.768796522035222e-05,,,,,3046,
,51006.979334119,,99.0,,,,,0.019112026318907738,,,,,5699,,,,,,,1779924593.1323533,,,,,,3047,
,51031.238863193,0.0,99.0,,,5.715612888336182,,,0.9027489423751831,3.828125,,,5699,,,,,,0.026774542406201363,1779924617.391572,,,,,0.026774542406201363,3048,
,51031.242570135,,99.0,,,,0.9192291498184204,,,,0.023837735876441002,0.023837735876441002,5699,5.241025924682617,3.53125,,,0.0,,1779924617.395632,,,,,,3049,
