lr-AdamW/pg4,_runtime,val/recon_loss,epoch,lr-AdamW/pg1,test/recon_loss,val/mae,train/r2,train/loss_step,val/r2,val/medae,train/age_loss,train/loss_epoch,trainer/global_step,train/mae,train/medae,lr-AdamW/pg3,test/age_loss,train/recon_loss,val/age_loss,_timestamp,lr-AdamW/pg2,test/medae,test/r2,test/mae,val/loss,_step,test/loss
9.699133823910864e-06,82334.435435823,,,4.8495669119554315e-05,,,,,,,,,8959,,,9.699133823910864e-06,,,,1779955920.5881956,4.8495669119554315e-05,,,,,4789,
9.699133823910864e-06,82336.73722373,,,4.8495669119554315e-05,,,,,,,,,8959,,,9.699133823910864e-06,,,,1779955922.8900518,4.8495669119554315e-05,,,,,4790,
9.699133823910864e-06,82339.039593531,,,4.8495669119554315e-05,,,,,,,,,8959,,,9.699133823910864e-06,,,,1779955925.1924565,4.8495669119554315e-05,,,,,4791,
9.699133823910864e-06,82341.342489644,,,4.8495669119554315e-05,,,,,,,,,8959,,,9.699133823910864e-06,,,,1779955927.4953003,4.8495669119554315e-05,,,,,4792,
,82343.645696654,,157.0,,,,,0.017347346991300583,,,,,8959,,,,,,,1779955929.7985842,,,,,,4793,
9.680217684606459e-06,82426.52790841,,,4.840108842303229e-05,,,,,,,,,8969,,,9.680217684606459e-06,,,,1779956012.6806974,4.840108842303229e-05,,,,,4794,
9.680217684606459e-06,82428.8322746,,,4.840108842303229e-05,,,,,,,,,8969,,,9.680217684606459e-06,,,,1779956014.985064,4.840108842303229e-05,,,,,4795,
9.680217684606459e-06,82431.134815316,,,4.840108842303229e-05,,,,,,,,,8969,,,9.680217684606459e-06,,,,1779956017.2876222,4.840108842303229e-05,,,,,4796,
9.680217684606459e-06,82433.43754152,,,4.840108842303229e-05,,,,,,,,,8969,,,9.680217684606459e-06,,,,1779956019.5903482,4.840108842303229e-05,,,,,4797,
,82435.740906825,,157.0,,,,,0.01860753260552883,,,,,8969,,,,,,,1779956021.8937836,,,,,,4798,
9.661302690651157e-06,82518.608187653,,,4.8306513453255785e-05,,,,,,,,,8979,,,9.661302690651157e-06,,,,1779956104.7610419,4.8306513453255785e-05,,,,,4799,
9.661302690651157e-06,82520.907304051,,,4.8306513453255785e-05,,,,,,,,,8979,,,9.661302690651157e-06,,,,1779956107.0601366,4.8306513453255785e-05,,,,,4800,
9.661302690651157e-06,82523.211977044,,,4.8306513453255785e-05,,,,,,,,,8979,,,9.661302690651157e-06,,,,1779956109.36482,4.8306513453255785e-05,,,,,4801,
9.661302690651157e-06,82525.516516105,,,4.8306513453255785e-05,,,,,,,,,8979,,,9.661302690651157e-06,,,,1779956111.669353,4.8306513453255785e-05,,,,,4802,
,82527.821198611,,157.0,,,,,0.019857345148921013,,,,,8979,,,,,,,1779956113.9740326,,,,,,4803,
9.642388909791903e-06,82610.686653521,,,4.821194454895952e-05,,,,,,,,,8989,,,9.642388909791903e-06,,,,1779956196.839493,4.821194454895952e-05,,,,,4804,
9.642388909791903e-06,82612.989963952,,,4.821194454895952e-05,,,,,,,,,8989,,,9.642388909791903e-06,,,,1779956199.1428075,4.821194454895952e-05,,,,,4805,
9.642388909791903e-06,82615.294227996,,,4.821194454895952e-05,,,,,,,,,8989,,,9.642388909791903e-06,,,,1779956201.4470737,4.821194454895952e-05,,,,,4806,
9.642388909791903e-06,82617.597883014,,,4.821194454895952e-05,,,,,,,,,8989,,,9.642388909791903e-06,,,,1779956203.7507272,4.821194454895952e-05,,,,,4807,
,82619.901993336,,157.0,,,,,0.018634509295225143,,,,,8989,,,,,,,1779956206.0548637,,,,,,4808,
9.623476409771283e-06,82702.758353406,,,4.811738204885641e-05,,,,,,,,,8999,,,9.623476409771283e-06,,,,1779956288.9111981,4.811738204885641e-05,,,,,4809,
9.623476409771283e-06,82705.06124969,,,4.811738204885641e-05,,,,,,,,,8999,,,9.623476409771283e-06,,,,1779956291.2140956,4.811738204885641e-05,,,,,4810,
9.623476409771283e-06,82707.360935017,,,4.811738204885641e-05,,,,,,,,,8999,,,9.623476409771283e-06,,,,1779956293.5138054,4.811738204885641e-05,,,,,4811,
9.623476409771283e-06,82709.663220533,,,4.811738204885641e-05,,,,,,,,,8999,,,9.623476409771283e-06,,,,1779956295.8160496,4.811738204885641e-05,,,,,4812,
,82711.965708392,,157.0,,,,,0.022552259266376495,,,,,8999,,,,,,,1779956298.1185348,,,,,,4813,
,82790.732371497,0.0,157.0,,,5.6974382400512695,,,0.9025673866271973,3.8125,,,9005,,,,,,0.02693280577659607,1779956376.8850448,,,,,0.02693280577659607,4814,
,82790.735863086,,157.0,,,,0.9330633878707886,,,,0.02060786448419094,0.02060786448419094,9005,4.719038486480713,3.15625,,,0.0,,1779956376.888916,,,,,,4815,
9.604565258327292e-06,82818.643935357,,,4.802282629163646e-05,,,,,,,,,9009,,,9.604565258327292e-06,,,,1779956404.7967634,4.802282629163646e-05,,,,,4816,
9.604565258327292e-06,82820.944906501,,,4.802282629163646e-05,,,,,,,,,9009,,,9.604565258327292e-06,,,,1779956407.097819,4.802282629163646e-05,,,,,4817,
9.604565258327292e-06,82823.246511848,,,4.802282629163646e-05,,,,,,,,,9009,,,9.604565258327292e-06,,,,1779956409.399367,4.802282629163646e-05,,,,,4818,
9.604565258327292e-06,82825.548552368,,,4.802282629163646e-05,,,,,,,,,9009,,,9.604565258327292e-06,,,,1779956411.7014916,4.802282629163646e-05,,,,,4819,
,82827.852492104,,158.0,,,,,0.016440600156784058,,,,,9009,,,,,,,1779956414.0053575,,,,,,4820,
9.585655523193113e-06,82910.714078381,,,4.792827761596556e-05,,,,,,,,,9019,,,9.585655523193113e-06,,,,1779956496.8669288,4.792827761596556e-05,,,,,4821,
9.585655523193113e-06,82913.014903022,,,4.792827761596556e-05,,,,,,,,,9019,,,9.585655523193113e-06,,,,1779956499.1678438,4.792827761596556e-05,,,,,4822,
9.585655523193113e-06,82915.317090421,,,4.792827761596556e-05,,,,,,,,,9019,,,9.585655523193113e-06,,,,1779956501.4699295,4.792827761596556e-05,,,,,4823,
9.585655523193113e-06,82917.623367559,,,4.792827761596556e-05,,,,,,,,,9019,,,9.585655523193113e-06,,,,1779956503.7762713,4.792827761596556e-05,,,,,4824,
,82919.926242341,,158.0,,,,,0.013819638639688492,,,,,9019,,,,,,,1779956506.0791008,,,,,,4825,
9.566747272096835e-06,83002.793873295,,,4.783373636048418e-05,,,,,,,,,9029,,,9.566747272096835e-06,,,,1779956588.9467268,4.783373636048418e-05,,,,,4826,
9.566747272096835e-06,83005.095220088,,,4.783373636048418e-05,,,,,,,,,9029,,,9.566747272096835e-06,,,,1779956591.2481217,4.783373636048418e-05,,,,,4827,
9.566747272096835e-06,83007.39941959,,,4.783373636048418e-05,,,,,,,,,9029,,,9.566747272096835e-06,,,,1779956593.5522811,4.783373636048418e-05,,,,,4828,
9.566747272096835e-06,83009.699731517,,,4.783373636048418e-05,,,,,,,,,9029,,,9.566747272096835e-06,,,,1779956595.8526275,4.783373636048418e-05,,,,,4829,
,83012.003915024,,158.0,,,,,0.02722294256091118,,,,,9029,,,,,,,1779956598.1568975,,,,,,4830,
9.547840572761246e-06,83094.862424611,,,4.773920286380623e-05,,,,,,,,,9039,,,9.547840572761246e-06,,,,1779956681.0152082,4.773920286380623e-05,,,,,4831,
9.547840572761246e-06,83097.162501253,,,4.773920286380623e-05,,,,,,,,,9039,,,9.547840572761246e-06,,,,1779956683.3154967,4.773920286380623e-05,,,,,4832,
9.547840572761246e-06,83099.464379993,,,4.773920286380623e-05,,,,,,,,,9039,,,9.547840572761246e-06,,,,1779956685.6172352,4.773920286380623e-05,,,,,4833,
9.547840572761246e-06,83101.767877858,,,4.773920286380623e-05,,,,,,,,,9039,,,9.547840572761246e-06,,,,1779956687.9207485,4.773920286380623e-05,,,,,4834,
,83104.07016353,,158.0,,,,,0.02189033105969429,,,,,9039,,,,,,,1779956690.2230697,,,,,,4835,
9.528935492903575e-06,83186.854456885,,,4.7644677464517874e-05,,,,,,,,,9049,,,9.528935492903575e-06,,,,1779956773.0072405,4.7644677464517874e-05,,,,,4836,
9.528935492903575e-06,83189.140358514,,,4.7644677464517874e-05,,,,,,,,,9049,,,9.528935492903575e-06,,,,1779956775.293382,4.7644677464517874e-05,,,,,4837,
9.528935492903575e-06,83191.426274854,,,4.7644677464517874e-05,,,,,,,,,9049,,,9.528935492903575e-06,,,,1779956777.579173,4.7644677464517874e-05,,,,,4838,
9.528935492903575e-06,83193.714518393,,,4.7644677464517874e-05,,,,,,,,,9049,,,9.528935492903575e-06,,,,1779956779.8673306,4.7644677464517874e-05,,,,,4839,
,83196.002485646,,158.0,,,,,0.027205783873796463,,,,,9049,,,,,,,1779956782.1553779,,,,,,4840,
9.510032100235243e-06,83278.307858681,,,4.755016050117621e-05,,,,,,,,,9059,,,9.510032100235243e-06,,,,1779956864.4607208,4.755016050117621e-05,,,,,4841,
9.510032100235243e-06,83280.591794012,,,4.755016050117621e-05,,,,,,,,,9059,,,9.510032100235243e-06,,,,1779956866.744833,4.755016050117621e-05,,,,,4842,
9.510032100235243e-06,83282.877017389,,,4.755016050117621e-05,,,,,,,,,9059,,,9.510032100235243e-06,,,,1779956869.0300672,4.755016050117621e-05,,,,,4843,
9.510032100235243e-06,83285.163822614,,,4.755016050117621e-05,,,,,,,,,9059,,,9.510032100235243e-06,,,,1779956871.316803,4.755016050117621e-05,,,,,4844,
,83287.451622514,,158.0,,,,,0.027115030214190483,,,,,9059,,,,,,,1779956873.6046555,,,,,,4845,
,83338.48311939,0.0,158.0,,,5.629016876220703,,,0.9045898914337158,3.71875,,,9062,,,,,,0.02660270780324936,1779956924.636038,,,,,0.02660270780324936,4846,
,83338.486710529,,158.0,,,,0.935390055179596,,,,0.02033526450395584,0.02033526450395584,9062,4.687514781951904,3.15625,,,0.0,,1779956924.6397598,,,,,,4847,
9.491130462461629e-06,83393.963952234,,,4.745565231230814e-05,,,,,,,,,9069,,,9.491130462461629e-06,,,,1779956980.1166794,4.745565231230814e-05,,,,,4848,
9.491130462461629e-06,83396.24846557,,,4.745565231230814e-05,,,,,,,,,9069,,,9.491130462461629e-06,,,,1779956982.4013839,4.745565231230814e-05,,,,,4849,
9.491130462461629e-06,83398.535666005,,,4.745565231230814e-05,,,,,,,,,9069,,,9.491130462461629e-06,,,,1779956984.6884923,4.745565231230814e-05,,,,,4850,
9.491130462461629e-06,83400.820073081,,,4.745565231230814e-05,,,,,,,,,9069,,,9.491130462461629e-06,,,,1779956986.9730368,4.745565231230814e-05,,,,,4851,
,83403.109263277,,159.0,,,,,0.02815667726099491,,,,,9069,,,,,,,1779956989.262066,,,,,,4852,
9.472230647281837e-06,83485.411762379,,,4.736115323640918e-05,,,,,,,,,9079,,,9.472230647281837e-06,,,,1779957071.564542,4.736115323640918e-05,,,,,4853,
9.472230647281837e-06,83487.698717455,,,4.736115323640918e-05,,,,,,,,,9079,,,9.472230647281837e-06,,,,1779957073.85161,4.736115323640918e-05,,,,,4854,
9.472230647281837e-06,83489.984451665,,,4.736115323640918e-05,,,,,,,,,9079,,,9.472230647281837e-06,,,,1779957076.1372437,4.736115323640918e-05,,,,,4855,
9.472230647281837e-06,83492.269329678,,,4.736115323640918e-05,,,,,,,,,9079,,,9.472230647281837e-06,,,,1779957078.422271,4.736115323640918e-05,,,,,4856,
,83494.555169316,,159.0,,,,,0.028406813740730286,,,,,9079,,,,,,,1779957080.7079582,,,,,,4857,
9.453332722388435e-06,83576.857925061,,,4.7266663611942176e-05,,,,,,,,,9089,,,9.453332722388435e-06,,,,1779957163.0107083,4.7266663611942176e-05,,,,,4858,
9.453332722388435e-06,83579.144666872,,,4.7266663611942176e-05,,,,,,,,,9089,,,9.453332722388435e-06,,,,1779957165.2976036,4.7266663611942176e-05,,,,,4859,
9.453332722388435e-06,83581.430938246,,,4.7266663611942176e-05,,,,,,,,,9089,,,9.453332722388435e-06,,,,1779957167.5837681,4.7266663611942176e-05,,,,,4860,
9.453332722388435e-06,83583.716313854,,,4.7266663611942176e-05,,,,,,,,,9089,,,9.453332722388435e-06,,,,1779957169.8692014,4.7266663611942176e-05,,,,,4861,
,83586.004161898,,159.0,,,,,0.02757946588099003,,,,,9089,,,,,,,1779957172.1569507,,,,,,4862,
9.434436755467216e-06,83668.295630911,,,4.7172183777336084e-05,,,,,,,,,9099,,,9.434436755467216e-06,,,,1779957254.4484189,4.7172183777336084e-05,,,,,4863,
9.434436755467216e-06,83670.579416239,,,4.7172183777336084e-05,,,,,,,,,9099,,,9.434436755467216e-06,,,,1779957256.7324224,4.7172183777336084e-05,,,,,4864,
9.434436755467216e-06,83672.867453468,,,4.7172183777336084e-05,,,,,,,,,9099,,,9.434436755467216e-06,,,,1779957259.0202696,4.7172183777336084e-05,,,,,4865,
9.434436755467216e-06,83675.152974314,,,4.7172183777336084e-05,,,,,,,,,9099,,,9.434436755467216e-06,,,,1779957261.3058994,4.7172183777336084e-05,,,,,4866,
,83677.439050525,,159.0,,,,,0.016268260776996613,,,,,9099,,,,,,,1779957263.5918498,,,,,,4867,
9.415542814196973e-06,83759.740184813,,,4.707771407098486e-05,,,,,,,,,9109,,,9.415542814196973e-06,,,,1779957345.8929517,4.707771407098486e-05,,,,,4868,
9.415542814196973e-06,83762.026459864,,,4.707771407098486e-05,,,,,,,,,9109,,,9.415542814196973e-06,,,,1779957348.1794302,4.707771407098486e-05,,,,,4869,
9.415542814196973e-06,83764.31446819,,,4.707771407098486e-05,,,,,,,,,9109,,,9.415542814196973e-06,,,,1779957350.4672706,4.707771407098486e-05,,,,,4870,
9.415542814196973e-06,83766.598455251,,,4.707771407098486e-05,,,,,,,,,9109,,,9.415542814196973e-06,,,,1779957352.751346,4.707771407098486e-05,,,,,4871,
,83768.88642552,,159.0,,,,,0.007773148827254772,,,,,9109,,,,,,,1779957355.0392158,,,,,,4872,
9.396650966249234e-06,83851.180250756,,,4.6983254831246166e-05,,,,,,,,,9119,,,9.396650966249234e-06,,,,1779957437.3330388,4.6983254831246166e-05,,,,,4873,
9.396650966249234e-06,83853.4673793,,,4.6983254831246166e-05,,,,,,,,,9119,,,9.396650966249234e-06,,,,1779957439.620276,4.6983254831246166e-05,,,,,4874,
9.396650966249234e-06,83855.750682263,,,4.6983254831246166e-05,,,,,,,,,9119,,,9.396650966249234e-06,,,,1779957441.9035432,4.6983254831246166e-05,,,,,4875,
9.396650966249234e-06,83858.035594996,,,4.6983254831246166e-05,,,,,,,,,9119,,,9.396650966249234e-06,,,,1779957444.188561,4.6983254831246166e-05,,,,,4876,
,83859.609420068,,159.0,,,,,0.01767687499523163,,,,,9119,,,,,,,1779957445.7624528,,,,,,4877,
,83883.717165997,0.0,159.0,,,5.497412204742432,,,0.9082840085029602,3.7375030517578125,,,9119,,,,,,0.02571159414947033,1779957469.8701692,,,,,0.02571159414947033,4878,
,83883.720757976,,159.0,,,,0.9374423623085022,,,,0.019762814044952393,0.019762814044952393,9119,4.584306716918945,3.113750457763672,,,0.0,,1779957469.873823,,,,,,4879,
9.377761279288029e-06,83966.308984264,,,4.6888806396440144e-05,,,,,,,,,9129,,,9.377761279288029e-06,,,,1779957552.4619768,4.6888806396440144e-05,,,,,4880,
9.377761279288029e-06,83968.597359001,,,4.6888806396440144e-05,,,,,,,,,9129,,,9.377761279288029e-06,,,,1779957554.7502394,4.6888806396440144e-05,,,,,4881,
9.377761279288029e-06,83970.883668775,,,4.6888806396440144e-05,,,,,,,,,9129,,,9.377761279288029e-06,,,,1779957557.036716,4.6888806396440144e-05,,,,,4882,
9.377761279288029e-06,83973.170873344,,,4.6888806396440144e-05,,,,,,,,,9129,,,9.377761279288029e-06,,,,1779957559.3238552,4.6888806396440144e-05,,,,,4883,
,83975.459263335,,160.0,,,,,0.021210700273513794,,,,,9129,,,,,,,1779957561.6122928,,,,,,4884,
9.35887382096966e-06,84057.783366289,,,4.6794369104848295e-05,,,,,,,,,9139,,,9.35887382096966e-06,,,,1779957643.9363554,4.6794369104848295e-05,,,,,4885,
9.35887382096966e-06,84060.070662826,,,4.6794369104848295e-05,,,,,,,,,9139,,,9.35887382096966e-06,,,,1779957646.2235792,4.6794369104848295e-05,,,,,4886,
9.35887382096966e-06,84062.357658572,,,4.6794369104848295e-05,,,,,,,,,9139,,,9.35887382096966e-06,,,,1779957648.510658,4.6794369104848295e-05,,,,,4887,
9.35887382096966e-06,84064.642486348,,,4.6794369104848295e-05,,,,,,,,,9139,,,9.35887382096966e-06,,,,1779957650.7955337,4.6794369104848295e-05,,,,,4888,
,84066.930308235,,160.0,,,,,0.026191197335720062,,,,,9139,,,,,,,1779957653.0832381,,,,,,4889,
9.339988658942428e-06,84149.272329499,,,4.669994329471214e-05,,,,,,,,,9149,,,9.339988658942428e-06,,,,1779957735.4252574,4.669994329471214e-05,,,,,4890,
9.339988658942428e-06,84151.560920102,,,4.669994329471214e-05,,,,,,,,,9149,,,9.339988658942428e-06,,,,1779957737.7138104,4.669994329471214e-05,,,,,4891,
9.339988658942428e-06,84153.848462129,,,4.669994329471214e-05,,,,,,,,,9149,,,9.339988658942428e-06,,,,1779957740.001478,4.669994329471214e-05,,,,,4892,
9.339988658942428e-06,84156.136973964,,,4.669994329471214e-05,,,,,,,,,9149,,,9.339988658942428e-06,,,,1779957742.2900102,4.669994329471214e-05,,,,,4893,
,84158.423095616,,160.0,,,,,0.016800612211227417,,,,,9149,,,,,,,1779957744.5760145,,,,,,4894,
9.321105860846423e-06,84240.75157599,,,4.6605529304232116e-05,,,,,,,,,9159,,,9.321105860846423e-06,,,,1779957826.9045296,4.6605529304232116e-05,,,,,4895,
9.321105860846423e-06,84243.04128873,,,4.6605529304232116e-05,,,,,,,,,9159,,,9.321105860846423e-06,,,,1779957829.1941335,4.6605529304232116e-05,,,,,4896,
9.321105860846423e-06,84245.326760665,,,4.6605529304232116e-05,,,,,,,,,9159,,,9.321105860846423e-06,,,,1779957831.4798198,4.6605529304232116e-05,,,,,4897,
9.321105860846423e-06,84247.610906788,,,4.6605529304232116e-05,,,,,,,,,9159,,,9.321105860846423e-06,,,,1779957833.7639475,4.6605529304232116e-05,,,,,4898,
,84249.899262518,,160.0,,,,,0.01430140808224678,,,,,9159,,,,,,,1779957836.052194,,,,,,4899,
9.30222549431327e-06,84332.230871219,,,4.6511127471566345e-05,,,,,,,,,9169,,,9.30222549431327e-06,,,,1779957918.383815,4.6511127471566345e-05,,,,,4900,
9.30222549431327e-06,84334.516951068,,,4.6511127471566345e-05,,,,,,,,,9169,,,9.30222549431327e-06,,,,1779957920.6700332,4.6511127471566345e-05,,,,,4901,
9.30222549431327e-06,84336.803023287,,,4.6511127471566345e-05,,,,,,,,,9169,,,9.30222549431327e-06,,,,1779957922.9561005,4.6511127471566345e-05,,,,,4902,
9.30222549431327e-06,84339.091458958,,,4.6511127471566345e-05,,,,,,,,,9169,,,9.30222549431327e-06,,,,1779957925.2445397,4.6511127471566345e-05,,,,,4903,
,84341.378974526,,160.0,,,,,0.013233646750450134,,,,,9169,,,,,,,1779957927.5318317,,,,,,4904,
,84428.798337338,0.0,160.0,,,5.575271129608154,,,0.9080446362495422,3.8045005798339844,,,9176,,,,,,0.02594965323805809,1779958014.9509342,,,,,0.02594965323805809,4905,
,84428.801840714,,160.0,,,,0.9342275261878967,,,,0.020466908812522888,0.020466908812522888,9176,4.699355602264404,3.140625,,,0.0,,1779958014.9548986,,,,,,4906,
9.283347626965875e-06,84447.40006342,,,4.641673813482937e-05,,,,,,,,,9179,,,9.283347626965875e-06,,,,1779958033.552981,4.641673813482937e-05,,,,,4907,
9.283347626965875e-06,84449.687808323,,,4.641673813482937e-05,,,,,,,,,9179,,,9.283347626965875e-06,,,,1779958035.8406131,4.641673813482937e-05,,,,,4908,
9.283347626965875e-06,84451.977570879,,,4.641673813482937e-05,,,,,,,,,9179,,,9.283347626965875e-06,,,,1779958038.1305418,4.641673813482937e-05,,,,,4909,
9.283347626965875e-06,84454.265578447,,,4.641673813482937e-05,,,,,,,,,9179,,,9.283347626965875e-06,,,,1779958040.4185812,4.641673813482937e-05,,,,,4910,
,84456.554193188,,161.0,,,,,0.01685129851102829,,,,,9179,,,,,,,1779958042.7070534,,,,,,4911,
9.264472326418196e-06,84538.879874597,,,4.632236163209098e-05,,,,,,,,,9189,,,9.264472326418196e-06,,,,1779958125.0327046,4.632236163209098e-05,,,,,4912,
9.264472326418196e-06,84541.168472604,,,4.632236163209098e-05,,,,,,,,,9189,,,9.264472326418196e-06,,,,1779958127.3213475,4.632236163209098e-05,,,,,4913,
9.264472326418196e-06,84543.457090251,,,4.632236163209098e-05,,,,,,,,,9189,,,9.264472326418196e-06,,,,1779958129.6100743,4.632236163209098e-05,,,,,4914,
9.264472326418196e-06,84545.743768905,,,4.632236163209098e-05,,,,,,,,,9189,,,9.264472326418196e-06,,,,1779958131.8967514,4.632236163209098e-05,,,,,4915,
,84548.032870701,,161.0,,,,,0.02833602949976921,,,,,9189,,,,,,,1779958134.1857228,,,,,,4916,
9.245599660275004e-06,84630.365753854,,,4.6227998301375014e-05,,,,,,,,,9199,,,9.245599660275004e-06,,,,1779958216.518663,4.6227998301375014e-05,,,,,4917,
9.245599660275004e-06,84632.652876376,,,4.6227998301375014e-05,,,,,,,,,9199,,,9.245599660275004e-06,,,,1779958218.8057191,4.6227998301375014e-05,,,,,4918,
9.245599660275004e-06,84634.941666985,,,4.6227998301375014e-05,,,,,,,,,9199,,,9.245599660275004e-06,,,,1779958221.0946462,4.6227998301375014e-05,,,,,4919,
9.245599660275004e-06,84637.229480366,,,4.6227998301375014e-05,,,,,,,,,9199,,,9.245599660275004e-06,,,,1779958223.3823507,4.6227998301375014e-05,,,,,4920,
,84639.518293019,,161.0,,,,,0.021634822711348534,,,,,9199,,,,,,,1779958225.6711817,,,,,,4921,
9.226729696131627e-06,84721.817357427,,,4.6133648480658136e-05,,,,,,,,,9209,,,9.226729696131627e-06,,,,1779958307.970242,4.6133648480658136e-05,,,,,4922,
9.226729696131627e-06,84724.104286329,,,4.6133648480658136e-05,,,,,,,,,9209,,,9.226729696131627e-06,,,,1779958310.2573087,4.6133648480658136e-05,,,,,4923,
9.226729696131627e-06,84726.390664574,,,4.6133648480658136e-05,,,,,,,,,9209,,,9.226729696131627e-06,,,,1779958312.543677,4.6133648480658136e-05,,,,,4924,
9.226729696131627e-06,84728.677185514,,,4.6133648480658136e-05,,,,,,,,,9209,,,9.226729696131627e-06,,,,1779958314.8300016,4.6133648480658136e-05,,,,,4925,
,84730.964153847,,161.0,,,,,0.024060934782028198,,,,,9209,,,,,,,1779958317.1170301,,,,,,4926,
9.207862501573714e-06,84813.283262346,,,4.6039312507868566e-05,,,,,,,,,9219,,,9.207862501573714e-06,,,,1779958399.4361067,4.6039312507868566e-05,,,,,4927,
9.207862501573714e-06,84815.569464046,,,4.6039312507868566e-05,,,,,,,,,9219,,,9.207862501573714e-06,,,,1779958401.7223334,4.6039312507868566e-05,,,,,4928,
9.207862501573714e-06,84817.856611127,,,4.6039312507868566e-05,,,,,,,,,9219,,,9.207862501573714e-06,,,,1779958404.0094874,4.6039312507868566e-05,,,,,4929,
9.207862501573714e-06,84820.143193159,,,4.6039312507868566e-05,,,,,,,,,9219,,,9.207862501573714e-06,,,,1779958406.2962246,4.6039312507868566e-05,,,,,4930,
,84822.429845378,,161.0,,,,,0.01836380735039711,,,,,9219,,,,,,,1779958408.5827591,,,,,,4931,
9.188998144177008e-06,84904.73747572,,,4.594499072088504e-05,,,,,,,,,9229,,,9.188998144177008e-06,,,,1779958490.8903334,4.594499072088504e-05,,,,,4932,
9.188998144177008e-06,84907.024480046,,,4.594499072088504e-05,,,,,,,,,9229,,,9.188998144177008e-06,,,,1779958493.1773663,4.594499072088504e-05,,,,,4933,
9.188998144177008e-06,84909.313899854,,,4.594499072088504e-05,,,,,,,,,9229,,,9.188998144177008e-06,,,,1779958495.466816,4.594499072088504e-05,,,,,4934,
9.188998144177008e-06,84911.603077307,,,4.594499072088504e-05,,,,,,,,,9229,,,9.188998144177008e-06,,,,1779958497.7561245,4.594499072088504e-05,,,,,4935,
,84913.890649279,,161.0,,,,,0.015201651491224766,,,,,9229,,,,,,,1779958500.0436077,,,,,,4936,
,84973.846766075,0.0,161.0,,,5.455090522766113,,,0.9099005460739136,3.734375,,,9233,,,,,,0.02546808123588562,1779958559.9994903,,,,,0.02546808123588562,4937,
,84974.10358313,,161.0,,,,0.935370147228241,,,,0.020155899226665497,0.020155899226665497,9233,4.638841152191162,3.125,,,0.0,,1779958560.2564223,,,,,,4938,
9.170136691507074e-06,85020.166862092,,,4.585068345753537e-05,,,,,,,,,9239,,,9.170136691507074e-06,,,,1779958606.3197267,4.585068345753537e-05,,,,,4939,
9.170136691507074e-06,85022.452461022,,,4.585068345753537e-05,,,,,,,,,9239,,,9.170136691507074e-06,,,,1779958608.6055079,4.585068345753537e-05,,,,,4940,
9.170136691507074e-06,85024.739008318,,,4.585068345753537e-05,,,,,,,,,9239,,,9.170136691507074e-06,,,,1779958610.8919573,4.585068345753537e-05,,,,,4941,
9.170136691507074e-06,85027.02515389,,,4.585068345753537e-05,,,,,,,,,9239,,,9.170136691507074e-06,,,,1779958613.1780403,4.585068345753537e-05,,,,,4942,
,85029.311515658,,162.0,,,,,0.015503178350627422,,,,,9239,,,,,,,1779958615.464398,,,,,,4943,
9.151278211119077e-06,85111.62837597,,,4.575639105559539e-05,,,,,,,,,9249,,,9.151278211119077e-06,,,,1779958697.781225,4.575639105559539e-05,,,,,4944,
9.151278211119077e-06,85113.915726051,,,4.575639105559539e-05,,,,,,,,,9249,,,9.151278211119077e-06,,,,1779958700.068733,4.575639105559539e-05,,,,,4945,
9.151278211119077e-06,85116.202778094,,,4.575639105559539e-05,,,,,,,,,9249,,,9.151278211119077e-06,,,,1779958702.355649,4.575639105559539e-05,,,,,4946,
9.151278211119077e-06,85118.489161163,,,4.575639105559539e-05,,,,,,,,,9249,,,9.151278211119077e-06,,,,1779958704.6420364,4.575639105559539e-05,,,,,4947,
,85120.777941665,,162.0,,,,,0.01093648374080658,,,,,9249,,,,,,,1779958706.9308326,,,,,,4948,
9.13242277055755e-06,85203.081510393,,,4.566211385278775e-05,,,,,,,,,9259,,,9.13242277055755e-06,,,,1779958789.234377,4.566211385278775e-05,,,,,4949,
9.13242277055755e-06,85205.367557585,,,4.566211385278775e-05,,,,,,,,,9259,,,9.13242277055755e-06,,,,1779958791.520533,4.566211385278775e-05,,,,,4950,
9.13242277055755e-06,85207.654490178,,,4.566211385278775e-05,,,,,,,,,9259,,,9.13242277055755e-06,,,,1779958793.8073606,4.566211385278775e-05,,,,,4951,
9.13242277055755e-06,85209.939725741,,,4.566211385278775e-05,,,,,,,,,9259,,,9.13242277055755e-06,,,,1779958796.0926435,4.566211385278775e-05,,,,,4952,
,85212.225707787,,162.0,,,,,0.03346533700823784,,,,,9259,,,,,,,1779958798.3786123,,,,,,4953,
9.113570437356118e-06,85294.549304749,,,4.5567852186780594e-05,,,,,,,,,9269,,,9.113570437356118e-06,,,,1779958880.7021587,4.5567852186780594e-05,,,,,4954,
9.113570437356118e-06,85296.833982181,,,4.5567852186780594e-05,,,,,,,,,9269,,,9.113570437356118e-06,,,,1779958882.9870114,4.5567852186780594e-05,,,,,4955,
9.113570437356118e-06,85299.120332928,,,4.5567852186780594e-05,,,,,,,,,9269,,,9.113570437356118e-06,,,,1779958885.2732055,4.5567852186780594e-05,,,,,4956,
9.113570437356118e-06,85301.405999698,,,4.5567852186780594e-05,,,,,,,,,9269,,,9.113570437356118e-06,,,,1779958887.558918,4.5567852186780594e-05,,,,,4957,
,85303.693500033,,162.0,,,,,0.02440671995282173,,,,,9269,,,,,,,1779958889.8463843,,,,,,4958,
