run,metric,mean,std,min,max,n_epochs
random_init,val_mae,17.646387903313887,0.6273559502465146,16.75331687927246,19.26103401184082,19
random_init,val_medae,12.382356342516447,0.46945492292520463,11.71875,13.34375,19
random_init,val_r2,0.1945004055374547,0.06510172363580283,0.029942691326141357,0.2905448079109192,19
random_init,val_loss,0.10623546336826525,0.004320989949550479,0.09965278953313828,0.1171647384762764,19
pretrained,val_mae,5.43671969363564,0.004767428867388996,5.428709983825684,5.445913314819336,19
pretrained,val_medae,3.875034733822471,0.02981517287903485,3.8125,3.9375,19
pretrained,val_r2,0.9107830712669774,0.0001706209329480769,0.910493016242981,0.9111590385437012,19
pretrained,val_loss,0.025296933458823907,3.4699803993232356e-05,0.025231387466192245,0.025363879278302193,19
