trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae
369,193,1.4760000000000001e-05,7.38e-05,7.38e-05,3554.768769628,1.4760000000000001e-05,1780658091.9699893,,,,,,,,,,,,,,
369,194,1.4760000000000001e-05,7.38e-05,7.38e-05,3557.057360339,1.4760000000000001e-05,1780658094.2586093,,,,,,,,,,,,,,
369,195,1.4760000000000001e-05,7.38e-05,7.38e-05,3559.344569472,1.4760000000000001e-05,1780658096.545827,,,,,,,,,,,,,,
369,196,,,,3561.636213116,,1780658098.837372,6.0,0.1287556290626526,,,,,,,,,,,,
379,197,1.516e-05,7.58e-05,7.58e-05,3644.018271235,1.516e-05,1780658181.2195425,,,,,,,,,,,,,,
379,198,1.516e-05,7.58e-05,7.58e-05,3646.304703866,1.516e-05,1780658183.5058923,,,,,,,,,,,,,,
379,199,1.516e-05,7.58e-05,7.58e-05,3648.591423739,1.516e-05,1780658185.7927666,,,,,,,,,,,,,,
379,200,1.516e-05,7.58e-05,7.58e-05,3650.876466078,1.516e-05,1780658188.077709,,,,,,,,,,,,,,
379,201,,,,3653.163991754,,1780658190.3653343,6.0,0.1307065635919571,,,,,,,,,,,,
389,202,1.556e-05,7.780000000000001e-05,7.780000000000001e-05,3735.533858531,1.556e-05,1780658272.7351177,,,,,,,,,,,,,,
389,203,1.556e-05,7.780000000000001e-05,7.780000000000001e-05,3737.823496961,1.556e-05,1780658275.024645,,,,,,,,,,,,,,
389,204,1.556e-05,7.780000000000001e-05,7.780000000000001e-05,3740.112234145,1.556e-05,1780658277.3134453,,,,,,,,,,,,,,
389,205,1.556e-05,7.780000000000001e-05,7.780000000000001e-05,3742.400383185,1.556e-05,1780658279.6015291,,,,,,,,,,,,,,
389,206,,,,3744.688772586,,1780658281.8899968,6.0,0.1022709533572197,,,,,,,,,,,,
398,207,,,,3850.562790253,,1780658387.763947,6.0,,0.12835320830345154,16.0625,0.0,0.12835320830345154,20.974708557128906,0.045846641063690186,,,,,,
398,208,,,,3851.12311392,,1780658388.3242872,6.0,,,,,,,,0.0,0.12759558856487274,0.12759558856487274,20.851924896240234,0.06905746459960938,17.1875
399,209,1.5960000000000003e-05,7.98e-05,7.98e-05,3851.542106604,1.5960000000000003e-05,1780658388.7408452,,,,,,,,,,,,,,
399,210,1.5960000000000003e-05,7.98e-05,7.98e-05,3853.838868867,1.5960000000000003e-05,1780658391.0401866,,,,,,,,,,,,,,
399,211,1.5960000000000003e-05,7.98e-05,7.98e-05,3856.127266877,1.5960000000000003e-05,1780658393.328501,,,,,,,,,,,,,,
399,212,1.5960000000000003e-05,7.98e-05,7.98e-05,3858.414103237,1.5960000000000003e-05,1780658395.6154776,,,,,,,,,,,,,,
399,213,,,,3860.703069322,,1780658397.9042249,7.0,0.11330658942461014,,,,,,,,,,,,
409,214,1.636e-05,8.18e-05,8.18e-05,3943.076516422,1.636e-05,1780658480.2778826,,,,,,,,,,,,,,
409,215,1.636e-05,8.18e-05,8.18e-05,3945.364342718,1.636e-05,1780658482.5655875,,,,,,,,,,,,,,
409,216,1.636e-05,8.18e-05,8.18e-05,3947.653881892,1.636e-05,1780658484.8550823,,,,,,,,,,,,,,
409,217,1.636e-05,8.18e-05,8.18e-05,3949.943578472,1.636e-05,1780658487.1448014,,,,,,,,,,,,,,
409,218,,,,3952.230764504,,1780658489.4319546,7.0,0.11730604618787766,,,,,,,,,,,,
419,219,1.6760000000000002e-05,8.38e-05,8.38e-05,4034.59868225,1.6760000000000002e-05,1780658571.799888,,,,,,,,,,,,,,
419,220,1.6760000000000002e-05,8.38e-05,8.38e-05,4036.889102826,1.6760000000000002e-05,1780658574.0903447,,,,,,,,,,,,,,
419,221,1.6760000000000002e-05,8.38e-05,8.38e-05,4039.177209111,1.6760000000000002e-05,1780658576.378478,,,,,,,,,,,,,,
419,222,1.6760000000000002e-05,8.38e-05,8.38e-05,4041.465336727,1.6760000000000002e-05,1780658578.666528,,,,,,,,,,,,,,
419,223,,,,4043.757325722,,1780658580.9586818,7.0,0.10884847491979599,,,,,,,,,,,,
429,224,1.7160000000000002e-05,8.58e-05,8.58e-05,4126.114522126,1.7160000000000002e-05,1780658663.315711,,,,,,,,,,,,,,
429,225,1.7160000000000002e-05,8.58e-05,8.58e-05,4128.40241022,1.7160000000000002e-05,1780658665.6036901,,,,,,,,,,,,,,
429,226,1.7160000000000002e-05,8.58e-05,8.58e-05,4130.690812998,1.7160000000000002e-05,1780658667.8919775,,,,,,,,,,,,,,
429,227,1.7160000000000002e-05,8.58e-05,8.58e-05,4132.979959385,1.7160000000000002e-05,1780658670.1812358,,,,,,,,,,,,,,
429,228,,,,4135.267944625,,1780658672.469074,7.0,0.14777706563472748,,,,,,,,,,,,
439,229,1.756e-05,8.78e-05,8.78e-05,4217.618031606,1.756e-05,1780658754.8191679,,,,,,,,,,,,,,
439,230,1.756e-05,8.78e-05,8.78e-05,4219.905016769,1.756e-05,1780658757.1062088,,,,,,,,,,,,,,
439,231,1.756e-05,8.78e-05,8.78e-05,4222.193604683,1.756e-05,1780658759.3947513,,,,,,,,,,,,,,
439,232,1.756e-05,8.78e-05,8.78e-05,4224.481261998,1.756e-05,1780658761.6824632,,,,,,,,,,,,,,
439,233,,,,4226.770688403,,1780658763.9718714,7.0,0.1545661985874176,,,,,,,,,,,,
449,234,1.796e-05,8.98e-05,8.98e-05,4309.107535738,1.796e-05,1780658846.3088455,,,,,,,,,,,,,,
449,235,1.796e-05,8.98e-05,8.98e-05,4311.395200521,1.796e-05,1780658848.5963857,,,,,,,,,,,,,,
449,236,1.796e-05,8.98e-05,8.98e-05,4313.683396914,1.796e-05,1780658850.8847,,,,,,,,,,,,,,
449,237,1.796e-05,8.98e-05,8.98e-05,4315.970413913,1.796e-05,1780658853.171529,,,,,,,,,,,,,,
449,238,,,,4318.256030515,,1780658855.4571838,7.0,0.1319950819015503,,,,,,,,,,,,
455,239,,,,4396.570406826,,1780658933.7715082,7.0,,0.12683483958244324,16.96875,0.0,0.12683483958244324,20.749534606933594,0.08818203210830688,,,,,,
455,240,,,,4397.061710688,,1780658934.2627797,7.0,,,,,,,,0.0,0.12695054709911346,0.12695054709911346,20.74474334716797,0.07148212194442749,17.0625
459,241,1.8360000000000004e-05,9.180000000000001e-05,9.180000000000001e-05,4425.01738887,1.8360000000000004e-05,1780658962.2186873,,,,,,,,,,,,,,
459,242,1.8360000000000004e-05,9.180000000000001e-05,9.180000000000001e-05,4427.321709637,1.8360000000000004e-05,1780658964.522956,,,,,,,,,,,,,,
459,243,1.8360000000000004e-05,9.180000000000001e-05,9.180000000000001e-05,4429.624328284,1.8360000000000004e-05,1780658966.8255756,,,,,,,,,,,,,,
459,244,1.8360000000000004e-05,9.180000000000001e-05,9.180000000000001e-05,4431.925968819,1.8360000000000004e-05,1780658969.1271775,,,,,,,,,,,,,,
459,245,,,,4434.228020463,,1780658971.4293053,8.0,0.11021378636360168,,,,,,,,,,,,
469,246,1.876e-05,9.38e-05,9.38e-05,4517.128165715,1.876e-05,1780659054.3292847,,,,,,,,,,,,,,
469,247,1.876e-05,9.38e-05,9.38e-05,4519.431346214,1.876e-05,1780659056.6325312,,,,,,,,,,,,,,
469,248,1.876e-05,9.38e-05,9.38e-05,4521.736902879,1.876e-05,1780659058.938081,,,,,,,,,,,,,,
469,249,1.876e-05,9.38e-05,9.38e-05,4524.039527282,1.876e-05,1780659061.2408156,,,,,,,,,,,,,,
469,250,,,,4526.342191115,,1780659063.5433474,8.0,0.12019012123346329,,,,,,,,,,,,
479,251,1.916e-05,9.58e-05,9.58e-05,4609.017695833,1.916e-05,1780659146.2189949,,,,,,,,,,,,,,
479,252,1.916e-05,9.58e-05,9.58e-05,4611.305941863,1.916e-05,1780659148.5070791,,,,,,,,,,,,,,
479,253,1.916e-05,9.58e-05,9.58e-05,4613.594801326,1.916e-05,1780659150.7960637,,,,,,,,,,,,,,
479,254,1.916e-05,9.58e-05,9.58e-05,4615.883085763,1.916e-05,1780659153.0842385,,,,,,,,,,,,,,
479,255,,,,4618.16937564,,1780659155.37052,8.0,0.12254630029201508,,,,,,,,,,,,
489,256,1.9560000000000002e-05,9.78e-05,9.78e-05,4700.918283516,1.9560000000000002e-05,1780659238.1194704,,,,,,,,,,,,,,
489,257,1.9560000000000002e-05,9.78e-05,9.78e-05,4703.205885395,1.9560000000000002e-05,1780659240.4071088,,,,,,,,,,,,,,
489,258,1.9560000000000002e-05,9.78e-05,9.78e-05,4705.492488431,1.9560000000000002e-05,1780659242.6936102,,,,,,,,,,,,,,
489,259,1.9560000000000002e-05,9.78e-05,9.78e-05,4707.780209168,1.9560000000000002e-05,1780659244.9814196,,,,,,,,,,,,,,
489,260,,,,4710.070113992,,1780659247.2713985,8.0,0.11461291462182999,,,,,,,,,,,,
499,261,1.9960000000000002e-05,9.98e-05,9.98e-05,4792.463079907,1.9960000000000002e-05,1780659329.6641612,,,,,,,,,,,,,,
499,262,1.9960000000000002e-05,9.98e-05,9.98e-05,4794.750387191,1.9960000000000002e-05,1780659331.9515755,,,,,,,,,,,,,,
499,263,1.9960000000000002e-05,9.98e-05,9.98e-05,4797.038147145,1.9960000000000002e-05,1780659334.239289,,,,,,,,,,,,,,
499,264,1.9960000000000002e-05,9.98e-05,9.98e-05,4799.323436645,1.9960000000000002e-05,1780659336.524557,,,,,,,,,,,,,,
499,265,,,,4801.613893617,,1780659338.815135,8.0,0.1196526363492012,,,,,,,,,,,,
509,266,1.999998549430681e-05,9.999992747153404e-05,9.999992747153404e-05,4884.155960975,1.999998549430681e-05,1780659421.357204,,,,,,,,,,,,,,
509,267,1.999998549430681e-05,9.999992747153404e-05,9.999992747153404e-05,4886.457359635,1.999998549430681e-05,1780659423.658599,,,,,,,,,,,,,,
509,268,1.999998549430681e-05,9.999992747153404e-05,9.999992747153404e-05,4888.759971201,1.999998549430681e-05,1780659425.961197,,,,,,,,,,,,,,
509,269,1.999998549430681e-05,9.999992747153404e-05,9.999992747153404e-05,4891.060668055,1.999998549430681e-05,1780659428.2619565,,,,,,,,,,,,,,
509,270,,,,4893.364306595,,1780659430.565633,8.0,0.14214368164539337,,,,,,,,,,,,
512,271,,,,4944.5962338,,1780659481.7974496,8.0,,0.12871980667114258,19.40625,0.0,0.12871980667114258,21.0466251373291,0.13548016548156738,,,,,,
512,272,,,,4944.599791803,,1780659481.8011763,8.0,,,,,,,,0.0,0.12624016404151917,0.12624016404151917,20.643312454223633,0.08186674118041992,17.25
519,273,1.999993535122388e-05,9.999967675611938e-05,9.999967675611938e-05,5000.118645201,1.999993535122388e-05,1780659537.3198297,,,,,,,,,,,,,,
519,274,1.999993535122388e-05,9.999967675611938e-05,9.999967675611938e-05,5002.406260473,1.999993535122388e-05,1780659539.6074789,,,,,,,,,,,,,,
519,275,1.999993535122388e-05,9.999967675611938e-05,9.999967675611938e-05,5004.695757757,1.999993535122388e-05,1780659541.8970733,,,,,,,,,,,,,,
519,276,1.999993535122388e-05,9.999967675611938e-05,9.999967675611938e-05,5006.98361319,1.999993535122388e-05,1780659544.1847653,,,,,,,,,,,,,,
519,277,,,,5009.274742458,,1780659546.475904,9.0,0.14739260077476501,,,,,,,,,,,,
529,278,1.9999849391848123e-05,9.999924695924062e-05,9.999924695924062e-05,5091.884799753,1.9999849391848123e-05,1780659629.0859666,,,,,,,,,,,,,,
529,279,1.9999849391848123e-05,9.999924695924062e-05,9.999924695924062e-05,5094.186204147,1.9999849391848123e-05,1780659631.3875036,,,,,,,,,,,,,,
529,280,1.9999849391848123e-05,9.999924695924062e-05,9.999924695924062e-05,5096.485511116,1.9999849391848123e-05,1780659633.6867194,,,,,,,,,,,,,,
529,281,1.9999849391848123e-05,9.999924695924062e-05,9.999924695924062e-05,5098.787627161,1.9999849391848123e-05,1780659635.9887836,,,,,,,,,,,,,,
529,282,,,,5101.089633541,,1780659638.290804,9.0,0.1375596821308136,,,,,,,,,,,,
539,283,1.9999727616487426e-05,9.999863808243712e-05,9.999863808243712e-05,5183.731850675,1.9999727616487426e-05,1780659720.9331226,,,,,,,,,,,,,,
539,284,1.9999727616487426e-05,9.999863808243712e-05,9.999863808243712e-05,5186.017273825,1.9999727616487426e-05,1780659723.21842,,,,,,,,,,,,,,
539,285,1.9999727616487426e-05,9.999863808243712e-05,9.999863808243712e-05,5188.306305023,1.9999727616487426e-05,1780659725.507491,,,,,,,,,,,,,,
539,286,1.9999727616487426e-05,9.999863808243712e-05,9.999863808243712e-05,5190.592105842,1.9999727616487426e-05,1780659727.7933266,,,,,,,,,,,,,,
539,287,,,,5192.879312165,,1780659730.0807161,9.0,0.08882662653923035,,,,,,,,,,,,
549,288,1.9999570025577944e-05,9.999785012788971e-05,9.999785012788971e-05,5275.72215395,1.9999570025577944e-05,1780659812.923279,,,,,,,,,,,,,,
549,289,1.9999570025577944e-05,9.999785012788971e-05,9.999785012788971e-05,5278.025153901,1.9999570025577944e-05,1780659815.2262974,,,,,,,,,,,,,,
549,290,1.9999570025577944e-05,9.999785012788971e-05,9.999785012788971e-05,5280.327505206,1.9999570025577944e-05,1780659817.528787,,,,,,,,,,,,,,
549,291,1.9999570025577944e-05,9.999785012788971e-05,9.999785012788971e-05,5282.630590245,1.9999570025577944e-05,1780659819.8317251,,,,,,,,,,,,,,
549,292,,,,5284.932687488,,1780659822.1340005,9.0,0.12843169271945953,,,,,,,,,,,,
559,293,1.999937661968411e-05,9.999688309842054e-05,9.999688309842054e-05,5367.819295935,1.999937661968411e-05,1780659905.0204775,,,,,,,,,,,,,,
559,294,1.999937661968411e-05,9.999688309842054e-05,9.999688309842054e-05,5370.12167542,1.999937661968411e-05,1780659907.3228898,,,,,,,,,,,,,,
559,295,1.999937661968411e-05,9.999688309842054e-05,9.999688309842054e-05,5372.422689191,1.999937661968411e-05,1780659909.6238992,,,,,,,,,,,,,,
559,296,1.999937661968411e-05,9.999688309842054e-05,9.999688309842054e-05,5374.725238042,1.999937661968411e-05,1780659911.926525,,,,,,,,,,,,,,
559,297,,,,5377.030023787,,1780659914.2312353,9.0,0.13137757778167725,,,,,,,,,,,,
569,298,1.9999147399498636e-05,9.999573699749318e-05,9.999573699749318e-05,5459.626399942,1.9999147399498636e-05,1780659996.8277187,,,,,,,,,,,,,,
569,299,1.9999147399498636e-05,9.999573699749318e-05,9.999573699749318e-05,5461.913766571,1.9999147399498636e-05,1780659999.1151056,,,,,,,,,,,,,,
569,300,1.9999147399498636e-05,9.999573699749318e-05,9.999573699749318e-05,5464.200716342,1.9999147399498636e-05,1780660001.4020996,,,,,,,,,,,,,,
569,301,1.9999147399498636e-05,9.999573699749318e-05,9.999573699749318e-05,5466.488079886,1.9999147399498636e-05,1780660003.6894631,,,,,,,,,,,,,,
569,302,,,,5468.063016867,,1780660005.2643871,9.0,0.13259528577327728,,,,,,,,,,,,
569,303,,,,5492.382822736,,1780660029.5839758,9.0,,0.12474800646305084,16.96875,0.0,0.12474800646305084,20.446874618530273,0.10367929935455322,,,,,,
569,304,,,,5492.881886376,,1780660030.0832837,9.0,,,,,,,,0.0,0.1254398226737976,0.1254398226737976,20.518178939819336,0.08960801362991333,17.0
579,305,1.9998882365842512e-05,9.999441182921257e-05,9.999441182921257e-05,5576.068389483,1.9998882365842512e-05,1780660113.2695236,,,,,,,,,,,,,,
579,306,1.9998882365842512e-05,9.999441182921257e-05,9.999441182921257e-05,5578.371559313,1.9998882365842512e-05,1780660115.572736,,,,,,,,,,,,,,
579,307,1.9998882365842512e-05,9.999441182921257e-05,9.999441182921257e-05,5580.674688453,1.9998882365842512e-05,1780660117.8759308,,,,,,,,,,,,,,
579,308,1.9998882365842512e-05,9.999441182921257e-05,9.999441182921257e-05,5582.977097579,1.9998882365842512e-05,1780660120.1784592,,,,,,,,,,,,,,
579,309,,,,5585.279644121,,1780660122.480847,10.0,0.15692108869552612,,,,,,,,,,,,
589,310,1.9998581519665e-05,9.999290759832499e-05,9.999290759832499e-05,5668.150493828,1.9998581519665e-05,1780660205.3516705,,,,,,,,,,,,,,
589,311,1.9998581519665e-05,9.999290759832499e-05,9.999290759832499e-05,5670.453429004,1.9998581519665e-05,1780660207.6546564,,,,,,,,,,,,,,
589,312,1.9998581519665e-05,9.999290759832499e-05,9.999290759832499e-05,5672.75769416,1.9998581519665e-05,1780660209.9589117,,,,,,,,,,,,,,
589,313,1.9998581519665e-05,9.999290759832499e-05,9.999290759832499e-05,5675.058598881,1.9998581519665e-05,1780660212.2598267,,,,,,,,,,,,,,
589,314,,,,5677.361723792,,1780660214.5629158,10.0,0.12190514802932739,,,,,,,,,,,,
599,315,1.9998244862043616e-05,9.999122431021808e-05,9.999122431021808e-05,5760.257103207,1.9998244862043616e-05,1780660297.4582427,,,,,,,,,,,,,,
599,316,1.9998244862043616e-05,9.999122431021808e-05,9.999122431021808e-05,5762.559631449,1.9998244862043616e-05,1780660299.7607954,,,,,,,,,,,,,,
599,317,1.9998244862043616e-05,9.999122431021808e-05,9.999122431021808e-05,5764.86392092,1.9998244862043616e-05,1780660302.065083,,,,,,,,,,,,,,
599,318,1.9998244862043616e-05,9.999122431021808e-05,9.999122431021808e-05,5767.167197698,1.9998244862043616e-05,1780660304.3683696,,,,,,,,,,,,,,
599,319,,,,5769.470662849,,1780660306.6717749,10.0,0.1052844300866127,,,,,,,,,,,,
609,320,1.999787239418416e-05,9.99893619709208e-05,9.99893619709208e-05,5852.360555499,1.999787239418416e-05,1780660389.561777,,,,,,,,,,,,,,
609,321,1.999787239418416e-05,9.99893619709208e-05,9.99893619709208e-05,5854.66167547,1.999787239418416e-05,1780660391.862821,,,,,,,,,,,,,,
609,322,1.999787239418416e-05,9.99893619709208e-05,9.99893619709208e-05,5856.965928836,1.999787239418416e-05,1780660394.1670413,,,,,,,,,,,,,,
609,323,1.999787239418416e-05,9.99893619709208e-05,9.99893619709208e-05,5859.267481227,1.999787239418416e-05,1780660396.4686816,,,,,,,,,,,,,,
609,324,,,,5861.570806867,,1780660398.7719917,10.0,0.10871799290180206,,,,,,,,,,,,
619,325,1.999746411742068e-05,9.998732058710339e-05,9.998732058710339e-05,5944.453988251,1.999746411742068e-05,1780660481.6553097,,,,,,,,,,,,,,
619,326,1.999746411742068e-05,9.998732058710339e-05,9.998732058710339e-05,5946.75672333,1.999746411742068e-05,1780660483.9578898,,,,,,,,,,,,,,
619,327,1.999746411742068e-05,9.998732058710339e-05,9.998732058710339e-05,5949.062346995,1.999746411742068e-05,1780660486.2635405,,,,,,,,,,,,,,
619,328,1.999746411742068e-05,9.998732058710339e-05,9.998732058710339e-05,5951.363442708,1.999746411742068e-05,1780660488.564611,,,,,,,,,,,,,,
619,329,,,,5953.666501615,,1780660490.8678298,10.0,0.09044337272644043,,,,,,,,,,,,
626,330,,,,6041.739385223,,1780660578.9404776,10.0,,0.12483888119459152,17.375,0.0,0.12483888119459152,20.46393585205078,0.12971198558807373,,,,,,
626,331,,,,6042.010627688,,1780660579.2117984,10.0,,,,,,,,0.0,0.12544453144073486,0.12544453144073486,20.524057388305664,0.08838135004043579,16.9375
629,332,1.999702003321548e-05,9.998510016607739e-05,9.998510016607739e-05,6060.768161735,1.999702003321548e-05,1780660597.9693623,,,,,,,,,,,,,,
629,333,1.999702003321548e-05,9.998510016607739e-05,9.998510016607739e-05,6063.06888123,1.999702003321548e-05,1780660600.2702558,,,,,,,,,,,,,,
629,334,1.999702003321548e-05,9.998510016607739e-05,9.998510016607739e-05,6065.373220741,1.999702003321548e-05,1780660602.5743527,,,,,,,,,,,,,,
629,335,1.999702003321548e-05,9.998510016607739e-05,9.998510016607739e-05,6067.675277799,1.999702003321548e-05,1780660604.876461,,,,,,,,,,,,,,
629,336,,,,6069.979924813,,1780660607.1810932,11.0,0.1469736546278,,,,,,,,,,,,
639,337,1.9996540143159112e-05,9.998270071579555e-05,9.998270071579555e-05,6152.867757243,1.9996540143159112e-05,1780660690.0691226,,,,,,,,,,,,,,
639,338,1.9996540143159112e-05,9.998270071579555e-05,9.998270071579555e-05,6155.171895971,1.9996540143159112e-05,1780660692.3730586,,,,,,,,,,,,,,
639,339,1.9996540143159112e-05,9.998270071579555e-05,9.998270071579555e-05,6157.470940964,1.9996540143159112e-05,1780660694.6721513,,,,,,,,,,,,,,
639,340,1.9996540143159112e-05,9.998270071579555e-05,9.998270071579555e-05,6159.770111556,1.9996540143159112e-05,1780660696.9712865,,,,,,,,,,,,,,
639,341,,,,6162.073266853,,1780660699.2744129,11.0,0.11751478165388107,,,,,,,,,,,,
649,342,1.9996024448970378e-05,9.99801222448519e-05,9.99801222448519e-05,6244.9639986,1.9996024448970378e-05,1780660782.1652958,,,,,,,,,,,,,,
649,343,1.9996024448970378e-05,9.99801222448519e-05,9.99801222448519e-05,6247.266522305,1.9996024448970378e-05,1780660784.467752,,,,,,,,,,,,,,
649,344,1.9996024448970378e-05,9.99801222448519e-05,9.99801222448519e-05,6249.571127933,1.9996024448970378e-05,1780660786.772285,,,,,,,,,,,,,,
649,345,1.9996024448970378e-05,9.99801222448519e-05,9.99801222448519e-05,6251.871527032,1.9996024448970378e-05,1780660789.072757,,,,,,,,,,,,,,
649,346,,,,6254.175935563,,1780660791.3771815,11.0,0.1136346384882927,,,,,,,,,,,,
659,347,1.9995472952496324e-05,9.997736476248161e-05,9.997736476248161e-05,6337.055341677,1.9995472952496324e-05,1780660874.2564995,,,,,,,,,,,,,,
659,348,1.9995472952496324e-05,9.997736476248161e-05,9.997736476248161e-05,6339.357273281,1.9995472952496324e-05,1780660876.558421,,,,,,,,,,,,,,
659,349,1.9995472952496324e-05,9.997736476248161e-05,9.997736476248161e-05,6341.658719105,1.9995472952496324e-05,1780660878.8599026,,,,,,,,,,,,,,
659,350,1.9995472952496324e-05,9.997736476248161e-05,9.997736476248161e-05,6343.962357546,1.9995472952496324e-05,1780660881.1636617,,,,,,,,,,,,,,
659,351,,,,6346.26626957,,1780660883.4675035,11.0,0.1177082359790802,,,,,,,,,,,,
669,352,1.9994885655712206e-05,9.997442827856101e-05,9.997442827856101e-05,6429.16346817,1.9994885655712206e-05,1780660966.3645656,,,,,,,,,,,,,,
669,353,1.9994885655712206e-05,9.997442827856101e-05,9.997442827856101e-05,6431.464923467,1.9994885655712206e-05,1780660968.6660378,,,,,,,,,,,,,,
669,354,1.9994885655712206e-05,9.997442827856101e-05,9.997442827856101e-05,6433.767138107,1.9994885655712206e-05,1780660970.9684443,,,,,,,,,,,,,,
669,355,1.9994885655712206e-05,9.997442827856101e-05,9.997442827856101e-05,6436.069625606,1.9994885655712206e-05,1780660973.2708068,,,,,,,,,,,,,,
669,356,,,,6438.372956635,,1780660975.574265,11.0,0.12464241683483124,,,,,,,,,,,,
679,357,1.999426256072152e-05,9.99713128036076e-05,9.99713128036076e-05,6521.262147553,1.999426256072152e-05,1780661058.463213,,,,,,,,,,,,,,
679,358,1.999426256072152e-05,9.99713128036076e-05,9.99713128036076e-05,6523.564491907,1.999426256072152e-05,1780661060.7657561,,,,,,,,,,,,,,
679,359,1.999426256072152e-05,9.99713128036076e-05,9.99713128036076e-05,6525.865500561,1.999426256072152e-05,1780661063.066688,,,,,,,,,,,,,,
679,360,1.999426256072152e-05,9.99713128036076e-05,9.99713128036076e-05,6528.169859075,1.999426256072152e-05,1780661065.3711617,,,,,,,,,,,,,,
679,361,,,,6530.471627733,,1780661067.672785,11.0,0.11997658014297485,,,,,,,,,,,,
683,362,,,,6590.905882257,,1780661128.1068068,11.0,,0.12386657297611237,18.15625,0.0,0.12386657297611237,20.331235885620117,0.15301436185836792,,,,,,
683,363,,,,6591.151636515,,1780661128.3527167,11.0,,,,,,,,0.0,0.12428636848926544,0.12428636848926544,20.342866897583008,0.10197818279266357,16.794750213623047
689,364,1.999360366975598e-05,9.99680183487799e-05,9.99680183487799e-05,6637.579836948,1.999360366975598e-05,1780661174.780953,,,,,,,,,,,,,,
689,365,1.999360366975598e-05,9.99680183487799e-05,9.99680183487799e-05,6639.884446929,1.999360366975598e-05,1780661177.0856388,,,,,,,,,,,,,,
689,366,1.999360366975598e-05,9.99680183487799e-05,9.99680183487799e-05,6642.188838201,1.999360366975598e-05,1780661179.3900056,,,,,,,,,,,,,,
689,367,1.999360366975598e-05,9.99680183487799e-05,9.99680183487799e-05,6644.491845612,1.999360366975598e-05,1780661181.6931462,,,,,,,,,,,,,,
689,368,,,,6646.794769046,,1780661183.9959958,12.0,0.10726536065340042,,,,,,,,,,,,
699,369,1.9992908985175505e-05,9.996454492587751e-05,9.996454492587751e-05,6729.687058664,1.9992908985175505e-05,1780661266.8882627,,,,,,,,,,,,,,
699,370,1.9992908985175505e-05,9.996454492587751e-05,9.996454492587751e-05,6731.989951301,1.9992908985175505e-05,1780661269.191141,,,,,,,,,,,,,,
699,371,1.9992908985175505e-05,9.996454492587751e-05,9.996454492587751e-05,6734.291358915,1.9992908985175505e-05,1780661271.492614,,,,,,,,,,,,,,
699,372,1.9992908985175505e-05,9.996454492587751e-05,9.996454492587751e-05,6736.595257956,1.9992908985175505e-05,1780661273.7964656,,,,,,,,,,,,,,
699,373,,,,6738.900062189,,1780661276.1013968,12.0,0.11253250390291214,,,,,,,,,,,,
709,374,1.9992178509468205e-05,9.996089254734102e-05,9.996089254734102e-05,6821.794506659,1.9992178509468205e-05,1780661358.9956725,,,,,,,,,,,,,,
709,375,1.9992178509468205e-05,9.996089254734102e-05,9.996089254734102e-05,6824.098068362,1.9992178509468205e-05,1780661361.2993426,,,,,,,,,,,,,,
709,376,1.9992178509468205e-05,9.996089254734102e-05,9.996089254734102e-05,6826.400824243,1.9992178509468205e-05,1780661363.6019511,,,,,,,,,,,,,,
709,377,1.9992178509468205e-05,9.996089254734102e-05,9.996089254734102e-05,6828.704092245,1.9992178509468205e-05,1780661365.9054158,,,,,,,,,,,,,,
709,378,,,,6831.010186417,,1780661368.2113316,12.0,0.13372492790222168,,,,,,,,,,,,
719,379,1.99914122452504e-05,9.9957061226252e-05,9.9957061226252e-05,6913.909595414,1.99914122452504e-05,1780661451.1108937,,,,,,,,,,,,,,
719,380,1.99914122452504e-05,9.9957061226252e-05,9.9957061226252e-05,6916.213072329,1.99914122452504e-05,1780661453.4142764,,,,,,,,,,,,,,
719,381,1.99914122452504e-05,9.9957061226252e-05,9.9957061226252e-05,6918.518751797,1.99914122452504e-05,1780661455.7200425,,,,,,,,,,,,,,
719,382,1.99914122452504e-05,9.9957061226252e-05,9.9957061226252e-05,6920.820628415,1.99914122452504e-05,1780661458.0217693,,,,,,,,,,,,,,
719,383,,,,6923.125154418,,1780661460.3264644,12.0,0.09118591248989105,,,,,,,,,,,,
729,384,1.999061019526658e-05,9.995305097633289e-05,9.995305097633289e-05,7006.014517581,1.999061019526658e-05,1780661543.215727,,,,,,,,,,,,,,
729,385,1.999061019526658e-05,9.995305097633289e-05,9.995305097633289e-05,7008.316518054,1.999061019526658e-05,1780661545.517774,,,,,,,,,,,,,,
729,386,1.999061019526658e-05,9.995305097633289e-05,9.995305097633289e-05,7010.618983767,1.999061019526658e-05,1780661547.8201923,,,,,,,,,,,,,,
729,387,1.999061019526658e-05,9.995305097633289e-05,9.995305097633289e-05,7012.921439886,1.999061019526658e-05,1780661550.122734,,,,,,,,,,,,,,
729,388,,,,7015.225615451,,1780661552.4267223,12.0,0.13191908597946167,,,,,,,,,,,,
739,389,1.9989772362389402e-05,9.994886181194701e-05,9.994886181194701e-05,7098.109971642,1.9989772362389402e-05,1780661635.3112786,,,,,,,,,,,,,,
