trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae
739,390,1.9989772362389402e-05,9.994886181194701e-05,9.994886181194701e-05,7100.413053611,1.9989772362389402e-05,1780661637.6142085,,,,,,,,,,,,,,
739,391,1.9989772362389402e-05,9.994886181194701e-05,9.994886181194701e-05,7102.713873027,1.9989772362389402e-05,1780661639.9150467,,,,,,,,,,,,,,
739,392,1.9989772362389402e-05,9.994886181194701e-05,9.994886181194701e-05,7105.018045487,1.9989772362389402e-05,1780661642.2192857,,,,,,,,,,,,,,
739,393,,,,7107.320845293,,1780661644.5221868,12.0,0.16543984413146973,,,,,,,,,,,,
740,394,,,,7140.158231868,,1780661677.3593056,12.0,,0.12301571667194366,17.53125,0.0,0.12301571667194366,20.204940795898438,0.14567577838897705,,,,,,
740,395,,,,7140.412729269,,1780661677.6138139,12.0,,,,,,,,0.0,0.1239587739109993,0.1239587739109993,20.293912887573242,0.10595208406448364,16.78125
749,396,1.9988898749619702e-05,9.994449374809851e-05,9.994449374809851e-05,7214.422984638,1.9988898749619702e-05,1780661751.62416,,,,,,,,,,,,,,
749,397,1.9988898749619702e-05,9.994449374809851e-05,9.994449374809851e-05,7216.728813776,1.9988898749619702e-05,1780661753.929991,,,,,,,,,,,,,,
749,398,1.9988898749619702e-05,9.994449374809851e-05,9.994449374809851e-05,7219.033685604,1.9988898749619702e-05,1780661756.2348943,,,,,,,,,,,,,,
749,399,1.9988898749619702e-05,9.994449374809851e-05,9.994449374809851e-05,7221.336551093,1.9988898749619702e-05,1780661758.5376816,,,,,,,,,,,,,,
749,400,,,,7223.641066795,,1780661760.842377,13.0,0.1322556734085083,,,,,,,,,,,,
759,401,1.998798936008645e-05,9.993994680043225e-05,9.993994680043225e-05,7306.533275462,1.998798936008645e-05,1780661843.7344778,,,,,,,,,,,,,,
759,402,1.998798936008645e-05,9.993994680043225e-05,9.993994680043225e-05,7308.836742119,1.998798936008645e-05,1780661846.0380352,,,,,,,,,,,,,,
759,403,1.998798936008645e-05,9.993994680043225e-05,9.993994680043225e-05,7311.140243227,1.998798936008645e-05,1780661848.3413334,,,,,,,,,,,,,,
759,404,1.998798936008645e-05,9.993994680043225e-05,9.993994680043225e-05,7313.442341925,1.998798936008645e-05,1780661850.6436176,,,,,,,,,,,,,,
759,405,,,,7315.745356401,,1780661852.9465141,13.0,0.11981648951768875,,,,,,,,,,,,
769,406,1.998704419704677e-05,9.993522098523384e-05,9.993522098523384e-05,7398.626215887,1.998704419704677e-05,1780661935.8274455,,,,,,,,,,,,,,
769,407,1.998704419704677e-05,9.993522098523384e-05,9.993522098523384e-05,7400.926754952,1.998704419704677e-05,1780661938.1279566,,,,,,,,,,,,,,
769,408,1.998704419704677e-05,9.993522098523384e-05,9.993522098523384e-05,7403.231306814,1.998704419704677e-05,1780661940.43264,,,,,,,,,,,,,,
769,409,1.998704419704677e-05,9.993522098523384e-05,9.993522098523384e-05,7405.534142824,1.998704419704677e-05,1780661942.735348,,,,,,,,,,,,,,
769,410,,,,7407.835418046,,1780661945.0365279,13.0,0.11410514265298843,,,,,,,,,,,,
779,411,1.99860632638859e-05,9.993031631942949e-05,9.993031631942949e-05,7490.72562204,1.99860632638859e-05,1780662027.926752,,,,,,,,,,,,,,
779,412,1.99860632638859e-05,9.993031631942949e-05,9.993031631942949e-05,7493.030036339,1.99860632638859e-05,1780662030.2313325,,,,,,,,,,,,,,
779,413,1.99860632638859e-05,9.993031631942949e-05,9.993031631942949e-05,7495.333282469,1.99860632638859e-05,1780662032.534428,,,,,,,,,,,,,,
779,414,1.99860632638859e-05,9.993031631942949e-05,9.993031631942949e-05,7497.636065683,1.99860632638859e-05,1780662034.837177,,,,,,,,,,,,,,
779,415,,,,7499.941138021,,1780662037.142327,13.0,0.13238126039505005,,,,,,,,,,,,
789,416,1.9985046564117202e-05,9.992523282058601e-05,9.992523282058601e-05,7582.827171303,1.9985046564117202e-05,1780662120.028317,,,,,,,,,,,,,,
789,417,1.9985046564117202e-05,9.992523282058601e-05,9.992523282058601e-05,7585.128760224,1.9985046564117202e-05,1780662122.3299732,,,,,,,,,,,,,,
789,418,1.9985046564117202e-05,9.992523282058601e-05,9.992523282058601e-05,7587.43224089,1.9985046564117202e-05,1780662124.6334157,,,,,,,,,,,,,,
789,419,1.9985046564117202e-05,9.992523282058601e-05,9.992523282058601e-05,7589.734430485,1.9985046564117202e-05,1780662126.9355457,,,,,,,,,,,,,,
789,420,,,,7592.036947601,,1780662129.2381456,13.0,0.13067999482154846,,,,,,,,,,,,
797,421,,,,7689.277132835,,1780662226.47827,13.0,,0.12261612713336945,17.5,0.0,0.12261612713336945,20.156522750854492,0.154923677444458,,,,,,
797,422,,,,7689.533764596,,1780662226.734973,13.0,,,,,,,,0.0,0.1236102432012558,0.1236102432012558,20.23499870300293,0.11254292726516724,16.896926879882812
799,423,1.998399410138215e-05,9.991997050691076e-05,9.991997050691076e-05,7699.075479626,1.998399410138215e-05,1780662236.2767465,,,,,,,,,,,,,,
799,424,1.998399410138215e-05,9.991997050691076e-05,9.991997050691076e-05,7701.377307908,1.998399410138215e-05,1780662238.5784009,,,,,,,,,,,,,,
799,425,1.998399410138215e-05,9.991997050691076e-05,9.991997050691076e-05,7703.679138324,1.998399410138215e-05,1780662240.880492,,,,,,,,,,,,,,
799,426,1.998399410138215e-05,9.991997050691076e-05,9.991997050691076e-05,7705.981474571,1.998399410138215e-05,1780662243.1826546,,,,,,,,,,,,,,
799,427,,,,7708.285052085,,1780662245.4861996,14.0,0.13041214644908905,,,,,,,,,,,,
809,428,1.9982905879450292e-05,9.991452939725147e-05,9.991452939725147e-05,7791.157934968,1.9982905879450292e-05,1780662328.3590453,,,,,,,,,,,,,,
809,429,1.9982905879450292e-05,9.991452939725147e-05,9.991452939725147e-05,7793.459230092,1.9982905879450292e-05,1780662330.6605208,,,,,,,,,,,,,,
809,430,1.9982905879450292e-05,9.991452939725147e-05,9.991452939725147e-05,7795.762559847,1.9982905879450292e-05,1780662332.9637403,,,,,,,,,,,,,,
809,431,1.9982905879450292e-05,9.991452939725147e-05,9.991452939725147e-05,7798.065370892,1.9982905879450292e-05,1780662335.2664883,,,,,,,,,,,,,,
809,432,,,,7800.369996086,,1780662337.571178,14.0,0.1247517466545105,,,,,,,,,,,,
819,433,1.9981781902219265e-05,9.990890951109633e-05,9.990890951109633e-05,7883.26570954,1.9981781902219265e-05,1780662420.4669886,,,,,,,,,,,,,,
819,434,1.9981781902219265e-05,9.990890951109633e-05,9.990890951109633e-05,7885.569483066,1.9981781902219265e-05,1780662422.7706707,,,,,,,,,,,,,,
819,435,1.9981781902219265e-05,9.990890951109633e-05,9.990890951109633e-05,7887.87205856,1.9981781902219265e-05,1780662425.0732434,,,,,,,,,,,,,,
819,436,1.9981781902219265e-05,9.990890951109633e-05,9.990890951109633e-05,7890.174218369,1.9981781902219265e-05,1780662427.3754327,,,,,,,,,,,,,,
819,437,,,,7892.479195706,,1780662429.680361,14.0,0.09807249903678894,,,,,,,,,,,,
829,438,1.998062217371476e-05,9.99031108685738e-05,9.99031108685738e-05,7975.38268415,1.998062217371476e-05,1780662512.5838354,,,,,,,,,,,,,,
829,439,1.998062217371476e-05,9.99031108685738e-05,9.99031108685738e-05,7977.684911905,1.998062217371476e-05,1780662514.8860955,,,,,,,,,,,,,,
829,440,1.998062217371476e-05,9.99031108685738e-05,9.99031108685738e-05,7979.986696934,1.998062217371476e-05,1780662517.1879113,,,,,,,,,,,,,,
829,441,1.998062217371476e-05,9.99031108685738e-05,9.99031108685738e-05,7982.291490429,1.998062217371476e-05,1780662519.4926987,,,,,,,,,,,,,,
829,442,,,,7984.595417269,,1780662521.7965825,14.0,0.13395798206329346,,,,,,,,,,,,
839,443,1.9979426698090526e-05,9.989713349045261e-05,9.989713349045261e-05,8067.474888115,1.9979426698090526e-05,1780662604.6760836,,,,,,,,,,,,,,
839,444,1.9979426698090526e-05,9.989713349045261e-05,9.989713349045261e-05,8069.775344168,1.9979426698090526e-05,1780662606.9764946,,,,,,,,,,,,,,
839,445,1.9979426698090526e-05,9.989713349045261e-05,9.989713349045261e-05,8072.077960832,1.9979426698090526e-05,1780662609.2792141,,,,,,,,,,,,,,
839,446,1.9979426698090526e-05,9.989713349045261e-05,9.989713349045261e-05,8074.383280613,1.9979426698090526e-05,1780662611.5845726,,,,,,,,,,,,,,
839,447,,,,8076.686345701,,1780662613.8875527,14.0,0.13012588024139404,,,,,,,,,,,,
849,448,1.9978195479628338e-05,9.989097739814168e-05,9.989097739814168e-05,8159.577692451,1.9978195479628338e-05,1780662696.7789037,,,,,,,,,,,,,,
849,449,1.9978195479628338e-05,9.989097739814168e-05,9.989097739814168e-05,8161.881477918,1.9978195479628338e-05,1780662699.0826313,,,,,,,,,,,,,,
849,450,1.9978195479628338e-05,9.989097739814168e-05,9.989097739814168e-05,8164.184607257,1.9978195479628338e-05,1780662701.3859396,,,,,,,,,,,,,,
849,451,1.9978195479628338e-05,9.989097739814168e-05,9.989097739814168e-05,8166.485520953,1.9978195479628338e-05,1780662703.6867428,,,,,,,,,,,,,,
849,452,,,,8168.78757214,,1780662705.9887662,14.0,0.11258929967880249,,,,,,,,,,,,
854,453,,,,8238.433593611,,1780662775.6348476,14.0,,0.12192025780677795,15.25,0.0,0.12192025780677795,19.996463775634766,0.0999634861946106,,,,,,
854,454,,,,8238.968826599,,1780662776.169928,14.0,,,,,,,,0.0,0.1234622448682785,0.1234622448682785,20.215805053710938,0.10796517133712769,16.643482208251953
859,455,1.9976928522737996e-05,9.988464261368997e-05,9.988464261368997e-05,8276.141681178,1.9976928522737996e-05,1780662813.3427932,,,,,,,,,,,,,,
859,456,1.9976928522737996e-05,9.988464261368997e-05,9.988464261368997e-05,8278.445679011,1.9976928522737996e-05,1780662815.6468034,,,,,,,,,,,,,,
859,457,1.9976928522737996e-05,9.988464261368997e-05,9.988464261368997e-05,8280.750866484,1.9976928522737996e-05,1780662817.9520953,,,,,,,,,,,,,,
859,458,1.9976928522737996e-05,9.988464261368997e-05,9.988464261368997e-05,8283.055157276,1.9976928522737996e-05,1780662820.256538,,,,,,,,,,,,,,
859,459,,,,8285.357233836,,1780662822.5584671,15.0,0.10615013539791107,,,,,,,,,,,,
869,460,1.9975625831957296e-05,9.987812915978647e-05,9.987812915978647e-05,8368.251481641,1.9975625831957296e-05,1780662905.4526675,,,,,,,,,,,,,,
869,461,1.9975625831957296e-05,9.987812915978647e-05,9.987812915978647e-05,8370.555231832,1.9975625831957296e-05,1780662907.756427,,,,,,,,,,,,,,
869,462,1.9975625831957296e-05,9.987812915978647e-05,9.987812915978647e-05,8372.859019038,1.9975625831957296e-05,1780662910.0601656,,,,,,,,,,,,,,
869,463,1.9975625831957296e-05,9.987812915978647e-05,9.987812915978647e-05,8375.161355579,1.9975625831957296e-05,1780662912.3625407,,,,,,,,,,,,,,
869,464,,,,8377.463242764,,1780662914.6644144,15.0,0.11751439422369003,,,,,,,,,,,,
879,465,1.9974287411952025e-05,9.987143705976012e-05,9.987143705976012e-05,8460.353931372,1.9974287411952025e-05,1780662997.555114,,,,,,,,,,,,,,
879,466,1.9974287411952025e-05,9.987143705976012e-05,9.987143705976012e-05,8462.654640246,1.9974287411952025e-05,1780662999.8557863,,,,,,,,,,,,,,
879,467,1.9974287411952025e-05,9.987143705976012e-05,9.987143705976012e-05,8464.955701871,1.9974287411952025e-05,1780663002.1569939,,,,,,,,,,,,,,
879,468,1.9974287411952025e-05,9.987143705976012e-05,9.987143705976012e-05,8467.258659418,1.9974287411952025e-05,1780663004.4598238,,,,,,,,,,,,,,
879,469,,,,8469.563293257,,1780663006.7644484,15.0,0.0893862396478653,,,,,,,,,,,,
889,470,1.9972913267515938e-05,9.986456633757967e-05,9.986456633757967e-05,8552.456633638,1.9972913267515938e-05,1780663089.6578405,,,,,,,,,,,,,,
889,471,1.9972913267515938e-05,9.986456633757967e-05,9.986456633757967e-05,8554.761691469,1.9972913267515938e-05,1780663091.9629161,,,,,,,,,,,,,,
889,472,1.9972913267515938e-05,9.986456633757967e-05,9.986456633757967e-05,8557.067253217,1.9972913267515938e-05,1780663094.2684057,,,,,,,,,,,,,,
889,473,1.9972913267515938e-05,9.986456633757967e-05,9.986456633757967e-05,8559.37041289,1.9972913267515938e-05,1780663096.5715868,,,,,,,,,,,,,,
889,474,,,,8561.673473162,,1780663098.8746326,15.0,0.14323154091835022,,,,,,,,,,,,
899,475,1.9971503403570737e-05,9.985751701785369e-05,9.985751701785369e-05,8644.576664734,1.9971503403570737e-05,1780663181.7779768,,,,,,,,,,,,,,
899,476,1.9971503403570737e-05,9.985751701785369e-05,9.985751701785369e-05,8646.878798566,1.9971503403570737e-05,1780663184.0799248,,,,,,,,,,,,,,
899,477,1.9971503403570737e-05,9.985751701785369e-05,9.985751701785369e-05,8649.181273862,1.9971503403570737e-05,1780663186.3824525,,,,,,,,,,,,,,
899,478,1.9971503403570737e-05,9.985751701785369e-05,9.985751701785369e-05,8651.482613157,1.9971503403570737e-05,1780663188.6837904,,,,,,,,,,,,,,
899,479,,,,8653.785941696,,1780663190.9873033,15.0,0.1351107507944107,,,,,,,,,,,,
909,480,1.997005782516608e-05,9.985028912583039e-05,9.985028912583039e-05,8736.660013482,1.997005782516608e-05,1780663273.861079,,,,,,,,,,,,,,
909,481,1.997005782516608e-05,9.985028912583039e-05,9.985028912583039e-05,8738.961862138,1.997005782516608e-05,1780663276.1631658,,,,,,,,,,,,,,
909,482,1.997005782516608e-05,9.985028912583039e-05,9.985028912583039e-05,8741.263791795,1.997005782516608e-05,1780663278.4651012,,,,,,,,,,,,,,
909,483,1.997005782516608e-05,9.985028912583039e-05,9.985028912583039e-05,8743.564593114,1.997005782516608e-05,1780663280.7658396,,,,,,,,,,,,,,
909,484,,,,8745.868114415,,1780663283.0694046,15.0,0.12851861119270325,,,,,,,,,,,,
911,485,,,,8787.874997291,,1780663325.0760088,15.0,,0.1279512345790863,15.21875,0.0,0.1279512345790863,20.858882904052734,-0.03471946716308594,,,,,,
911,486,,,,8788.138869041,,1780663325.3399508,15.0,,,,,,,,0.0,0.12159859389066696,0.12159859389066696,19.938032150268555,0.1380738615989685,16.5625
919,487,1.996857653747951e-05,9.984288268739754e-05,9.984288268739754e-05,8853.003547653,1.996857653747951e-05,1780663390.2048402,,,,,,,,,,,,,,
919,488,1.996857653747951e-05,9.984288268739754e-05,9.984288268739754e-05,8855.304812867,1.996857653747951e-05,1780663392.5059657,,,,,,,,,,,,,,
919,489,1.996857653747951e-05,9.984288268739754e-05,9.984288268739754e-05,8857.606746717,1.996857653747951e-05,1780663394.8078763,,,,,,,,,,,,,,
919,490,1.996857653747951e-05,9.984288268739754e-05,9.984288268739754e-05,8859.911346268,1.996857653747951e-05,1780663397.1125193,,,,,,,,,,,,,,
919,491,,,,8862.214677149,,1780663399.4158556,16.0,0.12315671145915985,,,,,,,,,,,,
929,492,1.9967059545816493e-05,9.983529772908247e-05,9.983529772908247e-05,8945.101355343,1.9967059545816493e-05,1780663482.3025846,,,,,,,,,,,,,,
929,493,1.9967059545816493e-05,9.983529772908247e-05,9.983529772908247e-05,8947.40384261,1.9967059545816493e-05,1780663484.6049373,,,,,,,,,,,,,,
929,494,1.9967059545816493e-05,9.983529772908247e-05,9.983529772908247e-05,8949.707520099,1.9967059545816493e-05,1780663486.9086652,,,,,,,,,,,,,,
929,495,1.9967059545816493e-05,9.983529772908247e-05,9.983529772908247e-05,8952.009424748,1.9967059545816493e-05,1780663489.2105598,,,,,,,,,,,,,,
929,496,,,,8954.312713981,,1780663491.5139565,16.0,0.14608941972255707,,,,,,,,,,,,
939,497,1.9965506855610366e-05,9.982753427805183e-05,9.982753427805183e-05,9037.195697922,1.9965506855610366e-05,1780663574.396811,,,,,,,,,,,,,,
939,498,1.9965506855610366e-05,9.982753427805183e-05,9.982753427805183e-05,9039.499102575,1.9965506855610366e-05,1780663576.7002196,,,,,,,,,,,,,,
939,499,1.9965506855610366e-05,9.982753427805183e-05,9.982753427805183e-05,9041.802675109,1.9965506855610366e-05,1780663579.0038462,,,,,,,,,,,,,,
939,500,1.9965506855610366e-05,9.982753427805183e-05,9.982753427805183e-05,9044.104920727,1.9965506855610366e-05,1780663581.306112,,,,,,,,,,,,,,
939,501,,,,9046.410238797,,1780663583.6114216,16.0,0.09851449728012085,,,,,,,,,,,,
949,502,1.9963918472422323e-05,9.981959236211162e-05,9.981959236211162e-05,9129.302246266,1.9963918472422323e-05,1780663666.5033073,,,,,,,,,,,,,,
949,503,1.9963918472422323e-05,9.981959236211162e-05,9.981959236211162e-05,9131.60546821,1.9963918472422323e-05,1780663668.806577,,,,,,,,,,,,,,
949,504,1.9963918472422323e-05,9.981959236211162e-05,9.981959236211162e-05,9133.907978491,1.9963918472422323e-05,1780663671.1092665,,,,,,,,,,,,,,
949,505,1.9963918472422323e-05,9.981959236211162e-05,9.981959236211162e-05,9136.211697331,1.9963918472422323e-05,1780663673.4128163,,,,,,,,,,,,,,
949,506,,,,9138.516081651,,1780663675.7173548,16.0,0.12974873185157776,,,,,,,,,,,,
959,507,1.9962294401941403e-05,9.9811472009707e-05,9.9811472009707e-05,9221.399107654,1.9962294401941403e-05,1780663758.6001265,,,,,,,,,,,,,,
959,508,1.9962294401941403e-05,9.9811472009707e-05,9.9811472009707e-05,9223.702125826,1.9962294401941403e-05,1780663760.9033926,,,,,,,,,,,,,,
959,509,1.9962294401941403e-05,9.9811472009707e-05,9.9811472009707e-05,9226.007331179,1.9962294401941403e-05,1780663763.208517,,,,,,,,,,,,,,
959,510,1.9962294401941403e-05,9.9811472009707e-05,9.9811472009707e-05,9228.309236205,1.9962294401941403e-05,1780663765.5105298,,,,,,,,,,,,,,
959,511,,,,9230.612799215,,1780663767.8139515,16.0,0.11722751706838608,,,,,,,,,,,,
968,512,,,,9337.128051459,,1780663874.329153,16.0,,0.11523047089576721,15.4375,0.0,0.11523047089576721,19.01215362548828,0.1939355731010437,,,,,,
968,513,,,,9337.634037232,,1780663874.8351538,16.0,,,,,,,,0.0,0.12052051723003387,0.12052051723003387,19.787179946899414,0.14111965894699097,16.5
969,514,1.9960634649984457e-05,9.980317324992228e-05,9.980317324992228e-05,9337.928358626,1.9960634649984457e-05,1780663875.1291287,,,,,,,,,,,,,,
969,515,1.9960634649984457e-05,9.980317324992228e-05,9.980317324992228e-05,9340.238625786,1.9960634649984457e-05,1780663877.4397717,,,,,,,,,,,,,,
969,516,1.9960634649984457e-05,9.980317324992228e-05,9.980317324992228e-05,9342.541524178,1.9960634649984457e-05,1780663879.7426238,,,,,,,,,,,,,,
969,517,1.9960634649984457e-05,9.980317324992228e-05,9.980317324992228e-05,9344.843299429,1.9960634649984457e-05,1780663882.0445805,,,,,,,,,,,,,,
969,518,,,,9347.147951348,,1780663884.3491738,17.0,0.1302584707736969,,,,,,,,,,,,
979,519,1.9958939222496148e-05,9.979469611248073e-05,9.979469611248073e-05,9430.038924896,1.9958939222496148e-05,1780663967.2401302,,,,,,,,,,,,,,
979,520,1.9958939222496148e-05,9.979469611248073e-05,9.979469611248073e-05,9432.342885193,1.9958939222496148e-05,1780663969.5440533,,,,,,,,,,,,,,
979,521,1.9958939222496148e-05,9.979469611248073e-05,9.979469611248073e-05,9434.646217464,1.9958939222496148e-05,1780663971.8474803,,,,,,,,,,,,,,
979,522,1.9958939222496148e-05,9.979469611248073e-05,9.979469611248073e-05,9436.949217555,1.9958939222496148e-05,1780663974.1503015,,,,,,,,,,,,,,
979,523,,,,9439.252322213,,1780663976.4536202,17.0,0.09643931686878204,,,,,,,,,,,,
989,524,1.99572081255489e-05,9.978604062774449e-05,9.978604062774449e-05,9522.148866704,1.99572081255489e-05,1780664059.3499968,,,,,,,,,,,,,,
989,525,1.99572081255489e-05,9.978604062774449e-05,9.978604062774449e-05,9524.451035122,1.99572081255489e-05,1780664061.652266,,,,,,,,,,,,,,
989,526,1.99572081255489e-05,9.978604062774449e-05,9.978604062774449e-05,9526.75363538,1.99572081255489e-05,1780664063.9548924,,,,,,,,,,,,,,
989,527,1.99572081255489e-05,9.978604062774449e-05,9.978604062774449e-05,9529.058421475,1.99572081255489e-05,1780664066.2597768,,,,,,,,,,,,,,
989,528,,,,9531.361150185,,1780664068.5623295,17.0,0.1129806637763977,,,,,,,,,,,,
999,529,1.9955441365342906e-05,9.977720682671452e-05,9.977720682671452e-05,9614.249522139,1.9955441365342906e-05,1780664151.4508176,,,,,,,,,,,,,,
999,530,1.9955441365342906e-05,9.977720682671452e-05,9.977720682671452e-05,9616.552506422,1.9955441365342906e-05,1780664153.753631,,,,,,,,,,,,,,
999,531,1.9955441365342906e-05,9.977720682671452e-05,9.977720682671452e-05,9618.856695078,1.9955441365342906e-05,1780664156.057964,,,,,,,,,,,,,,
999,532,1.9955441365342906e-05,9.977720682671452e-05,9.977720682671452e-05,9621.161626731,1.9955441365342906e-05,1780664158.3628213,,,,,,,,,,,,,,
999,533,,,,9623.465756907,,1780664160.6670964,17.0,0.13824257254600525,,,,,,,,,,,,
1009,534,1.995363894820608e-05,9.97681947410304e-05,9.97681947410304e-05,9706.378919745,1.995363894820608e-05,1780664243.580125,,,,,,,,,,,,,,
1009,535,1.995363894820608e-05,9.97681947410304e-05,9.97681947410304e-05,9708.681905229,1.995363894820608e-05,1780664245.883219,,,,,,,,,,,,,,
1009,536,1.995363894820608e-05,9.97681947410304e-05,9.97681947410304e-05,9710.986263128,1.995363894820608e-05,1780664248.187395,,,,,,,,,,,,,,
1009,537,1.995363894820608e-05,9.97681947410304e-05,9.97681947410304e-05,9713.288454686,1.995363894820608e-05,1780664250.489777,,,,,,,,,,,,,,
1009,538,,,,9715.592221614,,1780664252.793414,17.0,0.1288183033466339,,,,,,,,,,,,
1019,539,1.995180088059406e-05,9.97590044029703e-05,9.97590044029703e-05,9798.487224207,1.995180088059406e-05,1780664335.6885107,,,,,,,,,,,,,,
1019,540,1.995180088059406e-05,9.97590044029703e-05,9.97590044029703e-05,9800.790629381,1.995180088059406e-05,1780664337.9918373,,,,,,,,,,,,,,
1019,541,1.995180088059406e-05,9.97590044029703e-05,9.97590044029703e-05,9803.092918205,1.995180088059406e-05,1780664340.2941844,,,,,,,,,,,,,,
1019,542,1.995180088059406e-05,9.97590044029703e-05,9.97590044029703e-05,9805.395113909,1.995180088059406e-05,1780664342.5962179,,,,,,,,,,,,,,
1019,543,,,,9807.701206255,,1780664344.902306,17.0,0.10045874118804932,,,,,,,,,,,,
1025,544,,,,9886.574706876,,1780664423.7759564,17.0,,0.11323916167020798,13.810619354248047,0.0,0.11323916167020798,18.776334762573242,0.1735021471977234,,,,,,
1025,545,,,,9887.042160428,,1780664424.2432802,17.0,,,,,,,,0.0,0.11702804267406464,0.11702804267406464,19.27895164489746,0.16872340440750122,15.75
1029,546,1.9949927169090166e-05,9.974963584545083e-05,9.974963584545083e-05,9914.98443663,1.9949927169090166e-05,1780664452.1856773,,,,,,,,,,,,,,
1029,547,1.9949927169090166e-05,9.974963584545083e-05,9.974963584545083e-05,9917.287023738,1.9949927169090166e-05,1780664454.4882383,,,,,,,,,,,,,,
1029,548,1.9949927169090166e-05,9.974963584545083e-05,9.974963584545083e-05,9919.590394294,1.9949927169090166e-05,1780664456.7916987,,,,,,,,,,,,,,
1029,549,1.9949927169090166e-05,9.974963584545083e-05,9.974963584545083e-05,9921.89473553,1.9949927169090166e-05,1780664459.0958557,,,,,,,,,,,,,,
1029,550,,,,9924.196748222,,1780664461.398043,18.0,0.12365425378084183,,,,,,,,,,,,
1039,551,1.994801782040538e-05,9.97400891020269e-05,9.97400891020269e-05,10007.078206051,1.994801782040538e-05,1780664544.2793736,,,,,,,,,,,,,,
1039,552,1.994801782040538e-05,9.97400891020269e-05,9.97400891020269e-05,10009.382573278,1.994801782040538e-05,1780664546.583837,,,,,,,,,,,,,,
1039,553,1.994801782040538e-05,9.97400891020269e-05,9.97400891020269e-05,10011.684643767,1.994801782040538e-05,1780664548.8858283,,,,,,,,,,,,,,
1039,554,1.994801782040538e-05,9.97400891020269e-05,9.97400891020269e-05,10013.988487625,1.994801782040538e-05,1780664551.1896808,,,,,,,,,,,,,,
1039,555,,,,10016.290416401,,1780664553.491595,18.0,0.13287323713302612,,,,,,,,,,,,
1049,556,1.9946072841378323e-05,9.973036420689161e-05,9.973036420689161e-05,10099.186187307,1.9946072841378323e-05,1780664636.3875034,,,,,,,,,,,,,,
1049,557,1.9946072841378323e-05,9.973036420689161e-05,9.973036420689161e-05,10101.486845082,1.9946072841378323e-05,1780664638.6879988,,,,,,,,,,,,,,
1049,558,1.9946072841378323e-05,9.973036420689161e-05,9.973036420689161e-05,10103.790348578,1.9946072841378323e-05,1780664640.9916532,,,,,,,,,,,,,,
1049,559,1.9946072841378323e-05,9.973036420689161e-05,9.973036420689161e-05,10106.093139301,1.9946072841378323e-05,1780664643.2942595,,,,,,,,,,,,,,
1049,560,,,,10108.396918962,,1780664645.5980136,18.0,0.11602427065372467,,,,,,,,,,,,
1059,561,1.9944092238975234e-05,9.972046119487617e-05,9.972046119487617e-05,10191.294569761,1.9944092238975234e-05,1780664728.495692,,,,,,,,,,,,,,
1059,562,1.9944092238975234e-05,9.972046119487617e-05,9.972046119487617e-05,10193.597090961,1.9944092238975234e-05,1780664730.798386,,,,,,,,,,,,,,
1059,563,1.9944092238975234e-05,9.972046119487617e-05,9.972046119487617e-05,10195.900489079,1.9944092238975234e-05,1780664733.1017196,,,,,,,,,,,,,,
1059,564,1.9944092238975234e-05,9.972046119487617e-05,9.972046119487617e-05,10198.201402469,1.9944092238975234e-05,1780664735.4026065,,,,,,,,,,,,,,
1059,565,,,,10200.505913481,,1780664737.7071943,18.0,0.09438294917345047,,,,,,,,,,,,
1069,566,1.9942076020289947e-05,9.971038010144972e-05,9.971038010144972e-05,10283.385684315,1.9942076020289947e-05,1780664820.5870233,,,,,,,,,,,,,,
1069,567,1.9942076020289947e-05,9.971038010144972e-05,9.971038010144972e-05,10285.68805546,1.9942076020289947e-05,1780664822.8892577,,,,,,,,,,,,,,
1069,568,1.9942076020289947e-05,9.971038010144972e-05,9.971038010144972e-05,10287.991705139,1.9942076020289947e-05,1780664825.1929336,,,,,,,,,,,,,,
1069,569,1.9942076020289947e-05,9.971038010144972e-05,9.971038010144972e-05,10290.292765641,1.9942076020289947e-05,1780664827.4940023,,,,,,,,,,,,,,
1069,570,,,,10292.596192122,,1780664829.7974157,18.0,0.1074095219373703,,,,,,,,,,,,
1079,571,1.994002419254385e-05,9.970012096271926e-05,9.970012096271926e-05,10375.490344146,1.994002419254385e-05,1780664912.6914768,,,,,,,,,,,,,,
1079,572,1.994002419254385e-05,9.970012096271926e-05,9.970012096271926e-05,10377.790852007,1.994002419254385e-05,1780664914.9920418,,,,,,,,,,,,,,
1079,573,1.994002419254385e-05,9.970012096271926e-05,9.970012096271926e-05,10380.092317147,1.994002419254385e-05,1780664917.2935834,,,,,,,,,,,,,,
1079,574,1.994002419254385e-05,9.970012096271926e-05,9.970012096271926e-05,10382.395433043,1.994002419254385e-05,1780664919.596714,,,,,,,,,,,,,,
1079,575,,,,10384.696116305,,1780664921.8974354,18.0,0.10542348772287369,,,,,,,,,,,,
1082,576,,,,10435.901641056,,1780664973.102843,18.0,,0.11007384955883026,13.525249481201172,0.0,0.11007384955883026,18.22688102722168,0.19899457693099976,,,,,,
