trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae,test/mae,test/loss,test/r2,test/recon_loss,test/medae,test/age_loss
1409,744,1.8878340634782372e-05,9.439170317391186e-05,9.439170317391186e-05,10503.654940116,1.8878340634782372e-05,1778611299.3255713,,,,,,,,,,,,,,,,,,,,
1409,745,1.8878340634782372e-05,9.439170317391186e-05,9.439170317391186e-05,10505.943436447,1.8878340634782372e-05,1778611301.6140504,,,,,,,,,,,,,,,,,,,,
1409,746,,,,10508.229831527,,1778611303.9004817,23.0,0.169999361038208,,,,,,,,,,,,,,,,,,
1415,747,,,,10583.155223849,,1778611378.825746,23.0,,0.204973503947258,6.8125,0.0,0.204973503947258,8.994372367858887,0.7948164343833923,,,,,,,,,,,,
1415,748,,,,10583.158888173,,1778611378.8295841,23.0,,,,,,,,0.0,0.15723052620887756,0.15723052620887756,7.638319492340088,0.842766284942627,5.5,,,,,,
1419,749,1.8861471584202777e-05,9.430735792101389e-05,9.430735792101389e-05,10610.880646785,1.8861471584202777e-05,1778611406.55126,,,,,,,,,,,,,,,,,,,,
1419,750,1.8861471584202777e-05,9.430735792101389e-05,9.430735792101389e-05,10613.165614399,1.8861471584202777e-05,1778611408.8362315,,,,,,,,,,,,,,,,,,,,
1419,751,1.8861471584202777e-05,9.430735792101389e-05,9.430735792101389e-05,10615.452630047,1.8861471584202777e-05,1778611411.123257,,,,,,,,,,,,,,,,,,,,
1419,752,1.8861471584202777e-05,9.430735792101389e-05,9.430735792101389e-05,10617.73620676,1.8861471584202777e-05,1778611413.4068286,,,,,,,,,,,,,,,,,,,,
1419,753,,,,10620.022841936,,1778611415.6934977,24.0,0.03831129148602486,,,,,,,,,,,,,,,,,,
1429,754,1.884448428170094e-05,9.42224214085047e-05,9.42224214085047e-05,10702.311591599,1.884448428170094e-05,1778611497.982121,,,,,,,,,,,,,,,,,,,,
1429,755,1.884448428170094e-05,9.42224214085047e-05,9.42224214085047e-05,10704.599995392,1.884448428170094e-05,1778611500.2705848,,,,,,,,,,,,,,,,,,,,
1429,756,1.884448428170094e-05,9.42224214085047e-05,9.42224214085047e-05,10706.885412432,1.884448428170094e-05,1778611502.5559464,,,,,,,,,,,,,,,,,,,,
1429,757,1.884448428170094e-05,9.42224214085047e-05,9.42224214085047e-05,10709.172288088,1.884448428170094e-05,1778611504.8428364,,,,,,,,,,,,,,,,,,,,
1429,758,,,,10711.459014669,,1778611507.129573,24.0,0.1776832938194275,,,,,,,,,,,,,,,,,,
1439,759,1.882737895396395e-05,9.413689476981975e-05,9.413689476981975e-05,10793.767963446,1.882737895396395e-05,1778611589.4386075,,,,,,,,,,,,,,,,,,,,
1439,760,1.882737895396395e-05,9.413689476981975e-05,9.413689476981975e-05,10796.054511725,1.882737895396395e-05,1778611591.725132,,,,,,,,,,,,,,,,,,,,
1439,761,1.882737895396395e-05,9.413689476981975e-05,9.413689476981975e-05,10798.340460723,1.882737895396395e-05,1778611594.011085,,,,,,,,,,,,,,,,,,,,
1439,762,1.882737895396395e-05,9.413689476981975e-05,9.413689476981975e-05,10800.625320643,1.882737895396395e-05,1778611596.2959278,,,,,,,,,,,,,,,,,,,,
1439,763,,,,10802.911818277,,1778611598.58247,24.0,0.11869718879461288,,,,,,,,,,,,,,,,,,
1449,764,1.8810155829253883e-05,9.40507791462694e-05,9.40507791462694e-05,10885.203814182,1.8810155829253883e-05,1778611680.8744478,,,,,,,,,,,,,,,,,,,,
1449,765,1.8810155829253883e-05,9.40507791462694e-05,9.40507791462694e-05,10887.490421347,1.8810155829253883e-05,1778611683.1610405,,,,,,,,,,,,,,,,,,,,
1449,766,1.8810155829253883e-05,9.40507791462694e-05,9.40507791462694e-05,10889.773780454,1.8810155829253883e-05,1778611685.444407,,,,,,,,,,,,,,,,,,,,
1449,767,1.8810155829253883e-05,9.40507791462694e-05,9.40507791462694e-05,10892.058829235,1.8810155829253883e-05,1778611687.7294543,,,,,,,,,,,,,,,,,,,,
1449,768,,,,10894.345128638,,1778611690.0157728,24.0,0.41988974809646606,,,,,,,,,,,,,,,,,,
1459,769,1.8792815137404748e-05,9.396407568702373e-05,9.396407568702373e-05,10976.637918925,1.8792815137404748e-05,1778611772.3085678,,,,,,,,,,,,,,,,,,,,
1459,770,1.8792815137404748e-05,9.396407568702373e-05,9.396407568702373e-05,10978.922957735,1.8792815137404748e-05,1778611774.5935922,,,,,,,,,,,,,,,,,,,,
1459,771,1.8792815137404748e-05,9.396407568702373e-05,9.396407568702373e-05,10981.208847748,1.8792815137404748e-05,1778611776.8794794,,,,,,,,,,,,,,,,,,,,
1459,772,1.8792815137404748e-05,9.396407568702373e-05,9.396407568702373e-05,10983.496166631,1.8792815137404748e-05,1778611779.1668015,,,,,,,,,,,,,,,,,,,,
1459,773,,,,10985.782642576,,1778611781.4533005,24.0,0.09505003690719604,,,,,,,,,,,,,,,,,,
1469,774,1.877535710981944e-05,9.38767855490972e-05,9.38767855490972e-05,11068.075101719,1.877535710981944e-05,1778611863.7457495,,,,,,,,,,,,,,,,,,,,
1469,775,1.877535710981944e-05,9.38767855490972e-05,9.38767855490972e-05,11070.36028998,1.877535710981944e-05,1778611866.0309174,,,,,,,,,,,,,,,,,,,,
1469,776,1.877535710981944e-05,9.38767855490972e-05,9.38767855490972e-05,11072.645644422,1.877535710981944e-05,1778611868.3162692,,,,,,,,,,,,,,,,,,,,
1469,777,1.877535710981944e-05,9.38767855490972e-05,9.38767855490972e-05,11074.932318841,1.877535710981944e-05,1778611870.602936,,,,,,,,,,,,,,,,,,,,
1469,778,,,,11077.218067076,,1778611872.888723,24.0,0.13250112533569336,,,,,,,,,,,,,,,,,,
1474,779,,,,11143.113277516,,1778611938.7837496,24.0,,0.18519438803195953,5.9375,0.0,0.18519438803195953,8.222533226013184,0.8145981431007385,,,,,,,,,,,,
1474,780,,,,11143.116894799,,1778611938.7876747,24.0,,,,,,,,0.0,0.16101770102977753,0.16101770102977753,7.777897834777832,0.8389811515808105,5.5214996337890625,,,,,,
1479,781,1.875778197946664e-05,9.37889098973332e-05,9.37889098973332e-05,11179.977896079,1.875778197946664e-05,1778611975.6485205,,,,,,,,,,,,,,,,,,,,
1479,782,1.875778197946664e-05,9.37889098973332e-05,9.37889098973332e-05,11182.263798155,1.875778197946664e-05,1778611977.9344008,,,,,,,,,,,,,,,,,,,,
1479,783,1.875778197946664e-05,9.37889098973332e-05,9.37889098973332e-05,11184.551308172,1.875778197946664e-05,1778611980.2218957,,,,,,,,,,,,,,,,,,,,
1479,784,1.875778197946664e-05,9.37889098973332e-05,9.37889098973332e-05,11186.839054684,1.875778197946664e-05,1778611982.509671,,,,,,,,,,,,,,,,,,,,
1479,785,,,,11189.126750582,,1778611984.7974048,25.0,0.19013813138008118,,,,,,,,,,,,,,,,,,
1489,786,1.87400899808777e-05,9.37004499043885e-05,9.37004499043885e-05,11271.432356895,1.87400899808777e-05,1778612067.10301,,,,,,,,,,,,,,,,,,,,
1489,787,1.87400899808777e-05,9.37004499043885e-05,9.37004499043885e-05,11273.719377418,1.87400899808777e-05,1778612069.3899927,,,,,,,,,,,,,,,,,,,,
1489,788,1.87400899808777e-05,9.37004499043885e-05,9.37004499043885e-05,11276.005582636,1.87400899808777e-05,1778612071.6762052,,,,,,,,,,,,,,,,,,,,
1489,789,1.87400899808777e-05,9.37004499043885e-05,9.37004499043885e-05,11278.29122687,1.87400899808777e-05,1778612073.961847,,,,,,,,,,,,,,,,,,,,
1489,790,,,,11280.579153659,,1778612076.2497878,25.0,0.16615495085716248,,,,,,,,,,,,,,,,,,
1499,791,1.872228135014353e-05,9.361140675071763e-05,9.361140675071763e-05,11362.87376701,1.872228135014353e-05,1778612158.5444193,,,,,,,,,,,,,,,,,,,,
1499,792,1.872228135014353e-05,9.361140675071763e-05,9.361140675071763e-05,11365.159042761,1.872228135014353e-05,1778612160.8296497,,,,,,,,,,,,,,,,,,,,
1499,793,1.872228135014353e-05,9.361140675071763e-05,9.361140675071763e-05,11367.44437564,1.872228135014353e-05,1778612163.1149943,,,,,,,,,,,,,,,,,,,,
1499,794,1.872228135014353e-05,9.361140675071763e-05,9.361140675071763e-05,11369.731919326,1.872228135014353e-05,1778612165.4025528,,,,,,,,,,,,,,,,,,,,
1499,795,,,,11372.021230322,,1778612167.691877,25.0,0.08623300492763519,,,,,,,,,,,,,,,,,,
1509,796,1.8704356324911423e-05,9.352178162455711e-05,9.352178162455711e-05,11454.313311643,1.8704356324911423e-05,1778612249.9839628,,,,,,,,,,,,,,,,,,,,
1509,797,1.8704356324911423e-05,9.352178162455711e-05,9.352178162455711e-05,11456.601458479,1.8704356324911423e-05,1778612252.2720711,,,,,,,,,,,,,,,,,,,,
1509,798,1.8704356324911423e-05,9.352178162455711e-05,9.352178162455711e-05,11458.887682452,1.8704356324911423e-05,1778612254.5582979,,,,,,,,,,,,,,,,,,,,
1509,799,1.8704356324911423e-05,9.352178162455711e-05,9.352178162455711e-05,11461.175188465,1.8704356324911423e-05,1778612256.845863,,,,,,,,,,,,,,,,,,,,
1509,800,,,,11463.463706791,,1778612259.1343625,25.0,0.12764742970466614,,,,,,,,,,,,,,,,,,
1519,801,1.8686315144381914e-05,9.343157572190957e-05,9.343157572190957e-05,11545.791503561,1.8686315144381914e-05,1778612341.4621553,,,,,,,,,,,,,,,,,,,,
1519,802,1.8686315144381914e-05,9.343157572190957e-05,9.343157572190957e-05,11548.078242691,1.8686315144381914e-05,1778612343.7488818,,,,,,,,,,,,,,,,,,,,
1519,803,1.8686315144381914e-05,9.343157572190957e-05,9.343157572190957e-05,11550.36513288,1.8686315144381914e-05,1778612346.0357711,,,,,,,,,,,,,,,,,,,,
1519,804,1.8686315144381914e-05,9.343157572190957e-05,9.343157572190957e-05,11552.652543411,1.8686315144381914e-05,1778612348.3231711,,,,,,,,,,,,,,,,,,,,
1519,805,,,,11554.937753042,,1778612350.6084077,25.0,0.15716348588466644,,,,,,,,,,,,,,,,,,
1529,806,1.8668158049305568e-05,9.334079024652783e-05,9.334079024652783e-05,11637.248081368,1.8668158049305568e-05,1778612432.9187376,,,,,,,,,,,,,,,,,,,,
1529,807,1.8668158049305568e-05,9.334079024652783e-05,9.334079024652783e-05,11639.536033967,1.8668158049305568e-05,1778612435.2066717,,,,,,,,,,,,,,,,,,,,
1529,808,1.8668158049305568e-05,9.334079024652783e-05,9.334079024652783e-05,11641.819750372,1.8668158049305568e-05,1778612437.490367,,,,,,,,,,,,,,,,,,,,
1529,809,1.8668158049305568e-05,9.334079024652783e-05,9.334079024652783e-05,11644.105282569,1.8668158049305568e-05,1778612439.7759023,,,,,,,,,,,,,,,,,,,,
1529,810,,,,11646.390904692,,1778612442.061553,25.0,0.12805724143981934,,,,,,,,,,,,,,,,,,
1533,811,,,,11703.002668151,,1778612498.6731892,25.0,,0.15682139992713928,5.625,0.0,0.15682139992713928,7.546351432800293,0.8430259823799133,,,,,,,,,,,,
1533,812,,,,11703.247201861,,1778612498.9177923,25.0,,,,,,,,0.0,0.15467554330825806,0.15467554330825806,7.557831287384033,0.8453200459480286,5.28125,,,,,,
1539,813,1.8649885281979763e-05,9.324942640989882e-05,9.324942640989882e-05,11749.242389039,1.8649885281979763e-05,1778612544.91292,,,,,,,,,,,,,,,,,,,,
1539,814,1.8649885281979763e-05,9.324942640989882e-05,9.324942640989882e-05,11751.529884597,1.8649885281979763e-05,1778612547.2004359,,,,,,,,,,,,,,,,,,,,
1539,815,1.8649885281979763e-05,9.324942640989882e-05,9.324942640989882e-05,11753.818381623,1.8649885281979763e-05,1778612549.4889634,,,,,,,,,,,,,,,,,,,,
1539,816,1.8649885281979763e-05,9.324942640989882e-05,9.324942640989882e-05,11756.105780376,1.8649885281979763e-05,1778612551.7763438,,,,,,,,,,,,,,,,,,,,
1539,817,,,,11758.393503928,,1778612554.0640757,26.0,0.1333620846271515,,,,,,,,,,,,,,,,,,
1549,818,1.8631497086245485e-05,9.315748543122742e-05,9.315748543122742e-05,11840.709861305,1.8631497086245485e-05,1778612636.3805168,,,,,,,,,,,,,,,,,,,,
1549,819,1.8631497086245485e-05,9.315748543122742e-05,9.315748543122742e-05,11842.996594857,1.8631497086245485e-05,1778612638.6671882,,,,,,,,,,,,,,,,,,,,
1549,820,1.8631497086245485e-05,9.315748543122742e-05,9.315748543122742e-05,11845.283107227,1.8631497086245485e-05,1778612640.9537497,,,,,,,,,,,,,,,,,,,,
1549,821,1.8631497086245485e-05,9.315748543122742e-05,9.315748543122742e-05,11847.571296631,1.8631497086245485e-05,1778612643.2419305,,,,,,,,,,,,,,,,,,,,
1549,822,,,,11849.857471655,,1778612645.52812,26.0,0.14844965934753418,,,,,,,,,,,,,,,,,,
1559,823,1.8612993707484032e-05,9.306496853742016e-05,9.306496853742016e-05,11932.15629378,1.8612993707484032e-05,1778612727.8269503,,,,,,,,,,,,,,,,,,,,
1559,824,1.8612993707484032e-05,9.306496853742016e-05,9.306496853742016e-05,11934.444133088,1.8612993707484032e-05,1778612730.1146636,,,,,,,,,,,,,,,,,,,,
1559,825,1.8612993707484032e-05,9.306496853742016e-05,9.306496853742016e-05,11936.731420064,1.8612993707484032e-05,1778612732.4019911,,,,,,,,,,,,,,,,,,,,
1559,826,1.8612993707484032e-05,9.306496853742016e-05,9.306496853742016e-05,11939.018593951,1.8612993707484032e-05,1778612734.6891818,,,,,,,,,,,,,,,,,,,,
1559,827,,,,11941.304212297,,1778612736.9747815,26.0,0.2048467993736267,,,,,,,,,,,,,,,,,,
1569,828,1.859437539261378e-05,9.297187696306888e-05,9.297187696306888e-05,12023.617721065,1.859437539261378e-05,1778612819.2883632,,,,,,,,,,,,,,,,,,,,
1569,829,1.859437539261378e-05,9.297187696306888e-05,9.297187696306888e-05,12025.903652582,1.859437539261378e-05,1778612821.5742772,,,,,,,,,,,,,,,,,,,,
1569,830,1.859437539261378e-05,9.297187696306888e-05,9.297187696306888e-05,12028.195307723,1.859437539261378e-05,1778612823.8659346,,,,,,,,,,,,,,,,,,,,
1569,831,1.859437539261378e-05,9.297187696306888e-05,9.297187696306888e-05,12030.480796133,1.859437539261378e-05,1778612826.1513965,,,,,,,,,,,,,,,,,,,,
1569,832,,,,12032.767705443,,1778612828.4383538,26.0,0.2270587533712387,,,,,,,,,,,,,,,,,,
1579,833,1.857564239008685e-05,9.287821195043426e-05,9.287821195043426e-05,12115.067222449,1.857564239008685e-05,1778612910.7378707,,,,,,,,,,,,,,,,,,,,
1579,834,1.857564239008685e-05,9.287821195043426e-05,9.287821195043426e-05,12117.352641374,1.857564239008685e-05,1778612913.0232675,,,,,,,,,,,,,,,,,,,,
1579,835,1.857564239008685e-05,9.287821195043426e-05,9.287821195043426e-05,12119.641146904,1.857564239008685e-05,1778612915.311764,,,,,,,,,,,,,,,,,,,,
1579,836,1.857564239008685e-05,9.287821195043426e-05,9.287821195043426e-05,12121.927318633,1.857564239008685e-05,1778612917.5979497,,,,,,,,,,,,,,,,,,,,
1579,837,,,,12124.211849273,,1778612919.8825119,26.0,0.10372331738471985,,,,,,,,,,,,,,,,,,
1589,838,1.8556794949885842e-05,9.27839747494292e-05,9.27839747494292e-05,12206.514473744,1.8556794949885842e-05,1778613002.185114,,,,,,,,,,,,,,,,,,,,
1589,839,1.8556794949885842e-05,9.27839747494292e-05,9.27839747494292e-05,12208.801208228,1.8556794949885842e-05,1778613004.4718337,,,,,,,,,,,,,,,,,,,,
1589,840,1.8556794949885842e-05,9.27839747494292e-05,9.27839747494292e-05,12211.086756929,1.8556794949885842e-05,1778613006.7573953,,,,,,,,,,,,,,,,,,,,
1589,841,1.8556794949885842e-05,9.27839747494292e-05,9.27839747494292e-05,12213.37370125,1.8556794949885842e-05,1778613009.0443246,,,,,,,,,,,,,,,,,,,,
1589,842,,,,12215.660195123,,1778613011.3308003,26.0,0.11717437207698822,,,,,,,,,,,,,,,,,,
1592,843,,,,12263.227920787,,1778613058.8981504,26.0,,0.1707136183977127,5.875,0.0,0.1707136183977127,8.01156234741211,0.8290912508964539,,,,,,,,,,,,
1592,844,,,,12263.480126035,,1778613059.1506839,26.0,,,,,,,,0.0,0.1560279130935669,0.1560279130935669,7.6598591804504395,0.8439695835113525,5.558750152587891,,,,,,
1599,845,1.8537833323520444e-05,9.268916661760221e-05,9.268916661760221e-05,12318.62313844,1.8537833323520444e-05,1778613114.2937675,,,,,,,,,,,,,,,,,,,,
1599,846,1.8537833323520444e-05,9.268916661760221e-05,9.268916661760221e-05,12320.912113699,1.8537833323520444e-05,1778613116.5827408,,,,,,,,,,,,,,,,,,,,
1599,847,1.8537833323520444e-05,9.268916661760221e-05,9.268916661760221e-05,12323.198810771,1.8537833323520444e-05,1778613118.8695138,,,,,,,,,,,,,,,,,,,,
1599,848,1.8537833323520444e-05,9.268916661760221e-05,9.268916661760221e-05,12325.48392401,1.8537833323520444e-05,1778613121.154526,,,,,,,,,,,,,,,,,,,,
1599,849,,,,12327.768779561,,1778613123.4394267,27.0,0.08158022910356522,,,,,,,,,,,,,,,,,,
1609,850,1.8518757764024107e-05,9.259378882012054e-05,9.259378882012054e-05,12410.10848036,1.8518757764024107e-05,1778613205.7791197,,,,,,,,,,,,,,,,,,,,
1609,851,1.8518757764024107e-05,9.259378882012054e-05,9.259378882012054e-05,12412.395078732,1.8518757764024107e-05,1778613208.0656629,,,,,,,,,,,,,,,,,,,,
1609,852,1.8518757764024107e-05,9.259378882012054e-05,9.259378882012054e-05,12414.680194272,1.8518757764024107e-05,1778613210.3507779,,,,,,,,,,,,,,,,,,,,
1609,853,1.8518757764024107e-05,9.259378882012054e-05,9.259378882012054e-05,12416.968313323,1.8518757764024107e-05,1778613212.6389275,,,,,,,,,,,,,,,,,,,,
1609,854,,,,12419.256633857,,1778613214.927219,27.0,0.12995335459709167,,,,,,,,,,,,,,,,,,
1619,855,1.8499568525950672e-05,9.249784262975336e-05,9.249784262975336e-05,12501.550817077,1.8499568525950672e-05,1778613297.2214663,,,,,,,,,,,,,,,,,,,,
1619,856,1.8499568525950672e-05,9.249784262975336e-05,9.249784262975336e-05,12503.834158519,1.8499568525950672e-05,1778613299.5047655,,,,,,,,,,,,,,,,,,,,
1619,857,1.8499568525950672e-05,9.249784262975336e-05,9.249784262975336e-05,12506.123305046,1.8499568525950672e-05,1778613301.7939234,,,,,,,,,,,,,,,,,,,,
1619,858,1.8499568525950672e-05,9.249784262975336e-05,9.249784262975336e-05,12508.409930897,1.8499568525950672e-05,1778613304.0805552,,,,,,,,,,,,,,,,,,,,
1619,859,,,,12510.696964283,,1778613306.3676157,27.0,0.13459265232086182,,,,,,,,,,,,,,,,,,
1629,860,1.8480265865370957e-05,9.24013293268548e-05,9.24013293268548e-05,12592.992191643,1.8480265865370957e-05,1778613388.6628342,,,,,,,,,,,,,,,,,,,,
1629,861,1.8480265865370957e-05,9.24013293268548e-05,9.24013293268548e-05,12595.278568734,1.8480265865370957e-05,1778613390.9491925,,,,,,,,,,,,,,,,,,,,
1629,862,1.8480265865370957e-05,9.24013293268548e-05,9.24013293268548e-05,12597.565576605,1.8480265865370957e-05,1778613393.2361593,,,,,,,,,,,,,,,,,,,,
1629,863,1.8480265865370957e-05,9.24013293268548e-05,9.24013293268548e-05,12599.8529049,1.8480265865370957e-05,1778613395.5235317,,,,,,,,,,,,,,,,,,,,
1629,864,,,,12602.140221609,,1778613397.8108068,27.0,0.1333257257938385,,,,,,,,,,,,,,,,,,
1639,865,1.8460850039869347e-05,9.230425019934674e-05,9.230425019934674e-05,12684.441756042,1.8460850039869347e-05,1778613480.1124082,,,,,,,,,,,,,,,,,,,,
1639,866,1.8460850039869347e-05,9.230425019934674e-05,9.230425019934674e-05,12686.727554249,1.8460850039869347e-05,1778613482.3981414,,,,,,,,,,,,,,,,,,,,
1639,867,1.8460850039869347e-05,9.230425019934674e-05,9.230425019934674e-05,12689.013540991,1.8460850039869347e-05,1778613484.6841438,,,,,,,,,,,,,,,,,,,,
1639,868,1.8460850039869347e-05,9.230425019934674e-05,9.230425019934674e-05,12691.298463256,1.8460850039869347e-05,1778613486.969079,,,,,,,,,,,,,,,,,,,,
1639,869,,,,12693.585530426,,1778613489.2561848,27.0,0.1625826060771942,,,,,,,,,,,,,,,,,,
1649,870,1.8441321308540364e-05,9.220660654270181e-05,9.220660654270181e-05,12775.87041773,1.8441321308540364e-05,1778613571.541055,,,,,,,,,,,,,,,,,,,,
1649,871,1.8441321308540364e-05,9.220660654270181e-05,9.220660654270181e-05,12778.154344078,1.8441321308540364e-05,1778613573.824969,,,,,,,,,,,,,,,,,,,,
1649,872,1.8441321308540364e-05,9.220660654270181e-05,9.220660654270181e-05,12780.437902584,1.8441321308540364e-05,1778613576.1085365,,,,,,,,,,,,,,,,,,,,
1649,873,1.8441321308540364e-05,9.220660654270181e-05,9.220660654270181e-05,12782.723452055,1.8441321308540364e-05,1778613578.3940613,,,,,,,,,,,,,,,,,,,,
1649,874,,,,12785.010913321,,1778613580.6815677,27.0,0.17367756366729736,,,,,,,,,,,,,,,,,,
1651,875,,,,12823.36799605,,1778613619.0385196,27.0,,0.17736101150512695,6.375,0.0,0.17736101150512695,8.236994743347168,0.8224474191665649,,,,,,,,,,,,
1651,876,,,,12823.371540898,,1778613619.042309,27.0,,,,,,,,0.0,0.14918479323387146,0.14918479323387146,7.432153224945068,0.8508183360099792,5.28125,,,,,,
1659,877,1.8421679931985184e-05,9.210839965992593e-05,9.210839965992593e-05,12887.702080005,1.8421679931985184e-05,1778613683.3726816,,,,,,,,,,,,,,,,,,,,
1659,878,1.8421679931985184e-05,9.210839965992593e-05,9.210839965992593e-05,12889.987290753,1.8421679931985184e-05,1778613685.6578944,,,,,,,,,,,,,,,,,,,,
1659,879,1.8421679931985184e-05,9.210839965992593e-05,9.210839965992593e-05,12892.27308575,1.8421679931985184e-05,1778613687.9436831,,,,,,,,,,,,,,,,,,,,
1659,880,1.8421679931985184e-05,9.210839965992593e-05,9.210839965992593e-05,12894.558025134,1.8421679931985184e-05,1778613690.2286584,,,,,,,,,,,,,,,,,,,,
1659,881,,,,12896.846432401,,1778613692.51708,28.0,0.11203502863645554,,,,,,,,,,,,,,,,,,
1669,882,1.84019261723082e-05,9.200963086154099e-05,9.200963086154099e-05,12979.162736716,1.84019261723082e-05,1778613774.8333843,,,,,,,,,,,,,,,,,,,,
1669,883,1.84019261723082e-05,9.200963086154099e-05,9.200963086154099e-05,12981.453300618,1.84019261723082e-05,1778613777.123929,,,,,,,,,,,,,,,,,,,,
1669,884,1.84019261723082e-05,9.200963086154099e-05,9.200963086154099e-05,12983.7392587,1.84019261723082e-05,1778613779.4098914,,,,,,,,,,,,,,,,,,,,
1669,885,1.84019261723082e-05,9.200963086154099e-05,9.200963086154099e-05,12986.026459763,1.84019261723082e-05,1778613781.697083,,,,,,,,,,,,,,,,,,,,
1669,886,,,,12988.313289249,,1778613783.9839377,28.0,0.21170678734779358,,,,,,,,,,,,,,,,,,
1679,887,1.8382060293113483e-05,9.19103014655674e-05,9.19103014655674e-05,13070.603312613,1.8382060293113483e-05,1778613866.2739615,,,,,,,,,,,,,,,,,,,,
1679,888,1.8382060293113483e-05,9.19103014655674e-05,9.19103014655674e-05,13072.890563804,1.8382060293113483e-05,1778613868.5611475,,,,,,,,,,,,,,,,,,,,
1679,889,1.8382060293113483e-05,9.19103014655674e-05,9.19103014655674e-05,13075.174445474,1.8382060293113483e-05,1778613870.8450625,,,,,,,,,,,,,,,,,,,,
1679,890,1.8382060293113483e-05,9.19103014655674e-05,9.19103014655674e-05,13077.45790431,1.8382060293113483e-05,1778613873.128548,,,,,,,,,,,,,,,,,,,,
1679,891,,,,13079.748543429,,1778613875.419193,28.0,0.08856595307588577,,,,,,,,,,,,,,,,,,
1689,892,1.8362082559501293e-05,9.181041279750647e-05,9.181041279750647e-05,13162.054145219,1.8362082559501293e-05,1778613957.7247965,,,,,,,,,,,,,,,,,,,,
1689,893,1.8362082559501293e-05,9.181041279750647e-05,9.181041279750647e-05,13164.337860713,1.8362082559501293e-05,1778613960.0084875,,,,,,,,,,,,,,,,,,,,
1689,894,1.8362082559501293e-05,9.181041279750647e-05,9.181041279750647e-05,13166.622471685,1.8362082559501293e-05,1778613962.2931075,,,,,,,,,,,,,,,,,,,,
1689,895,1.8362082559501293e-05,9.181041279750647e-05,9.181041279750647e-05,13168.907501709,1.8362082559501293e-05,1778613964.5781019,,,,,,,,,,,,,,,,,,,,
1689,896,,,,13171.193407941,,1778613966.8640523,28.0,0.08368561416864395,,,,,,,,,,,,,,,,,,
1699,897,1.834199323806453e-05,9.170996619032267e-05,9.170996619032267e-05,13253.502636995,1.834199323806453e-05,1778614049.1732552,,,,,,,,,,,,,,,,,,,,
1699,898,1.834199323806453e-05,9.170996619032267e-05,9.170996619032267e-05,13255.789539684,1.834199323806453e-05,1778614051.4601126,,,,,,,,,,,,,,,,,,,,
1699,899,1.834199323806453e-05,9.170996619032267e-05,9.170996619032267e-05,13258.076691759,1.834199323806453e-05,1778614053.7472541,,,,,,,,,,,,,,,,,,,,
1699,900,1.834199323806453e-05,9.170996619032267e-05,9.170996619032267e-05,13260.363888474,1.834199323806453e-05,1778614056.0345166,,,,,,,,,,,,,,,,,,,,
1699,901,,,,13262.651235456,,1778614058.3217762,28.0,0.4083418846130371,,,,,,,,,,,,,,,,,,
1709,902,1.832179259688518e-05,9.160896298442589e-05,9.160896298442589e-05,13344.943529649,1.832179259688518e-05,1778614140.6141772,,,,,,,,,,,,,,,,,,,,
1709,903,1.832179259688518e-05,9.160896298442589e-05,9.160896298442589e-05,13347.228749131,1.832179259688518e-05,1778614142.8992722,,,,,,,,,,,,,,,,,,,,
1709,904,1.832179259688518e-05,9.160896298442589e-05,9.160896298442589e-05,13349.516459879,1.832179259688518e-05,1778614145.1871135,,,,,,,,,,,,,,,,,,,,
1709,905,1.832179259688518e-05,9.160896298442589e-05,9.160896298442589e-05,13351.802679538,1.832179259688518e-05,1778614147.473294,,,,,,,,,,,,,,,,,,,,
1709,906,,,,13354.090022456,,1778614149.7606778,28.0,0.07257463037967682,,,,,,,,,,,,,,,,,,
1710,907,,,,13383.333043245,,1778614179.0035632,28.0,,0.15398840606212616,5.625,0.0,0.15398840606212616,7.586897373199463,0.8458603620529175,,,,,,,,,,,,
1710,908,,,,13383.693171055,,1778614179.3637202,28.0,,,,,,,,0.0,0.14583158493041992,0.14583158493041992,7.3436055183410645,0.8541662693023682,5.25,,,,,,
1719,909,1.830148090553073e-05,9.150740452765365e-05,9.150740452765365e-05,13457.199632323,1.830148090553073e-05,1778614252.8702443,,,,,,,,,,,,,,,,,,,,
1719,910,1.830148090553073e-05,9.150740452765365e-05,9.150740452765365e-05,13459.485132564,1.830148090553073e-05,1778614255.1557636,,,,,,,,,,,,,,,,,,,,
1719,911,1.830148090553073e-05,9.150740452765365e-05,9.150740452765365e-05,13461.77147327,1.830148090553073e-05,1778614257.4420888,,,,,,,,,,,,,,,,,,,,
1719,912,1.830148090553073e-05,9.150740452765365e-05,9.150740452765365e-05,13464.059351529,1.830148090553073e-05,1778614259.7299798,,,,,,,,,,,,,,,,,,,,
1719,913,,,,13466.345432369,,1778614262.0160728,29.0,0.08798065781593323,,,,,,,,,,,,,,,,,,
1729,914,1.8281058435050577e-05,9.140529217525289e-05,9.140529217525289e-05,13548.646842413,1.8281058435050577e-05,1778614344.3174844,,,,,,,,,,,,,,,,,,,,
