epoch,validation/loss,validation/cpg_sites_accuracy,train/cpg_sites_cross_entropy_loss_epoch,train/cpg_sites_perplexity_step,lr-AdamW/pg2,train/cpg_sites_accuracy_epoch,_timestamp,validation/cpg_sites_perplexity,_runtime,validation/cpg_sites_cross_entropy_loss,_step,train/cpg_sites_cross_entropy_loss_step,train/cpg_sites_perplexity_epoch,train/cpg_sites_accuracy_step,lr-AdamW/pg1,trainer/global_step,train/loss_epoch,train/loss_step
,,,,,2.5225e-05,,1769780463.5144105,,3772.767745143,,520,,,,2.5225e-05,1009,,
,,,,,2.5225e-05,,1769780464.3743987,,3773.627588893,,521,,,,2.5225e-05,1009,,
,,,,,2.5225e-05,,1769780465.2358744,,3774.48926735,,522,,,,2.5225e-05,1009,,
,,,,,2.5225e-05,,1769780466.0974514,,3775.350789832,,523,,,,2.5225e-05,1009,,
11.0,,,,5575.27392578125,,,1769780466.959146,,3776.21240218,,524,8.626096725463867,,0.09868523478507996,,1009,,8.626096725463867
,,,,,2.5475e-05,,1769780497.9529476,,3807.206343789,,525,,,,2.5475e-05,1019,,
,,,,,2.5475e-05,,1769780498.8134203,,3808.066579503,,526,,,,2.5475e-05,1019,,
,,,,,2.5475e-05,,1769780499.6750827,,3808.928475211,,527,,,,2.5475e-05,1019,,
,,,,,2.5475e-05,,1769780500.5371568,,3809.790501465,,528,,,,2.5475e-05,1019,,
11.0,,,,5485.04345703125,,,1769780501.398646,,3810.65184233,,529,8.609780311584473,,0.10144530981779099,,1019,,8.609780311584473
,,,,,2.5725e-05,,1769780532.3922036,,3841.645476459,,530,,,,2.5725e-05,1029,,
,,,,,2.5725e-05,,1769780533.2523377,,3842.505534571,,531,,,,2.5725e-05,1029,,
,,,,,2.5725e-05,,1769780534.1144257,,3843.367821803,,532,,,,2.5725e-05,1029,,
,,,,,2.5725e-05,,1769780534.9763756,,3844.229735112,,533,,,,2.5725e-05,1029,,
11.0,,,,5443.70849609375,,,1769780535.8381925,,3845.091401381,,534,8.602215766906738,,0.1008521094918251,,1029,,8.602215766906738
11.0,8.557707786560059,0.10028603672981262,,,,,1769780563.1121686,5206.90673828125,3872.365351811,8.557707786560059,535,,,,,1031,,
11.0,,,8.630071640014648,,,0.0996483787894249,1769780566.9533157,,3876.20679386,,536,,5598.16064453125,,,1031,8.630071640014648,
,,,,,2.5974999999999998e-05,,1769780592.0961814,,3901.349504705,,537,,,,2.5974999999999998e-05,1039,,
,,,,,2.5974999999999998e-05,,1769780592.9582238,,3902.211590612,,538,,,,2.5974999999999998e-05,1039,,
,,,,,2.5974999999999998e-05,,1769780593.8207798,,3903.074356411,,539,,,,2.5974999999999998e-05,1039,,
,,,,,2.5974999999999998e-05,,1769780594.6824176,,3903.935813314,,540,,,,2.5974999999999998e-05,1039,,
12.0,,,,5423.64404296875,,,1769780595.544468,,3904.797672921,,541,8.598523139953613,,0.10044382512569427,,1039,,8.598523139953613
,,,,,2.6225e-05,,1769780626.5548584,,3935.808272987,,542,,,,2.6225e-05,1049,,
,,,,,2.6225e-05,,1769780627.4164557,,3936.669807001,,543,,,,2.6225e-05,1049,,
,,,,,2.6225e-05,,1769780628.278846,,3937.532301317,,544,,,,2.6225e-05,1049,,
,,,,,2.6225e-05,,1769780629.1408412,,3938.394533459,,545,,,,2.6225e-05,1049,,
12.0,,,,5415.2919921875,,,1769780630.002509,,3939.255695283,,546,8.5969820022583,,0.09942228347063065,,1049,,8.5969820022583
,,,,,2.6475e-05,,1769780661.0153267,,3970.268497344,,547,,,,2.6475e-05,1059,,
,,,,,2.6475e-05,,1769780661.876453,,3971.12980401,,548,,,,2.6475e-05,1059,,
,,,,,2.6475e-05,,1769780662.73717,,3971.990335883,,549,,,,2.6475e-05,1059,,
,,,,,2.6475e-05,,1769780663.59862,,3972.851909601,,550,,,,2.6475e-05,1059,,
12.0,,,,5394.205078125,,,1769780664.4617128,,3973.715158746,,551,8.593080520629883,,0.09904315322637558,,1059,,8.593080520629883
,,,,,2.6725e-05,,1769780695.472468,,4004.725886456,,552,,,,2.6725e-05,1069,,
,,,,,2.6725e-05,,1769780696.3340695,,4005.587234449,,553,,,,2.6725e-05,1069,,
,,,,,2.6725e-05,,1769780697.1947582,,4006.447940348,,554,,,,2.6725e-05,1069,,
,,,,,2.6725e-05,,1769780698.0563412,,4007.309695253,,555,,,,2.6725e-05,1069,,
12.0,,,,5316.5654296875,,,1769780698.920278,,4008.173657194,,556,8.578582763671875,,0.10114166885614395,,1069,,8.578582763671875
,,,,,2.6975000000000002e-05,,1769780729.9321039,,4039.18548129,,557,,,,2.6975000000000002e-05,1079,,
,,,,,2.6975000000000002e-05,,1769780730.7942986,,4040.047670491,,558,,,,2.6975000000000002e-05,1079,,
,,,,,2.6975000000000002e-05,,1769780731.6549492,,4040.908104975,,559,,,,2.6975000000000002e-05,1079,,
,,,,,2.6975000000000002e-05,,1769780732.51679,,4041.770151001,,560,,,,2.6975000000000002e-05,1079,,
12.0,,,,5231.5146484375,,,1769780733.3802397,,4042.633698503,,561,8.562456130981445,,0.10310007631778717,,1079,,8.562456130981445
,,,,,2.7225e-05,,1769780764.387751,,4073.641201852,,562,,,,2.7225e-05,1089,,
,,,,,2.7225e-05,,1769780765.2495148,,4074.502893389,,563,,,,2.7225e-05,1089,,
,,,,,2.7225e-05,,1769780766.1101046,,4075.363391623,,564,,,,2.7225e-05,1089,,
,,,,,2.7225e-05,,1769780766.9718406,,4076.225206255,,565,,,,2.7225e-05,1089,,
12.0,,,,5302.7060546875,,,1769780767.835287,,4077.088762474,,566,8.575972557067871,,0.09888650476932526,,1089,,8.575972557067871
,,,,,2.7475e-05,,1769780798.8440218,,4108.097465968,,567,,,,2.7475e-05,1099,,
,,,,,2.7475e-05,,1769780799.7057014,,4108.959040553,,568,,,,2.7475e-05,1099,,
,,,,,2.7475e-05,,1769780800.5666785,,4109.81985748,,569,,,,2.7475e-05,1099,,
,,,,,2.7475e-05,,1769780801.4283085,,4110.681627959,,570,,,,2.7475e-05,1099,,
12.0,,,,5279.37890625,,,1769780802.291647,,4111.545097441,,571,8.571563720703125,,0.09830455482006073,,1099,,8.571563720703125
,,,,,2.7725e-05,,1769780833.302294,,4142.555740952,,572,,,,2.7725e-05,1109,,
,,,,,2.7725e-05,,1769780834.1637352,,4143.417060948,,573,,,,2.7725e-05,1109,,
,,,,,2.7725e-05,,1769780835.0240543,,4144.277350707,,574,,,,2.7725e-05,1109,,
,,,,,2.7725e-05,,1769780835.8853078,,4145.138660788,,575,,,,2.7725e-05,1109,,
12.0,,,,5209.91162109375,,,1769780836.7486238,,4146.002070123,,576,8.558318138122559,,0.09970365464687347,,1109,,8.558318138122559
12.0,8.499824523925781,0.10024087876081467,,,,,1769780884.6586332,4914.11474609375,4193.911800336,8.499824523925781,577,,,,,1117,,
12.0,,,8.578919410705566,,,0.10005654394626617,1769780888.1087272,,4197.362166113,,578,,5319.06103515625,,,1117,8.578919410705566,
,,,,,2.7975000000000002e-05,,1769780892.5865302,,4201.839984925,,579,,,,2.7975000000000002e-05,1119,,
,,,,,2.7975000000000002e-05,,1769780893.4479373,,4202.701292449,,580,,,,2.7975000000000002e-05,1119,,
,,,,,2.7975000000000002e-05,,1769780894.3082106,,4203.561451687,,581,,,,2.7975000000000002e-05,1119,,
,,,,,2.7975000000000002e-05,,1769780895.1699862,,4204.423334645,,582,,,,2.7975000000000002e-05,1119,,
13.0,,,,5188.26904296875,,,1769780896.0328667,,4205.286326209,,583,8.554155349731445,,0.09960144013166428,,1119,,8.554155349731445
,,,,,2.8225e-05,,1769780927.0291755,,4236.282585723,,584,,,,2.8225e-05,1129,,
,,,,,2.8225e-05,,1769780927.890965,,4237.144351278,,585,,,,2.8225e-05,1129,,
,,,,,2.8225e-05,,1769780928.7531495,,4238.006528883,,586,,,,2.8225e-05,1129,,
,,,,,2.8225e-05,,1769780929.614655,,4238.868039094,,587,,,,2.8225e-05,1129,,
13.0,,,,5124.75830078125,,,1769780930.475943,,4239.729153722,,588,8.541838645935059,,0.10056302696466446,,1129,,8.541838645935059
,,,,,2.8475e-05,,1769780961.4729152,,4270.726113976,,589,,,,2.8475e-05,1139,,
,,,,,2.8475e-05,,1769780962.3340075,,4271.587368487,,590,,,,2.8475e-05,1139,,
,,,,,2.8475e-05,,1769780963.1962256,,4272.449664683,,591,,,,2.8475e-05,1139,,
,,,,,2.8475e-05,,1769780964.057641,,4273.310967507,,592,,,,2.8475e-05,1139,,
13.0,,,,5174.19140625,,,1769780964.9186425,,4274.171820645,,593,8.551438331604004,,0.0977838784456253,,1139,,8.551438331604004
,,,,,2.8725e-05,,1769780995.914474,,4305.167775766,,594,,,,2.8725e-05,1149,,
,,,,,2.8725e-05,,1769780996.775755,,4306.029119174,,595,,,,2.8725e-05,1149,,
,,,,,2.8725e-05,,1769780997.6376226,,4306.891070976,,596,,,,2.8725e-05,1149,,
,,,,,2.8725e-05,,1769780998.4990416,,4307.752409777,,597,,,,2.8725e-05,1149,,
13.0,,,,5129.53564453125,,,1769780999.3599875,,4308.613171462,,598,8.542770385742188,,0.09753913432359695,,1149,,8.542770385742188
,,,,,2.8975000000000003e-05,,1769781030.354878,,4339.608298694,,599,,,,2.8975000000000003e-05,1159,,
,,,,,2.8975000000000003e-05,,1769781031.2165215,,4340.469834435,,600,,,,2.8975000000000003e-05,1159,,
,,,,,2.8975000000000003e-05,,1769781032.0787323,,4341.332151679,,601,,,,2.8975000000000003e-05,1159,,
,,,,,2.8975000000000003e-05,,1769781032.9398937,,4342.193284395,,602,,,,2.8975000000000003e-05,1159,,
13.0,,,,5007.982421875,,,1769781033.8013427,,4343.05455676,,603,8.51878833770752,,0.10158444941043854,,1159,,8.51878833770752
,,,,,2.9225000000000002e-05,,1769781064.7969005,,4374.050287023,,604,,,,2.9225000000000002e-05,1169,,
,,,,,2.9225000000000002e-05,,1769781065.6580563,,4374.91143849,,605,,,,2.9225000000000002e-05,1169,,
,,,,,2.9225000000000002e-05,,1769781066.5201428,,4375.773600485,,606,,,,2.9225000000000002e-05,1169,,
,,,,,2.9225000000000002e-05,,1769781067.381676,,4376.635015247,,607,,,,2.9225000000000002e-05,1169,,
13.0,,,,5061.716796875,,,1769781068.2427602,,4377.495953614,,608,8.529460906982422,,0.09826076775789261,,1169,,8.529460906982422
,,,,,2.9475e-05,,1769781099.2419019,,4408.495293874,,609,,,,2.9475e-05,1179,,
,,,,,2.9475e-05,,1769781100.103231,,4409.356577773,,610,,,,2.9475e-05,1179,,
,,,,,2.9475e-05,,1769781100.9654105,,4410.218828845,,611,,,,2.9475e-05,1179,,
,,,,,2.9475e-05,,1769781101.8269901,,4411.080347107,,612,,,,2.9475e-05,1179,,
13.0,,,,5058.35302734375,,,1769781102.6883512,,4411.941570124,,613,8.528796195983887,,0.09695344418287277,,1179,,8.528796195983887
,,,,,2.9725000000000004e-05,,1769781133.6872005,,4442.940557717,,614,,,,2.9725000000000004e-05,1189,,
,,,,,2.9725000000000004e-05,,1769781134.54904,,4443.802406007,,615,,,,2.9725000000000004e-05,1189,,
,,,,,2.9725000000000004e-05,,1769781135.4113445,,4444.664727048,,616,,,,2.9725000000000004e-05,1189,,
,,,,,2.9725000000000004e-05,,1769781136.2733383,,4445.526646996,,617,,,,2.9725000000000004e-05,1189,,
13.0,,,,4927.8818359375,,,1769781137.1341937,,4446.387428104,,618,8.502664566040039,,0.10119892656803131,,1189,,8.502664566040039
,,,,,2.9975000000000004e-05,,1769781168.1317127,,4477.385112921,,619,,,,2.9975000000000004e-05,1199,,
,,,,,2.9975000000000004e-05,,1769781168.9930027,,4478.246383406,,620,,,,2.9975000000000004e-05,1199,,
,,,,,2.9975000000000004e-05,,1769781169.8554788,,4479.108893124,,621,,,,2.9975000000000004e-05,1199,,
,,,,,2.9975000000000004e-05,,1769781170.7168071,,4479.970209328,,622,,,,2.9975000000000004e-05,1199,,
13.0,,,,4942.12841796875,,,1769781171.5780354,,4480.831234365,,623,8.5055513381958,,0.09856574982404709,,1199,,8.5055513381958
13.0,8.44002628326416,0.10025091469287872,,,,,1769781205.686489,4628.9228515625,4514.93964858,8.44002628326416,624,,,,,1203,,
13.0,,,8.525503158569336,,,0.10009780526161194,1769781212.08426,,4521.337725978,,625,,5042.513671875,,,1203,8.525503158569336,
,,,,,3.0225000000000003e-05,,1769781230.3295126,,4539.582959322,,626,,,,3.0225000000000003e-05,1209,,
,,,,,3.0225000000000003e-05,,1769781231.1900153,,4540.443198023,,627,,,,3.0225000000000003e-05,1209,,
,,,,,3.0225000000000003e-05,,1769781232.0511897,,4541.304550097,,628,,,,3.0225000000000003e-05,1209,,
,,,,,3.0225000000000003e-05,,1769781232.9132109,,4542.166665228,,629,,,,3.0225000000000003e-05,1209,,
14.0,,,,4790.28515625,,,1769781233.775384,,4543.028785096,,630,8.474345207214355,,0.10384224355220795,,1209,,8.474345207214355
,,,,,3.0475000000000002e-05,,1769781264.7691746,,4574.022540615,,631,,,,3.0475000000000002e-05,1219,,
,,,,,3.0475000000000002e-05,,1769781265.6291142,,4574.88233344,,632,,,,3.0475000000000002e-05,1219,,
,,,,,3.0475000000000002e-05,,1769781266.4901836,,4575.743546328,,633,,,,3.0475000000000002e-05,1219,,
,,,,,3.0475000000000002e-05,,1769781267.352798,,4576.606332901,,634,,,,3.0475000000000002e-05,1219,,
14.0,,,,4796.77197265625,,,1769781268.2152674,,4577.468679343,,635,8.475698471069336,,0.10229241847991943,,1219,,8.475698471069336
,,,,,3.0725e-05,,1769781299.2160754,,4608.469460625,,636,,,,3.0725e-05,1229,,
,,,,,3.0725e-05,,1769781300.0762665,,4609.329462537,,637,,,,3.0725e-05,1229,,
,,,,,3.0725e-05,,1769781300.9373698,,4610.190738433,,638,,,,3.0725e-05,1229,,
,,,,,3.0725e-05,,1769781301.799653,,4611.053119701,,639,,,,3.0725e-05,1229,,
14.0,,,,4722.35107421875,,,1769781302.662196,,4611.915623832,,640,8.460062026977539,,0.10361892729997635,,1229,,8.460062026977539
,,,,,3.0975e-05,,1769781333.6689622,,4642.922355311,,641,,,,3.0975e-05,1239,,
,,,,,3.0975e-05,,1769781334.5316007,,4643.784949391,,642,,,,3.0975e-05,1239,,
,,,,,3.0975e-05,,1769781335.3938832,,4644.647210952,,643,,,,3.0975e-05,1239,,
,,,,,3.0975e-05,,1769781336.2567627,,4645.510110731,,644,,,,3.0975e-05,1239,,
14.0,,,,4717.48046875,,,1769781337.1194916,,4646.372877992,,645,8.459030151367188,,0.10222084820270538,,1239,,8.459030151367188
,,,,,3.122500000000001e-05,,1769781368.1233962,,4677.376784212,,646,,,,3.122500000000001e-05,1249,,
,,,,,3.122500000000001e-05,,1769781368.9837813,,4678.236970687,,647,,,,3.122500000000001e-05,1249,,
,,,,,3.122500000000001e-05,,1769781369.845773,,4679.099163688,,648,,,,3.122500000000001e-05,1249,,
,,,,,3.122500000000001e-05,,1769781370.7081127,,4679.961477781,,649,,,,3.122500000000001e-05,1249,,
14.0,,,,4524.21435546875,,,1769781371.571255,,4680.824478005,,650,8.41719913482666,,0.10129385441541672,,1249,,8.41719913482666
,,,,,3.1475e-05,,1769781402.583385,,4711.836798762,,651,,,,3.1475e-05,1259,,
,,,,,3.1475e-05,,1769781403.4437795,,4712.697016808,,652,,,,3.1475e-05,1259,,
,,,,,3.1475e-05,,1769781404.3055212,,4713.55885596,,653,,,,3.1475e-05,1259,,
,,,,,3.1475e-05,,1769781405.1679752,,4714.421459381,,654,,,,3.1475e-05,1259,,
14.0,,,,4347.7626953125,,,1769781406.0310361,,4715.284472708,,655,8.377416610717773,,0.09661555290222168,,1259,,8.377416610717773
,,,,,3.1725e-05,,1769781437.0469654,,4746.300374249,,656,,,,3.1725e-05,1269,,
,,,,,3.1725e-05,,1769781437.9075518,,4747.160783996,,657,,,,3.1725e-05,1269,,
,,,,,3.1725e-05,,1769781438.7694604,,4748.022824885,,658,,,,3.1725e-05,1269,,
,,,,,3.1725e-05,,1769781439.6318321,,4748.8853027,,659,,,,3.1725e-05,1269,,
14.0,,,,4015.481689453125,,,1769781440.494555,,4749.747939864,,660,8.29791259765625,,0.09895752370357513,,1269,,8.29791259765625
,,,,,3.1975e-05,,1769781471.5057054,,4780.75888438,,661,,,,3.1975e-05,1279,,
,,,,,3.1975e-05,,1769781472.3660004,,4781.619217216,,662,,,,3.1975e-05,1279,,
,,,,,3.1975e-05,,1769781473.227542,,4782.480898948,,663,,,,3.1975e-05,1279,,
,,,,,3.1975e-05,,1769781474.0899448,,4783.343314492,,664,,,,3.1975e-05,1279,,
14.0,,,,3589.606201171875,,,1769781474.9526725,,4784.20607177,,665,8.185797691345215,,0.10456570982933044,,1279,,8.185797691345215
,,,,,3.2225e-05,,1769781505.9570174,,4815.21032868,,666,,,,3.2225e-05,1289,,
,,,,,3.2225e-05,,1769781506.8171532,,4816.070393917,,667,,,,3.2225e-05,1289,,
,,,,,3.2225e-05,,1769781507.6777122,,4816.930972755,,668,,,,3.2225e-05,1289,,
14.0,,,,3525.7099609375,,,1769781508.2741055,,4817.527329382,,669,8.167837142944336,,0.09473804384469986,,1289,,8.167837142944336
14.0,8.058568000793457,0.1004023477435112,,,,,1769781529.7584536,3161.248779296875,4839.011637088,8.058568000793457,670,,,,,1289,,
14.0,,,8.385917663574219,,,0.10010407865047455,1769781533.2672555,,4842.520692715,,671,,4413.29345703125,,,1289,8.385917663574219,
,,,,,3.2474999999999997e-05,,1769781565.3063672,,4874.559843482,,672,,,,3.2474999999999997e-05,1299,,
,,,,,3.2474999999999997e-05,,1769781566.1689363,,4875.422338144,,673,,,,3.2474999999999997e-05,1299,,
,,,,,3.2474999999999997e-05,,1769781567.0310962,,4876.284425944,,674,,,,3.2474999999999997e-05,1299,,
,,,,,3.2474999999999997e-05,,1769781567.891429,,4877.144627431,,675,,,,3.2474999999999997e-05,1299,,
15.0,,,,3343.49462890625,,,1769781568.754182,,4878.007622525,,676,8.114771842956543,,0.10116899758577347,,1299,,8.114771842956543
,,,,,3.2725e-05,,1769781599.7668092,,4909.020205855,,677,,,,3.2725e-05,1309,,
,,,,,3.2725e-05,,1769781600.6291656,,4909.88256111,,678,,,,3.2725e-05,1309,,
,,,,,3.2725e-05,,1769781601.4916563,,4910.745063687,,679,,,,3.2725e-05,1309,,
,,,,,3.2725e-05,,1769781602.35265,,4911.605849895,,680,,,,3.2725e-05,1309,,
15.0,,,,3113.00732421875,,,1769781603.2153928,,4912.468857561,,681,8.043344497680664,,0.1008838564157486,,1309,,8.043344497680664
,,,,,3.2975e-05,,1769781634.227043,,4943.480440086,,682,,,,3.2975e-05,1319,,
,,,,,3.2975e-05,,1769781635.0890756,,4944.342504587,,683,,,,3.2975e-05,1319,,
,,,,,3.2975e-05,,1769781635.9508507,,4945.204267716,,684,,,,3.2975e-05,1319,,
,,,,,3.2975e-05,,1769781636.8117013,,4946.064892755,,685,,,,3.2975e-05,1319,,
15.0,,,,3198.689697265625,,,1769781637.6743102,,4946.927766021,,686,8.070496559143066,,0.09825772792100906,,1319,,8.070496559143066
,,,,,3.3225e-05,,1769781668.687595,,4977.940973025,,687,,,,3.3225e-05,1329,,
,,,,,3.3225e-05,,1769781669.5500016,,4978.803461646,,688,,,,3.3225e-05,1329,,
,,,,,3.3225e-05,,1769781670.4117525,,4979.665160361,,689,,,,3.3225e-05,1329,,
,,,,,3.3225e-05,,1769781671.2724748,,4980.525687115,,690,,,,3.3225e-05,1329,,
15.0,,,,2970.70166015625,,,1769781672.1351278,,4981.38853026,,691,7.996553421020508,,0.09762584418058395,,1329,,7.996553421020508
,,,,,3.3475e-05,,1769781703.1467957,,5012.40017335,,692,,,,3.3475e-05,1339,,
,,,,,3.3475e-05,,1769781704.0093346,,5013.262805571,,693,,,,3.3475e-05,1339,,
,,,,,3.3475e-05,,1769781704.8711236,,5014.124488966,,694,,,,3.3475e-05,1339,,
,,,,,3.3475e-05,,1769781705.731478,,5014.984691996,,695,,,,3.3475e-05,1339,,
15.0,,,,2936.181640625,,,1769781706.5940633,,5015.847453441,,696,7.984865188598633,,0.09739245474338531,,1339,,7.984865188598633
,,,,,3.3725e-05,,1769781737.6066496,,5046.86002336,,697,,,,3.3725e-05,1349,,
,,,,,3.3725e-05,,1769781738.4690583,,5047.722524866,,698,,,,3.3725e-05,1349,,
,,,,,3.3725e-05,,1769781739.3306477,,5048.584013001,,699,,,,3.3725e-05,1349,,
,,,,,3.3725e-05,,1769781740.1914105,,5049.444658369,,700,,,,3.3725e-05,1349,,
15.0,,,,2878.329345703125,,,1769781741.0541565,,5050.307587278,,701,7.964965343475342,,0.09963648021221161,,1349,,7.964965343475342
,,,,,3.3975e-05,,1769781772.0686908,,5081.322089492,,702,,,,3.3975e-05,1359,,
,,,,,3.3975e-05,,1769781772.9314148,,5082.184849987,,703,,,,3.3975e-05,1359,,
,,,,,3.3975e-05,,1769781773.7932165,,5083.046607574,,704,,,,3.3975e-05,1359,,
,,,,,3.3975e-05,,1769781774.6537673,,5083.906936385,,705,,,,3.3975e-05,1359,,
15.0,,,,2642.670654296875,,,1769781775.5165083,,5084.769954427,,706,7.879545211791992,,0.10150033980607986,,1359,,7.879545211791992
,,,,,3.4225e-05,,1769781806.5289114,,5115.782300707,,707,,,,3.4225e-05,1369,,
,,,,,3.4225e-05,,1769781807.39133,,5116.644777827,,708,,,,3.4225e-05,1369,,
,,,,,3.4225e-05,,1769781808.252893,,5117.506276487,,709,,,,3.4225e-05,1369,,
,,,,,3.4225e-05,,1769781809.1135623,,5118.366723366,,710,,,,3.4225e-05,1369,,
15.0,,,,2528.82177734375,,,1769781809.9762347,,5119.22962864,,711,7.835508823394775,,0.10039209574460983,,1369,,7.835508823394775
15.0,7.773675918579102,0.10056564211845398,,,,,1769781850.996664,2378.661865234375,5160.249831332,7.773675918579102,712,,,,,1375,,
15.0,,,7.981034278869629,,,0.10016630589962006,1769781854.8579226,,5164.11131177,,713,,2935.19580078125,,,1375,7.981034278869629,
,,,,,3.4475000000000005e-05,,1769781866.2305915,,5175.484033125,,714,,,,3.4475000000000005e-05,1379,,
,,,,,3.4475000000000005e-05,,1769781867.0922916,,5176.345716504,,715,,,,3.4475000000000005e-05,1379,,
,,,,,3.4475000000000005e-05,,1769781867.9546652,,5177.208078384,,716,,,,3.4475000000000005e-05,1379,,
,,,,,3.4475000000000005e-05,,1769781868.8169749,,5178.07039238,,717,,,,3.4475000000000005e-05,1379,,
16.0,,,,2450.499267578125,,,1769781869.6787682,,5178.931971653,,718,7.804047107696533,,0.09983205050230026,,1379,,7.804047107696533
,,,,,3.4725000000000004e-05,,1769781900.688923,,5209.942360642,,719,,,,3.4725000000000004e-05,1389,,
,,,,,3.4725000000000004e-05,,1769781901.5506127,,5210.803989781,,720,,,,3.4725000000000004e-05,1389,,
,,,,,3.4725000000000004e-05,,1769781902.41302,,5211.666509138,,721,,,,3.4725000000000004e-05,1389,,
,,,,,3.4725000000000004e-05,,1769781903.2750187,,5212.528417196,,722,,,,3.4725000000000004e-05,1389,,
16.0,,,,2514.458984375,,,1769781904.1363525,,5213.389562127,,723,7.829813003540039,,0.10184967517852783,,1389,,7.829813003540039
,,,,,3.4975e-05,,1769781935.1471832,,5244.400616716,,724,,,,3.4975e-05,1399,,
,,,,,3.4975e-05,,1769781936.0089622,,5245.262333728,,725,,,,3.4975e-05,1399,,
,,,,,3.4975e-05,,1769781936.8713214,,5246.124763562,,726,,,,3.4975e-05,1399,,
,,,,,3.4975e-05,,1769781937.7332182,,5246.986603178,,727,,,,3.4975e-05,1399,,
16.0,,,,2461.561767578125,,,1769781938.5947988,,5247.847994361,,728,7.80855131149292,,0.10030738264322281,,1399,,7.80855131149292
,,,,,3.5225e-05,,1769781969.6057568,,5278.859162183,,729,,,,3.5225e-05,1409,,
,,,,,3.5225e-05,,1769781970.4678051,,5279.721197575,,730,,,,3.5225e-05,1409,,
,,,,,3.5225e-05,,1769781971.3305173,,5280.583969654,,731,,,,3.5225e-05,1409,,
,,,,,3.5225e-05,,1769781972.1926165,,5281.445971365,,732,,,,3.5225e-05,1409,,
16.0,,,,2280.463134765625,,,1769781973.0541098,,5282.307318933,,733,7.732133865356445,,0.10029348731040955,,1409,,7.732133865356445
,,,,,3.5475e-05,,1769782004.0697603,,5313.323110289,,734,,,,3.5475e-05,1419,,
,,,,,3.5475e-05,,1769782004.931905,,5314.185282747,,735,,,,3.5475e-05,1419,,
,,,,,3.5475e-05,,1769782005.7945516,,5315.04801035,,736,,,,3.5475e-05,1419,,
,,,,,3.5475e-05,,1769782006.6563325,,5315.909699793,,737,,,,3.5475e-05,1419,,
16.0,,,,2418.6416015625,,,1769782007.5181565,,5316.771376757,,738,7.790961265563965,,0.0980483815073967,,1419,,7.790961265563965
,,,,,3.5725e-05,,1769782038.5336592,,5347.787061502,,739,,,,3.5725e-05,1429,,
,,,,,3.5725e-05,,1769782039.3953378,,5348.648716894,,740,,,,3.5725e-05,1429,,
,,,,,3.5725e-05,,1769782040.2580059,,5349.511447573,,741,,,,3.5725e-05,1429,,
,,,,,3.5725e-05,,1769782041.1198838,,5350.373251118,,742,,,,3.5725e-05,1429,,
16.0,,,,2341.302001953125,,,1769782041.9814076,,5351.234631728,,743,7.758462429046631,,0.09572676569223404,,1429,,7.758462429046631
,,,,,3.5975e-05,,1769782072.9953213,,5382.248733623,,744,,,,3.5975e-05,1439,,
,,,,,3.5975e-05,,1769782073.857392,,5383.11077099,,745,,,,3.5975e-05,1439,,
,,,,,3.5975e-05,,1769782074.7201853,,5383.973617764,,746,,,,3.5975e-05,1439,,
,,,,,3.5975e-05,,1769782075.5820234,,5384.835371035,,747,,,,3.5975e-05,1439,,
16.0,,,,2353.051513671875,,,1769782076.4444394,,5385.697676426,,748,7.763468265533447,,0.09930761158466339,,1439,,7.763468265533447
,,,,,3.6225000000000006e-05,,1769782107.4606366,,5416.714089421,,749,,,,3.6225000000000006e-05,1449,,
,,,,,3.6225000000000006e-05,,1769782108.322412,,5417.575793269,,750,,,,3.6225000000000006e-05,1449,,
,,,,,3.6225000000000006e-05,,1769782109.1848505,,5418.438315517,,751,,,,3.6225000000000006e-05,1449,,
,,,,,3.6225000000000006e-05,,1769782110.0468116,,5419.30016948,,752,,,,3.6225000000000006e-05,1449,,
16.0,,,,2204.775390625,,,1769782110.9090748,,5420.16235389,,753,7.698380947113037,,0.10171875357627869,,1449,,7.698380947113037
,,,,,3.6475000000000006e-05,,1769782141.926015,,5451.179376289,,754,,,,3.6475000000000006e-05,1459,,
,,,,,3.6475000000000006e-05,,1769782142.787942,,5452.041371406,,755,,,,3.6475000000000006e-05,1459,,
,,,,,3.6475000000000006e-05,,1769782143.6505914,,5452.903977891,,756,,,,3.6475000000000006e-05,1459,,
,,,,,3.6475000000000006e-05,,1769782144.5125957,,5453.76597495,,757,,,,3.6475000000000006e-05,1459,,
16.0,,,,2087.47412109375,,,1769782145.37404,,5454.627271847,,758,7.643710136413574,,0.10159137845039368,,1459,,7.643710136413574
16.0,7.624814987182617,0.10068560391664505,,,,,1769782172.6380658,2050.707763671875,5481.89128671,7.624814987182617,759,,,,,1461,,
16.0,,,7.780290126800537,,,0.10031288862228394,1769782176.566063,,5485.819531565,,760,,2397.744384765625,,,1461,7.780290126800537,
,,,,,3.6725000000000005e-05,,1769782201.7102802,,5510.963708664,,761,,,,3.6725000000000005e-05,1469,,
,,,,,3.6725000000000005e-05,,1769782202.5721114,,5511.825480066,,762,,,,3.6725000000000005e-05,1469,,
,,,,,3.6725000000000005e-05,,1769782203.4344954,,5512.687849347,,763,,,,3.6725000000000005e-05,1469,,
,,,,,3.6725000000000005e-05,,1769782204.296574,,5513.549944255,,764,,,,3.6725000000000005e-05,1469,,
